"zone","state","lga","sector","ea","event_type","event_seq","event_cd","event_desc","sc6q2","sc6q3"
3,19,1910,2,808,2,1,11,"DEVELOPMENT PROJECT",2010,80
3,19,1910,2,808,2,2,14,"NEW ROAD",2009,80
3,19,1910,2,808,2,3,16,"IMPROVEDTRANSP.SERV.",2010,80
3,19,1912,1,1510,1,1,5,"HUMANEPIDEMICDISEASE",2010,70
3,19,1912,1,1510,1,2,6,"SHARPCHANGESINPRICES",2009,80
3,19,1912,1,1510,1,3,7,"MASSIVE JOB LAY OFF",2010,75
3,19,1912,1,1510,2,1,13,"NEW HEALTH FACILITY",2009,50
3,19,1912,1,1510,2,2,15,"NEW SCHOOL",2010,50
3,19,1912,1,1510,2,3,16,"IMPROVEDTRANSP.SERV.",2010,50
3,19,1914,2,934,1,1,3,"CROP DISEASE",2006,99
3,19,1914,2,934,1,2,4,"LIVESTOCK  DISEASE",2008,50
3,19,1914,2,934,1,3,5,"DISEASE",2011,40
3,19,1914,2,934,1,4,6,"SHARP CHANGE IN PRIC",2007,80
3,19,1916,2,1516,1,1,2,"FLOOD",2007,80
3,19,1916,2,1516,1,2,4,"LIVESTOCK DISEASE",2008,40
3,19,1916,2,1516,1,3,5,"HUMAN EPIDEMIC DISEA",2009,50
3,19,1916,2,1516,1,4,6,"SHARP CHANGE INPRICE",2006,99
3,19,1919,2,366,1,1,3,"CROP DISEASE/PESTS",2008,60
3,19,1919,2,366,1,2,6,"SHARPCHANGEINPRICES",2009,50
3,19,1919,2,366,1,3,10,"BADFERTILIZERINSUPP.",2009,65
3,19,1919,2,366,2,1,14,"NEW ROAD",2008,60
3,19,1919,2,366,2,2,16,"IMPROVE TRANS.SERVS.",2010,60
3,19,1919,2,366,2,3,19,"MARKET FOR CASH CROP",2011,80
3,19,1921,1,842,1,1,5,,2010,30
3,19,1921,1,842,1,2,6,,2009,90
3,19,1921,1,842,1,3,7,,2006,50
3,19,1921,1,842,2,1,12,,2000,40
3,19,1921,1,842,2,2,13,,2006,99
3,19,1921,1,842,2,3,15,,2008,99
3,19,1921,1,842,2,4,16,,2009,80
3,19,1921,1,842,2,5,18,,2007,99
3,19,1923,2,284,1,1,3,"CROP DISEASE",2008,70
3,19,1923,2,284,1,2,6,"SHARPCHANGEIN PRICES",2009,45
3,19,1923,2,284,1,3,9,"POWER OUTAGE",2009,60
3,19,1923,2,284,2,1,14,"NEW ROAD",2008,65
3,19,1923,2,284,2,2,16,"IMPROVED TRANS.SERV.",2009,60
3,19,1925,1,2858,1,1,3,"CROP DISEASE",2009,40
3,19,1925,1,2858,1,2,5,"HUMAN EPIDEMIC DISEA",2007,40
3,19,1925,1,2858,1,3,6,"SHARPCHANGEIN PRICE",2009,50
3,19,1925,1,2858,1,4,7,"MASSIVENJOB LAY OFF",2010,50
3,19,1925,1,2858,2,1,13,"NEW HEALTH FACILITY",2010,60
3,19,1925,1,2858,2,2,14,"IMPROVED TRANS.SERV.",2010,50
3,19,1925,1,2858,2,3,14,"NEW ROAD",2010,60
3,19,1925,2,3394,1,1,5,"HUMAN EPIDEMIC DISEA",2010,15
3,19,1925,2,3394,1,2,6,"SHARP CHANGE IN PRIC",2007,30
3,19,1925,2,3394,2,1,16,"IMPROVED TRANSPORTA",2008,90
3,19,1928,2,526,1,1,3,"CROP DISEASE",2009,50
3,19,1928,2,526,1,2,6,"SHARPCHANGEINPRICES",2009,60
3,19,1928,2,526,2,1,14,"NEW ROAD",2008,60
3,19,1928,2,526,2,2,16,"IMPROVED TRANS.SERV.",2009,60
3,19,1932,2,562,1,1,4,"LIVESTOCK DISEASE",2009,40
3,19,1932,2,562,1,2,5,"HUMAN EPID.DISEASE",2010,45
3,19,1932,2,562,1,3,7,"MASSIVE JOB LAY OFF",2010,80
3,19,1932,2,562,1,4,8,"LOSS OF SOCIAL SERV.",2010,80
3,19,1932,2,562,2,1,13,"NEW HEALTH FACILITIE",2010,80
3,19,1932,2,562,2,2,14,"NEW ROAD",2007,80
3,19,1932,2,562,2,3,16,"IMPROVED TRANS.SERV.",2009,80
3,19,1932,2,562,2,4,17,"AGRIC MASS PRODUCTIO",2009,80
3,19,1934,2,386,1,1,2,"FLOOD",2010,60
3,19,1934,2,386,1,2,3,"CROP DISEASE",2010,65
3,19,1934,2,386,1,3,4,"LIVESTOCK DISEASE",2009,60
3,19,1934,2,386,1,4,6,"SHARPCHANGEINPRICES",2009,70
3,19,1934,2,386,2,1,11,"DEVELOPMENT PROJECT",2010,60
3,19,1934,2,386,2,2,14,"NEW ROAD",2008,70
3,19,1934,2,386,2,3,16,"IMPROVE TRANS. SERVS",2009,80
3,19,1934,2,386,2,4,19,"IMPROVE COMM.SYSTEM",2008,90
3,19,1936,2,1994,1,1,3,"CROP DISEASE/PETS",2008,50
3,19,1936,2,1994,1,2,4,"LIVESTOCK",2008,70
3,19,1936,2,1994,1,3,5,"HUMAN EPIDEMIC DISEA",2006,80
3,19,1936,2,1994,1,4,6,"SHARP CHANGE IN PRIC",2007,99
3,19,1937,2,432,1,1,3,"CROP DISEASE PEST",2008,40
3,19,1937,2,432,1,2,5,"HUMAN  EPID DISEASE",2008,30
3,19,1937,2,432,1,3,6,"SHARP CHANCE IN PRIC",2009,50
3,19,1937,2,432,1,4,7,"MASSIVE JOB LAY OFFS",2007,20
3,19,1937,2,432,2,1,16,"IMPROVED TRANSPORT",2009,99
3,19,1941,2,518,1,1,3,"CROP DISEASE",2008,40
3,19,1941,2,518,1,2,4,"LIVESTCK DISEASE",2007,30
3,19,1941,2,518,1,3,5,"HUMAN  EPIDEMIIC",2010,50
3,19,1941,2,518,1,4,6,"SHARP CHANGE PRICES",2008,80
3,19,1941,2,518,2,1,16,"IMPROVED TRANSPORTS",2010,99
3,19,1943,2,668,1,1,2,"FLOOD",2008,75
3,19,1943,2,668,1,2,3,"CROP DISEASE",2007,85
3,19,1943,2,668,1,3,5,"HUMAN EPIDEMIC",2006,80
3,19,1943,2,668,1,4,6,"SHARP  CHANGE IN PRI",2007,99
3,19,1943,2,668,2,1,16,"IMPROVED TRANSPATATI",2006,99
3,19,1943,2,668,2,2,16,"IMPROVED TRANS",2006,99
3,19,1943,2,668,2,3,16,"IMPROVED TRANS SER",2006,99
3,19,1943,2,668,2,4,16,"IMPROVED TRANS SERVI",2006,99
3,20,2001,2,1354,1,1,1,"DROUGHT",2007,50
3,20,2001,2,1354,1,2,3,"CROP DISEASE/PESTS",2006,55
3,20,2001,2,1354,1,3,4,"LIVESTOCK DISEASE",2008,63
3,20,2001,2,1354,1,4,6,"SHARP CHANGE IN PRIC",2009,75
3,20,2001,2,1354,2,1,11,"DEVELOPMENT PROJECT",2006,48
3,20,2001,2,1354,2,2,13,"NEW HEALTH FACILITY",2007,50
3,20,2001,2,1354,2,3,14,"NEW ROAD",2010,76
3,20,2001,2,1354,2,4,16,"IMPROVED TRANSPORT",2010,76
3,20,2003,2,784,1,1,1,,2009,75
3,20,2003,2,784,1,2,2,,2010,30
3,20,2003,2,784,1,3,4,,2009,65
3,20,2003,2,784,1,4,5,,2009,35
3,20,2003,2,784,2,1,14,,2009,80
3,20,2003,2,784,2,2,15,,2008,35
3,20,2003,2,784,2,3,16,,2010,80
3,20,2003,2,784,2,4,17,,2009,40
3,20,2005,2,970,1,1,1,,2009,55
3,20,2005,2,970,1,2,2,,2010,35
3,20,2005,2,970,1,3,3,,2008,50
3,20,2005,2,970,1,4,4,,2008,60
3,20,2005,2,970,2,1,13,,2008,30
3,20,2005,2,970,2,2,14,,2009,70
3,20,2005,2,970,2,3,15,,2008,35
3,20,2005,2,970,2,4,16,,2010,70
3,20,2008,2,1474,1,1,1,"DROUGHT",2008,58
3,20,2008,2,1474,1,2,3,"CROP DISEASE/PESTS",2006,60
3,20,2008,2,1474,1,3,4,"LIVESTOCK DISEASE",2007,55
3,20,2008,2,1474,1,4,6,"SHARP CHANGE IN PRI",2009,70
3,20,2008,2,1474,2,1,11,"DEVELOPMENT PROJECT",2007,49
3,20,2008,2,1474,2,2,13,"NEW HEALTH FACILITY",2009,56
3,20,2008,2,1474,2,3,15,"NEW SCHOOL",2008,50
3,20,2008,2,1474,2,4,16,"IMPROVED TRANS SERV",2010,60
3,20,2009,2,240,1,1,1,,2006,80
3,20,2009,2,240,1,2,3,,2007,58
3,20,2009,2,240,1,3,4,,2008,50
3,20,2009,2,240,1,4,8,,2010,80
3,20,2009,2,240,2,1,11,,2010,66
3,20,2009,2,240,2,2,12,,2007,54
3,20,2009,2,240,2,3,14,,2006,65
3,20,2009,2,240,2,4,16,,2008,70
3,20,2012,1,844,1,1,6,"SHARP CHANGE IN PRIC",2007,80
3,20,2012,1,844,1,2,7,"MASSIVE JOB LAY OFF",2006,70
3,20,2012,1,844,1,3,8,"SERVICES",2008,60
3,20,2012,1,844,1,4,9,"POWER OUTAGE(S)",2009,69
3,20,2012,1,844,2,1,11,"DEVELOPMENT PROJECT",2008,64
3,20,2012,1,844,2,2,12,"NEW EMPLOY OPPORTU",2009,54
3,20,2012,1,844,2,3,13,"NEW HEALTH FACILITY",2010,70
3,20,2012,1,844,2,4,16,"IMPROVED TRANS SER",2007,80
3,20,2013,2,1232,1,1,2,"FLOOD",2010,54
3,20,2013,2,1232,1,2,3,"CROP DISEASE/PESTS",2007,60
3,20,2013,2,1232,1,3,4,"LIVESTOCK DISEASE",2007,60
3,20,2013,2,1232,1,4,6,"SHARP CHANGE IN PR",2008,68
3,20,2013,2,1232,2,1,11,"DEVELOPMENT PROJECT",2010,60
3,20,2013,2,1232,2,2,13,"NEW HEALTH FACILITY",2007,68
3,20,2013,2,1232,2,3,14,"NEW ROAD",2009,64
3,20,2013,2,1232,2,4,16,"IMPROVED TRANS SER",2008,70
3,20,2015,2,1746,1,1,2,,2009,45
3,20,2015,2,1746,1,2,3,,2008,30
3,20,2015,2,1746,1,3,4,,2009,35
3,20,2015,2,1746,1,4,5,,2009,25
3,20,2015,2,1746,2,1,19,,2010,70
3,20,2018,2,1134,1,1,1,,2009,45
3,20,2018,2,1134,1,2,3,,2008,30
3,20,2018,2,1134,1,3,4,,2009,35
3,20,2018,2,1134,1,4,5,,2009,30
3,20,2018,2,1134,2,1,19,,2010,75
3,20,2019,2,344,1,1,1,"DROUGHT",2007,56
3,20,2019,2,344,1,2,3,"CROP DISEASE/PESTS",2006,55
3,20,2019,2,344,1,3,4,"LIVESTOCK DISEASE",2009,60
3,20,2019,2,344,1,4,6,"SHARP CHANGE IN PRIC",2008,70
3,20,2019,2,344,1,5,8,"LOSS OF KEY SOCIAL",2010,59
3,20,2019,2,344,2,1,11,"DEVELOPMENT PROJECT",2007,60
3,20,2019,2,344,2,2,13,"NEW HEALTH FACILITY",2009,50
3,20,2019,2,344,2,3,16,"IMPROVED TRANS SERV",2008,56
3,20,2021,1,3300,1,1,1,,2009,35
3,20,2021,1,3300,1,2,2,,2008,25
3,20,2021,1,3300,1,3,5,,2009,40
3,20,2021,1,3300,1,4,6,,2009,80
3,20,2021,1,3300,2,1,13,,2009,60
3,20,2021,1,3300,2,2,14,,2009,40
3,20,2021,1,3300,2,3,16,,2008,40
3,20,2021,1,3300,2,4,19,,2010,55
3,20,2022,2,1130,1,1,1,,2009,55
3,20,2022,2,1130,1,2,2,,2010,20
3,20,2022,2,1130,1,3,4,,2007,20
3,20,2022,2,1130,1,4,5,,2009,35
3,20,2022,2,1130,2,1,14,,2009,65
3,20,2022,2,1130,2,2,16,,2009,70
3,20,2022,2,1130,2,3,19,,2010,70
3,20,2025,2,760,1,1,3,"crop DISEASE/PESTS",2008,50
3,20,2025,2,760,1,2,6,"SHARP CHANGE IN PRIC",2009,70
3,20,2025,2,760,1,3,7,"MASSIVE JOB LAy off",2007,55
3,20,2025,2,760,1,4,9,"POWER OUTAGE(S)",2010,65
3,20,2025,2,760,2,1,13,"NEW HEALTH FACILITY",2008,65
3,20,2025,2,760,2,2,14,"NEW ROAD",2007,60
3,20,2025,2,760,2,3,14,"NEW SCHOOL",2009,56
3,20,2025,2,760,2,4,16,"IMPROVED TRANS SERV",2006,54
3,20,2025,2,1304,1,1,3,"CROP DISEASE/PESTS",2008,40
3,20,2025,2,1304,1,2,6,"SHARP CHANGE IN  PRI",2010,80
3,20,2025,2,1304,1,3,7,"MASSIVE JOB LAY OFF",2007,40
3,20,2025,2,1304,1,4,9,"POWER OUTAGE(S)",2009,60
3,20,2025,2,1304,2,1,11,"DEVELOPMENT PROJECT",2007,48
3,20,2025,2,1304,2,2,13,"NEW HEALTH FACILITY",2006,60
3,20,2025,2,1304,2,3,14,"NEW ROAD",2009,75
3,20,2025,2,1304,2,4,16,"IMPROVED TRANSPORT",2008,85
3,20,2028,2,498,1,1,3,"CROP DISEASE/PESTS",2010,60
3,20,2028,2,498,1,2,4,"LIVESTOCK DISEASE",2010,40
3,20,2028,2,498,1,3,6,"SHARP CHANGE IN PRIC",2010,50
3,20,2028,2,498,1,4,8,"SERVICES",2009,45
3,20,2028,2,498,2,1,11,"DEVELOPMENT PROJECT",2009,56
3,20,2028,2,498,2,2,13,"NEW HEALTH FACILITY",2009,54
3,20,2028,2,498,2,3,15,"NEW SCHOOL",2009,55
3,20,2028,2,498,2,4,16,"IMPROVED TRANSPORT",2008,49
3,20,2030,2,1050,1,1,1,,2009,60
3,20,2030,2,1050,1,2,2,,2010,30
3,20,2030,2,1050,1,3,4,,2008,45
3,20,2030,2,1050,1,4,5,,2009,50
3,20,2030,2,1050,2,1,13,,2009,0
3,20,2030,2,1050,2,2,14,,2007,25
3,20,2032,1,1390,1,1,1,,2009,55
3,20,2032,1,1390,1,2,3,,2008,40
3,20,2032,1,1390,1,3,4,,2009,45
3,20,2032,1,1390,1,4,6,,2009,65
3,20,2032,1,1390,2,1,13,,2008,35
3,20,2032,1,1390,2,2,14,,2006,65
3,20,2032,1,1390,2,3,15,,2006,65
3,20,2032,1,1390,2,4,16,,2009,40
3,20,2032,2,1772,1,1,2,,2009,45
3,20,2032,2,1772,1,2,3,,2009,50
3,20,2032,2,1772,1,3,4,,2009,50
3,20,2032,2,1772,1,4,5,,2010,55
3,20,2032,2,1772,2,1,13,,2008,35
3,20,2032,2,1772,2,2,15,,2006,40
3,20,2032,2,1772,2,3,19,,2010,75
3,21,2102,2,1124,1,1,1,"DROUGHT",2006,100
3,21,2102,2,1124,1,2,2,"FLOOD",2008,50
3,21,2102,2,1124,1,3,3,"CROP DISEASE/PEST",2008,40
3,21,2102,2,1124,1,4,6,"SHARP CHANGE IN PRCE",2007,100
3,21,2102,2,1124,2,1,11,"DEVELOPMENT PROJECT",2008,100
3,21,2102,2,1124,2,2,14,"NEW ROAD",2008,60
3,21,2102,2,1124,2,3,15,"NEW SCHOOL",2008,45
3,21,2102,2,1124,2,4,16,"IMPRVD.TRANSPT SER.",2007,62
3,21,2106,2,236,1,1,1,"DROUGT",2007,20
3,21,2106,2,236,1,2,2,"FLOOD",2010,50
3,21,2106,2,236,1,3,5,"HUMAN EPID. DISEASE",2011,30
3,21,2106,2,236,1,4,6,"SHARP CHANGE IN PRCE",2008,100
3,21,2106,2,236,2,1,13,"NEW HEALTH FACILITY",2007,100
3,21,2106,2,236,2,2,14,"NEW ROAD",2009,100
3,21,2106,2,236,2,3,15,"NEW SCHOOL",2009,70
3,21,2106,2,236,2,4,17,"ON GRID ELECTRICITY",2007,100
3,21,2106,2,2822,1,1,2,"FLOOD",2010,30
3,21,2106,2,2822,1,2,5,"HUMAN EPID. DISEASE",2011,20
3,21,2106,2,2822,1,3,6,"SHARP CHANGE IN PRCE",2010,100
3,21,2106,2,2822,1,4,7,"MASSIVE JOB LAY OFF",2006,20
3,21,2106,2,2822,2,1,13,"NEW HEALTH FACILITY",2007,100
3,21,2106,2,2822,2,2,14,"NEW ROAD",2010,60
3,21,2106,2,2822,2,3,16,"IMPRVD TRANSPORTATN",2010,80
3,21,2106,2,2822,2,4,17,"ON GRID ELECTRICITY",2008,80
3,21,2108,1,520,1,1,2,"FLOOD",2010,35
3,21,2108,1,520,1,2,5,"HUMAM  EPIDEMIC DISE",2009,40
3,21,2108,1,520,1,3,6,"SHARP CHANGE IN PRCE",2008,100
3,21,2108,1,520,1,4,7,"MASSIVE JOB LAY-OFF",2006,20
3,21,2108,1,520,2,1,13,"NEW HEALTH FACILITY",2008,80
3,21,2108,1,520,2,2,14,"NEW  ROAD",2010,75
3,21,2108,1,520,2,3,15,"NEW SCHOOL",2009,55
3,21,2108,1,520,2,4,17,"ON-GRID ELECTRICITY",2008,80
3,21,2109,2,38,1,1,1,"DROUGHT",2007,70
3,21,2109,2,38,1,2,1,"FLOOD",2010,40
3,21,2109,2,38,1,3,4,"LIVE STOCK DISEASE",2009,35
3,21,2109,2,38,1,4,6,"SHARP CHANGE IN  PRC",2007,100
3,21,2109,2,38,2,1,11,"DEVELOPMT PROJECT",2009,85
3,21,2109,2,38,2,2,12,"NEW  EMPLMT  OPPORTY",2006,75
3,21,2109,2,38,2,3,15,"NEW  SCHOOL",2006,85
3,21,2109,2,38,2,4,16,"IMPRVD TRANSPTN SERV",2008,100
3,21,2111,2,180,1,1,3,"CROP DISEASE PEST",2010,85
3,21,2111,2,180,1,2,4,"LIVESTOCK DISEASE",2010,60
3,21,2111,2,180,1,3,5,"HUMAN EPDEMIC DISEAS",2006,50
3,21,2111,2,180,1,4,6,"SHSRP CHANGE IN PRCE",2010,100
3,21,2111,2,180,2,1,13,"NEW HEALTH FACILITY",2010,80
3,21,2111,2,180,2,2,14,"NEW  ROAD",2006,75
3,21,2111,2,180,2,3,15,"NEW  SCHOOL",2010,90
3,21,2111,2,180,2,4,17,"ON-GRID ELECTRICITY",2007,80
3,21,2115,2,926,1,1,1,"DDROUGHT",2008,50
3,21,2115,2,926,1,2,3,"CROP  DISEASE/PEST",2010,70
3,21,2115,2,926,1,3,5,"FLOOD",2007,15
3,21,2115,2,926,1,4,6,"SHRP CHANG IN PRICE",2011,100
3,21,2115,2,926,2,1,12,"NEW EMPLOYMENT OPPOT",2009,30
3,21,2115,2,926,2,2,13,"NEW HEALTH FACILITY",2008,70
3,21,2115,2,926,2,3,14,"NEW  ROAD",2010,65
3,21,2115,2,926,2,4,16,"IMPROVED TRANSP. SER",2009,40
3,21,2117,2,554,1,1,1,"DROUGHT",2008,40
3,21,2117,2,554,1,2,2,"FLOOD",2010,50
3,21,2117,2,554,1,3,6,"SHARP CHANG IN PRICE",2009,100
3,21,2117,2,554,1,4,9,"POWER OUTAGE",2010,100
3,21,2117,2,554,2,1,11,"DEVELOPMENT PRUJECT",2010,85
3,21,2117,2,554,2,2,12,"NEW EMPLYMNT OPPORT.",2010,35
3,21,2117,2,554,2,3,15,"NEW SCHOOL",2010,65
3,21,2117,2,554,2,4,16,"IMPRVD TRANSPOTATION",2009,70
3,21,2119,2,2146,1,1,1,"DROUGHT",2010,60
3,21,2119,2,2146,1,2,2,"FLOOD",2010,25
3,21,2119,2,2146,1,3,3,"CROP DISEASE/PEST",2010,90
3,21,2119,2,2146,1,4,6,"SHARP CHANGE IN PRCS",2007,100
3,21,2119,2,2146,2,1,16,"IMPRVD TRANSPT SERVS",2009,50
3,21,2119,2,2146,2,2,18,"OFF GRID ELECTRICITY",2010,60
3,21,2119,2,3956,1,1,1,"DROUGHT",2010,
3,21,2119,2,3956,1,2,3,"CROP  DISEASE/PEST",2010,
3,21,2119,2,3956,1,3,4,"LIVE  STOCK DISEASE",2008,
3,21,2119,2,3956,1,4,6,"SHAP CHANGE IN PRICE",2007,
3,21,2119,2,3956,2,1,13,"NEW HEALTH FACILITY",,
3,21,2119,2,3956,2,2,15,"NEW SCHOOL",,
3,21,2119,2,3956,2,3,16,"IMPRVD TRANSPTN SERV",,
1,22,2201,2,422,1,1,2,"FLOOD",2010,15
1,22,2203,2,266,1,1,2,"FLOOD",2010,46
1,22,2203,2,266,2,1,14,"CONTRUCTION OF ROAD",2010,98
1,22,2203,2,530,1,1,10,"EROSION",2008,68
1,22,2205,2,664,1,1,6,"CHANGES IN MAIZE",2009,88
1,22,2205,2,664,1,2,6,"CHANGES IN PRICE",2011,95
1,22,2205,2,664,2,1,15,"BULIDING OF SCHOOL",2008,80
1,22,2205,2,2432,1,1,3,"CROP FAILURE",2010,80
1,22,2205,2,2432,1,2,10,"KIDNAPING CHILDREN",2006,5
1,22,2205,2,2432,2,1,11,"PROVIDE HEALTH CENTR",2010,90
1,22,2209,1,792,1,1,2,"EROSION (FLOOD)",,70
1,22,2209,1,792,1,2,10,"RAIN STORM",,30
1,22,2209,1,792,2,1,11,"DEVELOPMENT PROJECT",2008,70
1,22,2209,1,792,2,2,11,"ROAD CONTRUCTION",2010,99
1,22,2209,1,792,2,3,11,"WATER PROJECT",2010,99
1,22,2209,1,792,2,4,16,"COMMUNICATION",2008,80
1,22,2211,2,594,1,1,1,"DROUGHT",2009,100
1,22,2211,2,594,1,2,6,"FALL IN PRI OF RICE",2011,100
1,22,2211,2,594,2,1,14,"NWE ROAD",2010,100
1,22,2211,2,594,2,2,15,"NEW SCHOOL",2010,100
1,22,2211,2,594,2,3,18,"ELECTRICITY",2010,100
1,22,2211,2,594,2,4,19,"WATER",2010,100
1,22,2211,1,806,1,1,2,"FLOOD",2010,75
1,22,2211,1,806,1,2,5,"EPIDEMIC",2010,25
1,22,2214,2,1354,1,1,4,"LIVESTOCK DISEASE",2010,20
1,22,2216,1,428,2,1,15,"BUILDING OF SCHOOL",2010,20
1,22,2216,1,428,2,2,19,"BOREHOLES",2010,1
1,22,2218,2,596,1,1,10,"ROAD FILLED WIT SAND",2010,98
1,22,2220,1,1296,1,1,2,"EROSION(FLOOD)",2009,70
1,22,2220,1,1296,1,2,10,"CROP FAILURES",2008,10
1,22,2220,1,1296,2,1,11,"NEW PRIVATE SCHOOLS",2007,30
1,22,2220,1,1296,2,2,14,"NEW ROAD",2009,80
1,22,2220,1,1296,2,3,16,"INTRODUCTION OF GSM",2007,80
1,23,2302,2,1982,1,1,2,"FLOOD",2010,65
1,23,2302,2,1982,1,2,3,"CROP DISEASE/PESTS",2010,45
1,23,2302,2,1982,1,3,6,"SHARP CHANGR IN PRIC",2011,30
1,23,2302,2,1982,2,1,11,"DEVELOPMENT PROJECT",2010,100
1,23,2302,2,1982,2,2,13,"HEALTH FACILITY DRUG",2010,90
1,23,2302,2,1982,2,3,15,"NEW SCHOOL",2006,95
1,23,2302,2,1982,2,4,17,"(NEPA)",,
1,23,2303,2,2348,1,1,6,"SHARP CHANGE IN PRIC",2011,80
1,23,2303,2,2348,1,2,8,"LOSS OF KEY SOCIAL S",2011,100
1,23,2303,2,2348,2,1,15,"NEW SCHOOL",2011,75
1,23,2304,2,322,1,1,6,"SHARP CHANGE IN PRIC",2011,75
1,23,2304,2,322,1,2,10,"CROP DESTRUC.BY FULA",2010,65
1,23,2304,2,322,2,1,19,"ROAD MAINTENANCE",2009,90
1,23,2304,2,322,2,2,19,"MORE CLASS ROOM",2011,80
1,23,2306,1,970,1,1,6,"SHARP CHANGE IN PRIC",2011,85
1,23,2306,1,970,1,2,9,"POWER OUTRAGE",2011,90
1,23,2306,1,970,2,1,19,"RELOCATION OF SCHOOL",2010,75
1,23,2307,1,78,1,1,6,"SHARP CHANGE IN PRIC",2010,80
1,23,2307,1,78,1,2,9,"POWER OUTAGE",2010,90
1,23,2307,1,78,2,1,11,"DEVELOPMENT PROJECT",2011,60
1,23,2307,1,78,2,2,19,"OTHER PIPE BORNE WAT",2011,60
1,23,2307,1,2316,1,1,6,"SHARP CHANGE IN PRIC",2010,90
1,23,2307,1,2316,1,2,8,"LOSS OF KEY SOCIAL",2011,90
1,23,2307,1,2316,1,3,9,"POWER OUTAGE",2011,95
1,23,2307,1,2316,2,1,13,"NEW HEALTH FACILITY",2009,70
1,23,2307,1,2316,2,2,14,"NEW ROAD",2009,95
1,23,2307,1,2316,2,3,15,"NEW SCHOOL",2008,90
1,23,2308,1,556,1,1,6,"SHARP CHANGE IN PRIC",2011,80
1,23,2308,1,556,1,2,9,"POWER OUTRAGE",2010,90
1,23,2308,1,556,2,1,11,"DEVELOPMENT PROJECT",2010,70
1,23,2308,1,556,2,2,16,"IMPROVED STRANSPORTA",2009,60
1,23,2308,1,5180,1,1,6,"SHARP CHANGES IN PRI",2010,50
1,23,2308,1,5180,1,2,9,"POWER OUTRAGE",2011,80
1,23,2308,1,5180,2,1,13,"NEW HEALTH FACILITY",2010,60
1,23,2308,1,5180,2,2,15,"NEW SCHOOL",2011,60
1,23,2309,2,998,1,1,6,"SHAR[ CHANGE IN PRIC",2011,90
1,23,2309,2,998,1,2,10,"NO SOCIAL AMINITIES",2011,100
1,23,2309,2,998,2,1,19,"COMMUNICATION AVAILA",2010,90
1,23,2311,2,516,1,1,6,"SHARP CHANGE IN PRIC",2011,70
1,23,2311,2,516,1,2,10,"BAD ROAD",2011,100
1,23,2311,2,516,2,1,12,"NEW EMPLOYMENT OPPOR",2010,80
1,23,2311,2,516,2,2,17,"ON END ELECTRICITY",2007,90
1,23,2311,2,516,2,3,19,"COMMUNICATION",2008,95
1,23,2315,2,924,1,1,6,"SHARP CHANGE IN PRIC",2011,85
1,23,2315,2,924,1,2,9,"POWER OUTAGE",2011,95
1,23,2315,2,924,2,1,14,"NEW ROAD",2009,90
1,23,2315,2,924,2,2,16,"IMPROVED TRANSPORTAT",2010,80
1,23,2315,2,924,2,3,19,"MAGISTRATE COURT",2010,70
1,23,2315,2,924,2,4,19,"FENCING HEALTH CENTR",2010,80
1,23,2316,1,140,1,1,2,"FLOOD",2010,65
1,23,2316,1,140,1,2,3,"CROP DISEASE/PESTS",2010,60
1,23,2316,1,140,1,3,6,"SHARP CHANGE IN PRIC",2011,45
1,23,2316,1,140,2,1,13,"HEALTH FACILITY",2011,90
1,23,2316,1,140,2,2,19,"ROAD REHABILITATION",2009,95
1,23,2316,1,140,2,3,19,"NEW CLASS ROOM",2010,85
6,24,2401,1,766,1,1,2,"FLOOD",2009,25
6,24,2401,1,766,1,2,6,"SHARP CHANGE IN PRIC",2000,85
6,24,2401,1,766,2,1,16,"IMPROVED TRANSPORT",2009,85
6,24,2403,1,674,1,1,9,"POWER OUTAGE",2007,5
6,24,2403,1,674,2,1,11,"ELECTRICTY POLES",2011,50
6,24,2403,1,1588,1,1,6,"SHARP CHANGES IN PRI",2000,90
6,24,2403,1,1588,2,1,13,"NEW HEALTH FACILITY",2008,60
6,24,2403,1,1588,2,2,14,"NEW ROAD",2008,70
6,24,2403,1,1588,2,3,15,"NEW SCHOOL",2008,60
6,24,2403,1,1588,2,4,16,"IMPROV. TRANSPORTAT",2009,70
6,24,2403,1,3592,1,1,7,"MASSIVE JOB LAY-OFFS",2007,15
6,24,2403,1,3592,2,1,16,"IMPROVED TRANSPORT",2009,100
6,24,2403,1,7586,1,1,6,"CHANGES IN PRICES",2006,90
6,24,2403,1,7586,1,2,7,"MASSIVE JOB LAYOFF",2000,90
6,24,2403,1,7586,1,3,9,"POWER OUTAGE",2005,90
6,24,2403,1,7586,2,1,14,"NEW ROAD",2008,95
6,24,2403,1,7586,2,2,16,"IMPROV TRANSPORTATIO",2009,85
6,24,2405,1,134,1,1,2,"FLOOD",2009,60
6,24,2405,1,134,1,2,8,"LOSS OF KEY SOCIAL S",2008,60
6,24,2405,1,134,1,3,9,"POWER OUTAGE",2006,1
6,24,2407,2,396,1,1,2,"FLOOD AFFECTED FARM",2010,40
6,24,2408,1,2074,1,1,2,"flood",2010,100
6,24,2408,1,2074,1,2,7,"loss of job",2009,20
6,24,2411,1,788,1,1,6,"sharp change in pric",2000,100
6,24,2411,1,788,1,2,9,"power outage",2008,85
6,24,2411,1,788,2,1,12,"development project",2011,60
6,24,2411,1,788,2,2,16,"improved transport",2008,70
