"zone","state","lga","sector","ea","hhid","indiv","s4bq1","s4bq2","s4bq3","s4bq4","s4bq4b","s4bq5","s4bq6","s4bq7","s4bq8","s4bq9","s4bq10","s4bq11","s4bq12","s4bq13","s4bq14","s4bq15","s4bq16","s4bq17","s4bq18","s4bq19","s4bq20","s4bq21","s4bq22","s4bq23","s4bq23b","s4bq24","s4bq25","s4bq25b","s4bq26a","s4bq26b","s4bq26c","s4bq26d","s4bq26e","s4bq27","s4bq28"
2,2,201,2,60,20025,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20025,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20025,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20025,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20025,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20025,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20025,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20025,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20025,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20025,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20025,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20025,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20026,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20026,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20026,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20026,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20026,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20027,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20027,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20028,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20028,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20028,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20028,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20028,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20028,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20028,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20028,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20028,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20028,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20029,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20029,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20029,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20029,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20030,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20030,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20030,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20030,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20030,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20030,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20030,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20031,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20031,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20031,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20031,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20031,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20032,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20032,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20032,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20032,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20032,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20032,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20032,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20033,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20033,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20033,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20033,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20033,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20033,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20034,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20034,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20034,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20034,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20034,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20034,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20034,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20034,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20034,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20034,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20034,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20034,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20034,13,1,8,2,3,,4,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,0,5,,2,7,8,,,6,2
2,2,216,2,200,20035,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20035,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20035,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20035,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20035,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20036,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20036,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20036,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20036,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20036,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20036,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20037,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20037,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20037,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20037,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20037,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20037,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20037,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20037,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20037,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20038,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20038,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20038,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20038,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20038,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20039,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20040,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20040,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20040,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20040,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20040,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20040,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20040,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20040,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20040,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20041,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20041,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20041,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20042,7,1,2,1,1,,2,99,1,1,1,1,2,2,2,2,2,2,2,2,2,1,,1,,,,5,,8,,1,,,,1
2,2,203,2,1224,20043,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20043,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20043,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20043,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20043,5,1,2,1,2,,3,99,2,2,1,1,1,1,1,1,1,2,2,2,2,1,,1,,,,5,,2,,,,,,1
2,2,203,2,1224,20044,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20044,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20044,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20044,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20044,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20044,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20044,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20044,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20044,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20044,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20045,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20045,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20045,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20045,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20045,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20046,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20046,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20046,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20046,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20047,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20047,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20047,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20047,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20047,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20047,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20047,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20047,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20047,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20047,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20047,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20047,12,1,8,1,1,,2,99,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,,,,5,,8,,,,,,2
2,2,203,2,1224,20049,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20049,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20049,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20049,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20049,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20049,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20049,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20049,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20049,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20049,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20049,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20049,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20049,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20049,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20049,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20049,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20051,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20051,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20051,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20051,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20051,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20051,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20051,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20051,8,1,2,2,3,,5,,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,1,,,0,,,7,8,,,,6,2
2,2,212,2,956,20051,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20051,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20051,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20051,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20051,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20051,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20052,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20052,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20052,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20052,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20052,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20052,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20052,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20052,8,1,2,2,3,,5,,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,1,,,0,5,,8,,,,,0,1
2,2,212,2,956,20053,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20053,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20053,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20053,4,1,2,1,3,,4,,2,2,1,1,1,1,1,1,1,1,2,2,1,1,,1,,,0,5,,2,7,,,,8,2
2,2,212,2,956,20054,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20054,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20054,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20054,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20054,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20055,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20055,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20055,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20055,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20055,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20055,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20055,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20055,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20056,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20056,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20056,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20056,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20056,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20056,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20056,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20056,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20056,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20056,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20056,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20056,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20057,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20057,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20058,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20058,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20058,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20059,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20059,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20059,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20059,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20059,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20059,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20059,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20059,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20059,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20059,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20059,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20059,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20060,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20060,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20060,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20060,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20060,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20060,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,212,2,956,20060,7,1,6,2,1,,1,2.79999995231628,1,2,2,2,2,2,2,2,2,2,2,2,2,1,,1,,,0,5,,1,,,,,0,2
2,2,210,2,1300,20061,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,210,2,1300,20061,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,210,2,1300,20061,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,210,2,1300,20061,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,210,2,1300,20061,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,210,2,1300,20061,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,210,2,1300,20062,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,210,2,1300,20062,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,210,2,1300,20062,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,210,2,1300,20062,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,210,2,1300,20062,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,210,2,1300,20062,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,210,2,1300,20062,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,210,2,1300,20062,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,210,2,1300,20062,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,210,2,1300,20062,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,210,2,1300,20062,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,210,2,1300,20062,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,210,2,1300,20063,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,210,2,1300,20063,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,210,2,1300,20063,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,210,2,1300,20063,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,210,2,1300,20063,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,210,2,1300,20063,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,210,2,1300,20063,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,210,2,1300,20063,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,210,2,1300,20063,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
