"zone","state","lga","sector","ea","hhid","item_cd","item_desc","s10cq10","s10cq11"
3,18,1822,2,1654,180109,1,"A. Children 0-5 years",1,6
3,18,1822,2,1654,180109,2,"B. Children 6-15 years",0,0
3,18,1822,2,1654,180109,3,"C. Adults 16-65 years",2,6
3,18,1822,2,1654,180109,4,"D. People over 65 years o",0,0
3,18,1817,2,0,180110,1,"A. Children 0-5 years",7,7
3,18,1817,2,0,180110,2,"B. Children 6-15 years",7,7
3,18,1817,2,0,180110,3,"C. Adults 16-65 years",7,7
3,18,1817,2,0,180110,4,"D. People over 65 years o",0,0
3,18,1814,2,678,180111,1,"A. Children 0-5 years",7,7
3,18,1814,2,678,180111,2,"B. Children 6-15 years",7,7
3,18,1814,2,678,180111,3,"C. Adults 16-65 years",7,7
3,18,1814,2,678,180111,4,"D. People over 65 years o",7,7
3,18,1814,2,678,180112,1,"A. Children 0-5 years",7,7
3,18,1814,2,678,180112,2,"B. Children 6-15 years",3,3
3,18,1814,2,678,180112,3,"C. Adults 16-65 years",3,3
3,18,1814,2,678,180112,4,"D. People over 65 years o",7,14
3,18,1814,2,678,180117,1,"A. Children 0-5 years",3,3
3,18,1814,2,678,180117,2,"B. Children 6-15 years",4,3
3,18,1814,2,678,180117,3,"C. Adults 16-65 years",3,3
3,18,1814,2,678,180117,4,"D. People over 65 years o",0,0
3,18,1814,2,0,180118,1,"A. Children 0-5 years",7,7
3,18,1814,2,0,180118,2,"B. Children 6-15 years",7,7
3,18,1814,2,0,180118,3,"C. Adults 16-65 years",7,7
3,18,1814,2,0,180118,4,"D. People over 65 years o",7,7
3,18,1814,2,0,180120,1,"A. Children 0-5 years",4,8
3,18,1814,2,0,180120,2,"B. Children 6-15 years",5,10
3,18,1814,2,0,180120,3,"C. Adults 16-65 years",2,4
3,18,1814,2,0,180120,4,"D. People over 65 years o",2,6
3,19,1925,2,3394,190001,1,"A. Children 0-5 years",0,0
3,19,1925,2,3394,190001,2,"B. Children 6-15 years",2,1
3,19,1925,2,3394,190001,3,"C. Adults 16-65 years",0,0
3,19,1925,2,3394,190001,4,"D. People over 65 years o",0,0
3,19,1925,2,3394,190003,1,"A. Children 0-5 years",0,0
3,19,1925,2,3394,190003,2,"B. Children 6-15 years",2,1
3,19,1925,2,3394,190003,3,"C. Adults 16-65 years",2,2
3,19,1925,2,3394,190003,4,"D. People over 65 years o",0,0
3,19,1925,2,3394,190006,1,"A. Children 0-5 years",0,0
3,19,1925,2,3394,190006,2,"B. Children 6-15 years",0,0
3,19,1925,2,3394,190006,3,"C. Adults 16-65 years",1,3
3,19,1925,2,3394,190006,4,"D. People over 65 years o",0,0
3,19,1925,2,3394,190009,1,"A. Children 0-5 years",0,0
3,19,1925,2,3394,190009,2,"B. Children 6-15 years",0,0
3,19,1925,2,3394,190009,3,"C. Adults 16-65 years",2,2
3,19,1925,2,3394,190009,4,"D. People over 65 years o",0,0
3,19,1921,1,842,190011,1,"A. Children 0-5 years",0,0
3,19,1921,1,842,190011,2,"B. Children 6-15 years",7,7
3,19,1921,1,842,190011,3,"C. Adults 16-65 years",0,0
3,19,1921,1,842,190011,4,"D. People over 65 years o",0,0
3,19,1921,1,842,190012,1,"A. Children 0-5 years",0,0
3,19,1921,1,842,190012,2,"B. Children 6-15 years",1,1
3,19,1921,1,842,190012,3,"C. Adults 16-65 years",0,0
3,19,1921,1,842,190012,4,"D. People over 65 years o",0,0
3,19,1943,2,668,190022,1,"A. Children 0-5 years",1,1
3,19,1943,2,668,190022,2,"B. Children 6-15 years",2,3
3,19,1943,2,668,190022,3,"C. Adults 16-65 years",2,3
3,19,1943,2,668,190022,4,"D. People over 65 years o",0,0
3,19,1916,2,1516,190035,1,"A. Children 0-5 years",0,0
3,19,1916,2,1516,190035,2,"B. Children 6-15 years",1,2
3,19,1916,2,1516,190035,3,"C. Adults 16-65 years",1,2
3,19,1916,2,1516,190035,4,"D. People over 65 years o",0,0
3,19,1916,2,1516,190036,1,"A. Children 0-5 years",0,0
3,19,1916,2,1516,190036,2,"B. Children 6-15 years",1,2
3,19,1916,2,1516,190036,3,"C. Adults 16-65 years",0,0
3,19,1916,2,1516,190036,4,"D. People over 65 years o",0,0
3,19,1916,2,1516,190037,1,"A. Children 0-5 years",0,0
3,19,1916,2,1516,190037,2,"B. Children 6-15 years",0,0
3,19,1916,2,1516,190037,3,"C. Adults 16-65 years",1,3
3,19,1916,2,1516,190037,4,"D. People over 65 years o",0,0
3,19,1901,2,640,190043,1,"A. Children 0-5 years",1,1
3,19,1901,2,640,190043,2,"B. Children 6-15 years",3,2
3,19,1901,2,640,190043,3,"C. Adults 16-65 years",3,2
3,19,1901,2,640,190043,4,"D. People over 65 years o",0,0
3,19,1901,2,640,190047,1,"A. Children 0-5 years",3,3
3,19,1901,2,640,190047,2,"B. Children 6-15 years",3,3
3,19,1901,2,640,190047,3,"C. Adults 16-65 years",3,3
3,19,1901,2,640,190047,4,"D. People over 65 years o",0,0
3,19,1937,2,432,190051,1,"A. Children 0-5 years",0,0
3,19,1937,2,432,190051,2,"B. Children 6-15 years",0,0
3,19,1937,2,432,190051,3,"C. Adults 16-65 years",1,3
3,19,1937,2,432,190051,4,"D. People over 65 years o",0,0
3,19,1937,2,432,190054,1,"A. Children 0-5 years",0,0
3,19,1937,2,432,190054,2,"B. Children 6-15 years",4,4
3,19,1937,2,432,190054,3,"C. Adults 16-65 years",6,6
3,19,1937,2,432,190054,4,"D. People over 65 years o",0,0
3,19,1937,2,432,190058,1,"A. Children 0-5 years",0,0
3,19,1937,2,432,190058,2,"B. Children 6-15 years",7,7
3,19,1937,2,432,190058,3,"C. Adults 16-65 years",7,7
3,19,1937,2,432,190058,4,"D. People over 65 years o",0,0
3,19,1936,2,1994,190066,1,"A. Children 0-5 years",0,0
3,19,1936,2,1994,190066,2,"B. Children 6-15 years",0,0
3,19,1936,2,1994,190066,3,"C. Adults 16-65 years",3,3
3,19,1936,2,1994,190066,4,"D. People over 65 years o",0,0
3,19,1902,2,52,190071,1,"A. Children 0-5 years",0,0
3,19,1902,2,52,190071,2,"B. Children 6-15 years",1,2
3,19,1902,2,52,190071,3,"C. Adults 16-65 years",3,3
3,19,1902,2,52,190071,4,"D. People over 65 years o",0,0
3,19,1902,2,52,190077,1,"A. Children 0-5 years",0,0
3,19,1902,2,52,190077,2,"B. Children 6-15 years",0,0
3,19,1902,2,52,190077,3,"C. Adults 16-65 years",1,3
3,19,1902,2,52,190077,4,"D. People over 65 years o",0,0
3,19,1914,2,934,190082,1,"A. Children 0-5 years",1,2
3,19,1914,2,934,190082,2,"B. Children 6-15 years",1,2
3,19,1914,2,934,190082,3,"C. Adults 16-65 years",2,3
3,19,1914,2,934,190082,4,"D. People over 65 years o",0,0
3,19,1914,2,934,190084,1,"A. Children 0-5 years",0,0
3,19,1914,2,934,190084,2,"B. Children 6-15 years",1,3
3,19,1914,2,934,190084,3,"C. Adults 16-65 years",0,0
3,19,1914,2,934,190084,4,"D. People over 65 years o",0,0
3,19,1914,2,934,190085,1,"A. Children 0-5 years",0,0
3,19,1914,2,934,190085,2,"B. Children 6-15 years",3,3
3,19,1914,2,934,190085,3,"C. Adults 16-65 years",0,0
3,19,1914,2,934,190085,4,"D. People over 65 years o",0,0
3,19,1914,2,934,190088,1,"A. Children 0-5 years",0,0
3,19,1914,2,934,190088,2,"B. Children 6-15 years",2,1
3,19,1914,2,934,190088,3,"C. Adults 16-65 years",2,1
3,19,1914,2,934,190088,4,"D. People over 65 years o",0,0
3,19,1914,2,934,190090,1,"A. Children 0-5 years",0,0
3,19,1914,2,934,190090,2,"B. Children 6-15 years",0,0
3,19,1914,2,934,190090,3,"C. Adults 16-65 years",6,3
3,19,1914,2,934,190090,4,"D. People over 65 years o",0,0
3,19,1941,2,518,190093,1,"A. Children 0-5 years",0,0
3,19,1941,2,518,190093,2,"B. Children 6-15 years",2,2
3,19,1941,2,518,190093,3,"C. Adults 16-65 years",3,3
3,19,1941,2,518,190093,4,"D. People over 65 years o",0,0
3,19,1941,2,518,190094,1,"A. Children 0-5 years",0,0
3,19,1941,2,518,190094,2,"B. Children 6-15 years",7,7
3,19,1941,2,518,190094,3,"C. Adults 16-65 years",7,7
3,19,1941,2,518,190094,4,"D. People over 65 years o",0,0
3,19,1941,2,518,190098,1,"A. Children 0-5 years",0,0
3,19,1941,2,518,190098,2,"B. Children 6-15 years",2,2
3,19,1941,2,518,190098,3,"C. Adults 16-65 years",2,2
3,19,1941,2,518,190098,4,"D. People over 65 years o",0,0
3,19,1941,2,518,190099,1,"A. Children 0-5 years",0,0
3,19,1941,2,518,190099,2,"B. Children 6-15 years",0,0
3,19,1941,2,518,190099,3,"C. Adults 16-65 years",1,3
3,19,1941,2,518,190099,4,"D. People over 65 years o",0,0
3,19,1941,2,518,190100,1,"A. Children 0-5 years",0,0
3,19,1941,2,518,190100,2,"B. Children 6-15 years",2,10
3,19,1941,2,518,190100,3,"C. Adults 16-65 years",2,10
3,19,1941,2,518,190100,4,"D. People over 65 years o",0,0
3,19,1925,1,2858,190101,1,"A. Children 0-5 years",2,2
3,19,1925,1,2858,190101,2,"B. Children 6-15 years",3,2
3,19,1925,1,2858,190101,3,"C. Adults 16-65 years",4,2
3,19,1925,1,2858,190101,4,"D. People over 65 years o",2,2
3,19,1925,1,2858,190102,1,"A. Children 0-5 years",3,2
3,19,1925,1,2858,190102,2,"B. Children 6-15 years",2,3
3,19,1925,1,2858,190102,3,"C. Adults 16-65 years",0,0
3,19,1925,1,2858,190102,4,"D. People over 65 years o",0,0
3,19,1925,1,2858,190103,1,"A. Children 0-5 years",1,2
3,19,1925,1,2858,190103,2,"B. Children 6-15 years",0,0
3,19,1925,1,2858,190103,3,"C. Adults 16-65 years",1,2
3,19,1925,1,2858,190103,4,"D. People over 65 years o",0,0
3,19,1925,1,2858,190104,1,"A. Children 0-5 years",1,3
3,19,1925,1,2858,190104,2,"B. Children 6-15 years",0,0
3,19,1925,1,2858,190104,3,"C. Adults 16-65 years",0,0
3,19,1925,1,2858,190104,4,"D. People over 65 years o",0,0
3,19,1925,1,2858,190105,1,"A. Children 0-5 years",0,0
3,19,1925,1,2858,190105,2,"B. Children 6-15 years",4,2
3,19,1925,1,2858,190105,3,"C. Adults 16-65 years",2,1
3,19,1925,1,2858,190105,4,"D. People over 65 years o",0,0
3,19,1925,1,2858,190106,1,"A. Children 0-5 years",7,2
3,19,1925,1,2858,190106,2,"B. Children 6-15 years",5,1
3,19,1925,1,2858,190106,3,"C. Adults 16-65 years",0,0
3,19,1925,1,2858,190106,4,"D. People over 65 years o",0,0
3,19,1925,1,2858,190107,1,"A. Children 0-5 years",0,0
3,19,1925,1,2858,190107,2,"B. Children 6-15 years",1,2
3,19,1925,1,2858,190107,3,"C. Adults 16-65 years",0,0
3,19,1925,1,2858,190107,4,"D. People over 65 years o",0,0
3,19,1925,1,2858,190108,1,"A. Children 0-5 years",2,1
3,19,1925,1,2858,190108,2,"B. Children 6-15 years",0,0
3,19,1925,1,2858,190108,3,"C. Adults 16-65 years",1,2
3,19,1925,1,2858,190108,4,"D. People over 65 years o",0,0
3,19,1925,1,2858,190109,1,"A. Children 0-5 years",6,2
3,19,1925,1,2858,190109,2,"B. Children 6-15 years",6,2
3,19,1925,1,2858,190109,3,"C. Adults 16-65 years",3,2
3,19,1925,1,2858,190109,4,"D. People over 65 years o",4,2
3,19,1912,1,1510,190111,1,"A. Children 0-5 years",1,1
3,19,1912,1,1510,190111,2,"B. Children 6-15 years",1,1
3,19,1912,1,1510,190111,3,"C. Adults 16-65 years",1,1
3,19,1912,1,1510,190111,4,"D. People over 65 years o",0,0
3,19,1912,1,1510,190112,1,"A. Children 0-5 years",0,0
3,19,1912,1,1510,190112,2,"B. Children 6-15 years",3,2
3,19,1912,1,1510,190112,3,"C. Adults 16-65 years",2,2
3,19,1912,1,1510,190112,4,"D. People over 65 years o",0,0
3,19,1912,1,1510,190113,1,"A. Children 0-5 years",1,1
3,19,1912,1,1510,190113,2,"B. Children 6-15 years",0,0
3,19,1912,1,1510,190113,3,"C. Adults 16-65 years",0,0
3,19,1912,1,1510,190113,4,"D. People over 65 years o",0,0
3,19,1912,1,1510,190114,1,"A. Children 0-5 years",2,2
3,19,1912,1,1510,190114,2,"B. Children 6-15 years",3,2
3,19,1912,1,1510,190114,3,"C. Adults 16-65 years",0,0
3,19,1912,1,1510,190114,4,"D. People over 65 years o",0,0
3,19,1912,1,1510,190115,1,"A. Children 0-5 years",0,0
3,19,1912,1,1510,190115,2,"B. Children 6-15 years",0,0
3,19,1912,1,1510,190115,3,"C. Adults 16-65 years",2,2
3,19,1912,1,1510,190115,4,"D. People over 65 years o",0,0
3,19,1912,1,1510,190116,1,"A. Children 0-5 years",3,2
3,19,1912,1,1510,190116,2,"B. Children 6-15 years",7,1
3,19,1912,1,1510,190116,3,"C. Adults 16-65 years",0,0
3,19,1912,1,1510,190116,4,"D. People over 65 years o",0,0
3,19,1912,1,1510,190117,1,"A. Children 0-5 years",1,1
3,19,1912,1,1510,190117,2,"B. Children 6-15 years",1,1
3,19,1912,1,1510,190117,3,"C. Adults 16-65 years",1,1
3,19,1912,1,1510,190117,4,"D. People over 65 years o",0,0
3,19,1912,1,1510,190119,1,"A. Children 0-5 years",7,2
3,19,1912,1,1510,190119,2,"B. Children 6-15 years",2,3
3,19,1912,1,1510,190119,3,"C. Adults 16-65 years",4,2
3,19,1912,1,1510,190119,4,"D. People over 65 years o",1,1
3,19,1912,1,1510,190120,1,"A. Children 0-5 years",2,1
3,19,1912,1,1510,190120,2,"B. Children 6-15 years",4,3
3,19,1912,1,1510,190120,3,"C. Adults 16-65 years",4,3
3,19,1912,1,1510,190120,4,"D. People over 65 years o",0,0
3,19,1905,2,1290,190121,1,"A. Children 0-5 years",2,1
3,19,1905,2,1290,190121,2,"B. Children 6-15 years",3,2
3,19,1905,2,1290,190121,3,"C. Adults 16-65 years",0,0
3,19,1905,2,1290,190121,4,"D. People over 65 years o",0,0
3,19,1905,2,1290,190122,1,"A. Children 0-5 years",0,0
3,19,1905,2,1290,190122,2,"B. Children 6-15 years",0,0
3,19,1905,2,1290,190122,3,"C. Adults 16-65 years",3,5
3,19,1905,2,1290,190122,4,"D. People over 65 years o",0,0
3,19,1905,2,1290,190123,1,"A. Children 0-5 years",3,2
3,19,1905,2,1290,190123,2,"B. Children 6-15 years",2,1
3,19,1905,2,1290,190123,3,"C. Adults 16-65 years",2,1
3,19,1905,2,1290,190123,4,"D. People over 65 years o",2,1
3,19,1905,2,1290,190124,1,"A. Children 0-5 years",2,3
3,19,1905,2,1290,190124,2,"B. Children 6-15 years",1,2
3,19,1905,2,1290,190124,3,"C. Adults 16-65 years",2,2
3,19,1905,2,1290,190124,4,"D. People over 65 years o",0,0
3,19,1905,2,1290,190125,1,"A. Children 0-5 years",0,0
3,19,1905,2,1290,190125,2,"B. Children 6-15 years",0,0
3,19,1905,2,1290,190125,3,"C. Adults 16-65 years",1,1
3,19,1905,2,1290,190125,4,"D. People over 65 years o",1,1
3,19,1905,2,1290,190126,1,"A. Children 0-5 years",0,0
3,19,1905,2,1290,190126,2,"B. Children 6-15 years",2,2
3,19,1905,2,1290,190126,3,"C. Adults 16-65 years",0,0
3,19,1905,2,1290,190126,4,"D. People over 65 years o",0,0
3,19,1905,2,1290,190127,1,"A. Children 0-5 years",2,1
3,19,1905,2,1290,190127,2,"B. Children 6-15 years",1,1
3,19,1905,2,1290,190127,3,"C. Adults 16-65 years",0,0
3,19,1905,2,1290,190127,4,"D. People over 65 years o",0,0
3,19,1905,2,1290,190128,1,"A. Children 0-5 years",2,3
3,19,1905,2,1290,190128,2,"B. Children 6-15 years",1,1
3,19,1905,2,1290,190128,3,"C. Adults 16-65 years",0,0
3,19,1905,2,1290,190128,4,"D. People over 65 years o",0,0
3,19,1905,2,1290,190129,1,"A. Children 0-5 years",2,0
3,19,1905,2,1290,190129,2,"B. Children 6-15 years",1,3
3,19,1905,2,1290,190129,3,"C. Adults 16-65 years",2,0
3,19,1905,2,1290,190129,4,"D. People over 65 years o",2,0
3,19,1905,2,1290,190130,1,"A. Children 0-5 years",3,2
3,19,1905,2,1290,190130,2,"B. Children 6-15 years",1,3
3,19,1905,2,1290,190130,3,"C. Adults 16-65 years",2,1
3,19,1905,2,1290,190130,4,"D. People over 65 years o",0,0
3,19,1910,2,808,190131,1,"A. Children 0-5 years",7,2
3,19,1910,2,808,190131,2,"B. Children 6-15 years",7,2
3,19,1910,2,808,190131,3,"C. Adults 16-65 years",7,2
3,19,1910,2,808,190131,4,"D. People over 65 years o",5,2
3,19,1910,2,808,190132,1,"A. Children 0-5 years",2,2
3,19,1910,2,808,190132,2,"B. Children 6-15 years",5,1
3,19,1910,2,808,190132,3,"C. Adults 16-65 years",2,1
3,19,1910,2,808,190132,4,"D. People over 65 years o",0,0
3,19,1910,2,808,190133,1,"A. Children 0-5 years",0,0
3,19,1910,2,808,190133,2,"B. Children 6-15 years",4,2
3,19,1910,2,808,190133,3,"C. Adults 16-65 years",4,2
3,19,1910,2,808,190133,4,"D. People over 65 years o",0,0
3,19,1910,2,808,190134,1,"A. Children 0-5 years",0,0
3,19,1910,2,808,190134,2,"B. Children 6-15 years",2,1
3,19,1910,2,808,190134,3,"C. Adults 16-65 years",0,0
3,19,1910,2,808,190134,4,"D. People over 65 years o",0,0
3,19,1910,2,808,190136,1,"A. Children 0-5 years",0,0
3,19,1910,2,808,190136,2,"B. Children 6-15 years",2,2
3,19,1910,2,808,190136,3,"C. Adults 16-65 years",1,1
3,19,1910,2,808,190136,4,"D. People over 65 years o",0,0
3,19,1910,2,808,190137,1,"A. Children 0-5 years",1,1
3,19,1910,2,808,190137,2,"B. Children 6-15 years",0,0
3,19,1910,2,808,190137,3,"C. Adults 16-65 years",0,0
3,19,1910,2,808,190137,4,"D. People over 65 years o",0,0
3,19,1910,2,808,190138,1,"A. Children 0-5 years",1,2
3,19,1910,2,808,190138,2,"B. Children 6-15 years",0,0
3,19,1910,2,808,190138,3,"C. Adults 16-65 years",0,0
3,19,1910,2,808,190138,4,"D. People over 65 years o",0,0
3,19,1910,2,808,190139,1,"A. Children 0-5 years",3,2
3,19,1910,2,808,190139,2,"B. Children 6-15 years",3,2
3,19,1910,2,808,190139,3,"C. Adults 16-65 years",1,1
3,19,1910,2,808,190139,4,"D. People over 65 years o",0,0
3,19,1910,2,808,190140,1,"A. Children 0-5 years",0,0
3,19,1910,2,808,190140,2,"B. Children 6-15 years",2,1
3,19,1910,2,808,190140,3,"C. Adults 16-65 years",1,2
3,19,1910,2,808,190140,4,"D. People over 65 years o",0,0
3,19,1908,2,284,190141,1,"A. Children 0-5 years",0,0
3,19,1908,2,284,190141,2,"B. Children 6-15 years",0,0
3,19,1908,2,284,190141,3,"C. Adults 16-65 years",2,3
3,19,1908,2,284,190141,4,"D. People over 65 years o",0,0
3,19,1908,2,284,190142,1,"A. Children 0-5 years",0,0
3,19,1908,2,284,190142,2,"B. Children 6-15 years",0,0
3,19,1908,2,284,190142,3,"C. Adults 16-65 years",3,1
3,19,1908,2,284,190142,4,"D. People over 65 years o",0,0
3,19,1908,2,284,190143,1,"A. Children 0-5 years",0,0
3,19,1908,2,284,190143,2,"B. Children 6-15 years",0,0
3,19,1908,2,284,190143,3,"C. Adults 16-65 years",1,1
3,19,1908,2,284,190143,4,"D. People over 65 years o",0,0
3,19,1908,2,284,190144,1,"A. Children 0-5 years",0,0
3,19,1908,2,284,190144,2,"B. Children 6-15 years",0,0
3,19,1908,2,284,190144,3,"C. Adults 16-65 years",4,1
3,19,1908,2,284,190144,4,"D. People over 65 years o",0,0
3,19,1908,2,284,190145,1,"A. Children 0-5 years",0,0
3,19,1908,2,284,190145,2,"B. Children 6-15 years",0,0
3,19,1908,2,284,190145,3,"C. Adults 16-65 years",3,1
3,19,1908,2,284,190145,4,"D. People over 65 years o",0,0
3,19,1908,2,284,190146,1,"A. Children 0-5 years",0,0
3,19,1908,2,284,190146,2,"B. Children 6-15 years",0,0
3,19,1908,2,284,190146,3,"C. Adults 16-65 years",0,0
3,19,1908,2,284,190146,4,"D. People over 65 years o",1,2
3,19,1908,2,284,190148,1,"A. Children 0-5 years",0,0
3,19,1908,2,284,190148,2,"B. Children 6-15 years",0,0
3,19,1908,2,284,190148,3,"C. Adults 16-65 years",7,2
3,19,1908,2,284,190148,4,"D. People over 65 years o",0,0
3,19,1908,2,284,190149,1,"A. Children 0-5 years",0,0
3,19,1908,2,284,190149,2,"B. Children 6-15 years",2,2
3,19,1908,2,284,190149,3,"C. Adults 16-65 years",1,1
3,19,1908,2,284,190149,4,"D. People over 65 years o",0,0
3,19,1908,2,284,190150,1,"A. Children 0-5 years",0,0
3,19,1908,2,284,190150,2,"B. Children 6-15 years",3,2
3,19,1908,2,284,190150,3,"C. Adults 16-65 years",7,1
3,19,1908,2,284,190150,4,"D. People over 65 years o",0,0
3,19,1934,2,386,190151,1,"A. Children 0-5 years",7,2
3,19,1934,2,386,190151,2,"B. Children 6-15 years",7,2
3,19,1934,2,386,190151,3,"C. Adults 16-65 years",7,1
3,19,1934,2,386,190151,4,"D. People over 65 years o",0,0
3,19,1934,2,386,190153,1,"A. Children 0-5 years",0,0
3,19,1934,2,386,190153,2,"B. Children 6-15 years",0,0
3,19,1934,2,386,190153,3,"C. Adults 16-65 years",5,2
3,19,1934,2,386,190153,4,"D. People over 65 years o",0,0
3,19,1934,2,386,190154,1,"A. Children 0-5 years",2,1
3,19,1934,2,386,190154,2,"B. Children 6-15 years",1,1
3,19,1934,2,386,190154,3,"C. Adults 16-65 years",5,1
3,19,1934,2,386,190154,4,"D. People over 65 years o",0,0
3,19,1934,2,386,190155,1,"A. Children 0-5 years",0,0
3,19,1934,2,386,190155,2,"B. Children 6-15 years",0,0
3,19,1934,2,386,190155,3,"C. Adults 16-65 years",0,0
3,19,1934,2,386,190155,4,"D. People over 65 years o",5,2
3,19,1934,2,386,190156,1,"A. Children 0-5 years",0,0
3,19,1934,2,386,190156,2,"B. Children 6-15 years",2,2
3,19,1934,2,386,190156,3,"C. Adults 16-65 years",5,2
3,19,1934,2,386,190156,4,"D. People over 65 years o",0,0
3,19,1934,2,386,190157,1,"A. Children 0-5 years",0,0
3,19,1934,2,386,190157,2,"B. Children 6-15 years",0,0
3,19,1934,2,386,190157,3,"C. Adults 16-65 years",1,1
3,19,1934,2,386,190157,4,"D. People over 65 years o",0,0
3,19,1934,2,386,190158,1,"A. Children 0-5 years",0,0
3,19,1934,2,386,190158,2,"B. Children 6-15 years",2,1
3,19,1934,2,386,190158,3,"C. Adults 16-65 years",0,0
3,19,1934,2,386,190158,4,"D. People over 65 years o",0,0
3,19,1934,2,386,190159,1,"A. Children 0-5 years",2,2
3,19,1934,2,386,190159,2,"B. Children 6-15 years",1,2
3,19,1934,2,386,190159,3,"C. Adults 16-65 years",2,1
3,19,1934,2,386,190159,4,"D. People over 65 years o",0,0
3,19,1934,2,386,190160,1,"A. Children 0-5 years",1,2
3,19,1934,2,386,190160,2,"B. Children 6-15 years",0,0
3,19,1934,2,386,190160,3,"C. Adults 16-65 years",1,2
3,19,1934,2,386,190160,4,"D. People over 65 years o",0,0
3,19,1919,2,366,190161,1,"A. Children 0-5 years",0,0
3,19,1919,2,366,190161,2,"B. Children 6-15 years",1,1
3,19,1919,2,366,190161,3,"C. Adults 16-65 years",0,0
3,19,1919,2,366,190161,4,"D. People over 65 years o",1,2
3,19,1919,2,366,190162,1,"A. Children 0-5 years",2,1
3,19,1919,2,366,190162,2,"B. Children 6-15 years",2,1
3,19,1919,2,366,190162,3,"C. Adults 16-65 years",2,1
3,19,1919,2,366,190162,4,"D. People over 65 years o",2,1
3,19,1919,2,366,190163,1,"A. Children 0-5 years",0,0
3,19,1919,2,366,190163,2,"B. Children 6-15 years",0,0
3,19,1919,2,366,190163,3,"C. Adults 16-65 years",7,1
3,19,1919,2,366,190163,4,"D. People over 65 years o",0,0
3,19,1919,2,366,190164,1,"A. Children 0-5 years",0,0
3,19,1919,2,366,190164,2,"B. Children 6-15 years",1,2
3,19,1919,2,366,190164,3,"C. Adults 16-65 years",0,0
3,19,1919,2,366,190164,4,"D. People over 65 years o",0,0
3,19,1919,2,366,190165,1,"A. Children 0-5 years",1,1
3,19,1919,2,366,190165,2,"B. Children 6-15 years",0,0
3,19,1919,2,366,190165,3,"C. Adults 16-65 years",2,2
3,19,1919,2,366,190165,4,"D. People over 65 years o",3,3
3,19,1919,2,366,190167,1,"A. Children 0-5 years",0,0
3,19,1919,2,366,190167,2,"B. Children 6-15 years",3,2
3,19,1919,2,366,190167,3,"C. Adults 16-65 years",0,0
3,19,1919,2,366,190167,4,"D. People over 65 years o",3,2
3,19,1919,2,366,190168,1,"A. Children 0-5 years",3,1
3,19,1919,2,366,190168,2,"B. Children 6-15 years",4,1
3,19,1919,2,366,190168,3,"C. Adults 16-65 years",2,1
3,19,1919,2,366,190168,4,"D. People over 65 years o",0,0
3,19,1919,2,366,190169,1,"A. Children 0-5 years",0,0
3,19,1919,2,366,190169,2,"B. Children 6-15 years",0,0
3,19,1919,2,366,190169,3,"C. Adults 16-65 years",0,0
3,19,1919,2,366,190169,4,"D. People over 65 years o",7,3
3,19,1919,2,366,190170,1,"A. Children 0-5 years",2,2
3,19,1919,2,366,190170,2,"B. Children 6-15 years",0,0
3,19,1919,2,366,190170,3,"C. Adults 16-65 years",0,0
3,19,1919,2,366,190170,4,"D. People over 65 years o",0,0
3,19,1928,2,526,190171,1,"A. Children 0-5 years",2,3
3,19,1928,2,526,190171,2,"B. Children 6-15 years",0,0
3,19,1928,2,526,190171,3,"C. Adults 16-65 years",1,1
3,19,1928,2,526,190171,4,"D. People over 65 years o",0,0
3,19,1928,2,526,190172,1,"A. Children 0-5 years",2,0
3,19,1928,2,526,190172,2,"B. Children 6-15 years",2,0
3,19,1928,2,526,190172,3,"C. Adults 16-65 years",2,0
3,19,1928,2,526,190172,4,"D. People over 65 years o",1,1
3,19,1928,2,526,190173,1,"A. Children 0-5 years",7,2
3,19,1928,2,526,190173,2,"B. Children 6-15 years",3,2
3,19,1928,2,526,190173,3,"C. Adults 16-65 years",0,0
3,19,1928,2,526,190173,4,"D. People over 65 years o",0,0
3,19,1928,2,526,190174,1,"A. Children 0-5 years",4,2
3,19,1928,2,526,190174,2,"B. Children 6-15 years",2,2
3,19,1928,2,526,190174,3,"C. Adults 16-65 years",7,3
3,19,1928,2,526,190174,4,"D. People over 65 years o",0,0
3,19,1928,2,526,190175,1,"A. Children 0-5 years",2,2
3,19,1928,2,526,190175,2,"B. Children 6-15 years",0,0
3,19,1928,2,526,190175,3,"C. Adults 16-65 years",0,0
3,19,1928,2,526,190175,4,"D. People over 65 years o",0,0
3,19,1928,2,526,190176,1,"A. Children 0-5 years",2,2
3,19,1928,2,526,190176,2,"B. Children 6-15 years",3,2
3,19,1928,2,526,190176,3,"C. Adults 16-65 years",2,1
3,19,1928,2,526,190176,4,"D. People over 65 years o",2,3
3,19,1928,2,526,190177,1,"A. Children 0-5 years",4,1
3,19,1928,2,526,190177,2,"B. Children 6-15 years",3,2
3,19,1928,2,526,190177,3,"C. Adults 16-65 years",6,3
3,19,1928,2,526,190177,4,"D. People over 65 years o",7,3
3,19,1928,2,0,190178,1,"A. Children 0-5 years",2,0
3,19,1928,2,0,190178,2,"B. Children 6-15 years",0,0
3,19,1928,2,0,190178,3,"C. Adults 16-65 years",1,0
3,19,1928,2,0,190178,4,"D. People over 65 years o",0,0
3,19,1928,2,526,190179,1,"A. Children 0-5 years",3,2
3,19,1928,2,526,190179,2,"B. Children 6-15 years",3,2
3,19,1928,2,526,190179,3,"C. Adults 16-65 years",5,2
