"zone","state","lga","sector","ea","hhid","item_cd","item_desc","s11dq7","s11dq8"
3,18,1816,1,378,180046,516,"MARRIAGE CEREMONY COSTS",2,
3,18,1816,1,378,180046,517,"FUNERAL COSTS",2,
3,18,1816,1,378,180047,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
3,18,1816,1,378,180047,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
3,18,1816,1,378,180047,503,"MAT - SLEEPING OR FOR DRYING M",2,
3,18,1816,1,378,180047,504,"MOSQUITO NET",2,
3,18,1816,1,378,180047,505,"MATTRESS",2,
3,18,1816,1,378,180047,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
3,18,1816,1,378,180047,507,"FILM, FILM PROCESSING, CAMERA",2,
3,18,1816,1,378,180047,508,"BUILDING ITEMS - CEMENT, BRICK",2,
3,18,1816,1,378,180047,509,"COUNCIL RATES",2,
3,18,1816,1,378,180047,510,"HEALTH INSURANCE",2,
3,18,1816,1,378,180047,511,"AUTO INSURANCE",2,
3,18,1816,1,378,180047,512,"HOME INSURANCE",2,
3,18,1816,1,378,180047,513,"LIFE INSURANCE",2,
3,18,1816,1,378,180047,514,"FINES OR LEGAL FEES",2,
3,18,1816,1,378,180047,515,"DOWRY COSTS",2,
3,18,1816,1,378,180047,516,"MARRIAGE CEREMONY COSTS",2,
3,18,1816,1,378,180047,517,"FUNERAL COSTS",2,
3,18,1816,1,378,180049,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
3,18,1816,1,378,180049,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
3,18,1816,1,378,180049,503,"MAT - SLEEPING OR FOR DRYING M",1,700
3,18,1816,1,378,180049,504,"MOSQUITO NET",2,
3,18,1816,1,378,180049,505,"MATTRESS",2,
3,18,1816,1,378,180049,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
3,18,1816,1,378,180049,507,"FILM, FILM PROCESSING, CAMERA",2,
3,18,1816,1,378,180049,508,"BUILDING ITEMS - CEMENT, BRICK",2,
3,18,1816,1,378,180049,509,"COUNCIL RATES",2,
3,18,1816,1,378,180049,510,"HEALTH INSURANCE",2,
3,18,1816,1,378,180049,511,"AUTO INSURANCE",2,
3,18,1816,1,378,180049,512,"HOME INSURANCE",2,
3,18,1816,1,378,180049,513,"LIFE INSURANCE",2,
3,18,1816,1,378,180049,514,"FINES OR LEGAL FEES",2,
3,18,1816,1,378,180049,515,"DOWRY COSTS",2,
3,18,1816,1,378,180049,516,"MARRIAGE CEREMONY COSTS",2,
3,18,1816,1,378,180049,517,"FUNERAL COSTS",2,
3,18,1816,1,378,180050,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
3,18,1816,1,378,180050,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
3,18,1816,1,378,180050,503,"MAT - SLEEPING OR FOR DRYING M",1,800
3,18,1816,1,378,180050,504,"MOSQUITO NET",2,
3,18,1816,1,378,180050,505,"MATTRESS",2,
3,18,1816,1,378,180050,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
3,18,1816,1,378,180050,507,"FILM, FILM PROCESSING, CAMERA",2,
3,18,1816,1,378,180050,508,"BUILDING ITEMS - CEMENT, BRICK",2,
3,18,1816,1,378,180050,509,"COUNCIL RATES",2,
3,18,1816,1,378,180050,510,"HEALTH INSURANCE",2,
3,18,1816,1,378,180050,511,"AUTO INSURANCE",2,
3,18,1816,1,378,180050,512,"HOME INSURANCE",2,
3,18,1816,1,378,180050,513,"LIFE INSURANCE",2,
3,18,1816,1,378,180050,514,"FINES OR LEGAL FEES",2,
3,18,1816,1,378,180050,515,"DOWRY COSTS",2,
3,18,1816,1,378,180050,516,"MARRIAGE CEREMONY COSTS",2,
3,18,1816,1,378,180050,517,"FUNERAL COSTS",2,
3,18,1805,2,534,180051,501,"CARPETS, RUGS, DRAPES, CURTAIN",1,900
3,18,1805,2,534,180051,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
3,18,1805,2,534,180051,503,"MAT - SLEEPING OR FOR DRYING M",2,
3,18,1805,2,534,180051,504,"MOSQUITO NET",2,
3,18,1805,2,534,180051,505,"MATTRESS",2,
3,18,1805,2,534,180051,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
3,18,1805,2,534,180051,507,"FILM, FILM PROCESSING, CAMERA",2,
3,18,1805,2,534,180051,508,"BUILDING ITEMS - CEMENT, BRICK",2,
3,18,1805,2,534,180051,509,"COUNCIL RATES",2,
3,18,1805,2,534,180051,510,"HEALTH INSURANCE",2,
3,18,1805,2,534,180051,511,"AUTO INSURANCE",2,
3,18,1805,2,534,180051,512,"HOME INSURANCE",2,
3,18,1805,2,534,180051,513,"LIFE INSURANCE",2,
3,18,1805,2,534,180051,514,"FINES OR LEGAL FEES",2,
3,18,1805,2,534,180051,515,"DOWRY COSTS",2,
3,18,1805,2,534,180051,516,"MARRIAGE CEREMONY COSTS",2,
3,18,1805,2,534,180051,517,"FUNERAL COSTS",2,
3,18,1805,2,534,180052,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
3,18,1805,2,534,180052,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
3,18,1805,2,534,180052,503,"MAT - SLEEPING OR FOR DRYING M",2,
3,18,1805,2,534,180052,504,"MOSQUITO NET",1,500
3,18,1805,2,534,180052,505,"MATTRESS",2,
3,18,1805,2,534,180052,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
3,18,1805,2,534,180052,507,"FILM, FILM PROCESSING, CAMERA",2,
3,18,1805,2,534,180052,508,"BUILDING ITEMS - CEMENT, BRICK",2,
3,18,1805,2,534,180052,509,"COUNCIL RATES",2,
3,18,1805,2,534,180052,510,"HEALTH INSURANCE",2,
3,18,1805,2,534,180052,511,"AUTO INSURANCE",2,
3,18,1805,2,534,180052,512,"HOME INSURANCE",2,
3,18,1805,2,534,180052,513,"LIFE INSURANCE",2,
3,18,1805,2,534,180052,514,"FINES OR LEGAL FEES",2,
3,18,1805,2,534,180052,515,"DOWRY COSTS",2,
3,18,1805,2,534,180052,516,"MARRIAGE CEREMONY COSTS",2,
3,18,1805,2,534,180052,517,"FUNERAL COSTS",2,
3,18,1805,2,534,180053,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
3,18,1805,2,534,180053,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
3,18,1805,2,534,180053,503,"MAT - SLEEPING OR FOR DRYING M",1,700
3,18,1805,2,534,180053,504,"MOSQUITO NET",2,
3,18,1805,2,534,180053,505,"MATTRESS",2,
3,18,1805,2,534,180053,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
3,18,1805,2,534,180053,507,"FILM, FILM PROCESSING, CAMERA",2,
3,18,1805,2,534,180053,508,"BUILDING ITEMS - CEMENT, BRICK",2,
3,18,1805,2,534,180053,509,"COUNCIL RATES",2,
3,18,1805,2,534,180053,510,"HEALTH INSURANCE",2,
3,18,1805,2,534,180053,511,"AUTO INSURANCE",2,
3,18,1805,2,534,180053,512,"HOME INSURANCE",2,
3,18,1805,2,534,180053,513,"LIFE INSURANCE",2,
3,18,1805,2,534,180053,514,"FINES OR LEGAL FEES",2,
3,18,1805,2,534,180053,515,"DOWRY COSTS",2,
3,18,1805,2,534,180053,516,"MARRIAGE CEREMONY COSTS",2,
3,18,1805,2,534,180053,517,"FUNERAL COSTS",2,
3,18,1805,2,534,180054,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
3,18,1805,2,534,180054,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
3,18,1805,2,534,180054,503,"MAT - SLEEPING OR FOR DRYING M",2,
3,18,1805,2,534,180054,504,"MOSQUITO NET",2,
3,18,1805,2,534,180054,505,"MATTRESS",2,
3,18,1805,2,534,180054,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
3,18,1805,2,534,180054,507,"FILM, FILM PROCESSING, CAMERA",2,
3,18,1805,2,534,180054,508,"BUILDING ITEMS - CEMENT, BRICK",2,
3,18,1805,2,534,180054,509,"COUNCIL RATES",2,
3,18,1805,2,534,180054,510,"HEALTH INSURANCE",2,
3,18,1805,2,534,180054,511,"AUTO INSURANCE",2,
3,18,1805,2,534,180054,512,"HOME INSURANCE",2,
3,18,1805,2,534,180054,513,"LIFE INSURANCE",2,
3,18,1805,2,534,180054,514,"FINES OR LEGAL FEES",2,
3,18,1805,2,534,180054,515,"DOWRY COSTS",2,
3,18,1805,2,534,180054,516,"MARRIAGE CEREMONY COSTS",2,
3,18,1805,2,534,180054,517,"FUNERAL COSTS",2,
3,18,1805,2,534,180055,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
3,18,1805,2,534,180055,502,"LINEN - TOWELS, SHEETS, BLANKE",1,5000
3,18,1805,2,534,180055,503,"MAT - SLEEPING OR FOR DRYING M",2,
3,18,1805,2,534,180055,504,"MOSQUITO NET",2,
3,18,1805,2,534,180055,505,"MATTRESS",2,
3,18,1805,2,534,180055,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
3,18,1805,2,534,180055,507,"FILM, FILM PROCESSING, CAMERA",2,
3,18,1805,2,534,180055,508,"BUILDING ITEMS - CEMENT, BRICK",2,
3,18,1805,2,534,180055,509,"COUNCIL RATES",2,
3,18,1805,2,534,180055,510,"HEALTH INSURANCE",2,
3,18,1805,2,534,180055,511,"AUTO INSURANCE",2,
3,18,1805,2,534,180055,512,"HOME INSURANCE",2,
3,18,1805,2,534,180055,513,"LIFE INSURANCE",2,
3,18,1805,2,534,180055,514,"FINES OR LEGAL FEES",2,
3,18,1805,2,534,180055,515,"DOWRY COSTS",2,
3,18,1805,2,534,180055,516,"MARRIAGE CEREMONY COSTS",2,
3,18,1805,2,534,180055,517,"FUNERAL COSTS",2,
3,18,1805,2,534,180056,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
3,18,1805,2,534,180056,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
3,18,1805,2,534,180056,503,"MAT - SLEEPING OR FOR DRYING M",2,
3,18,1805,2,534,180056,504,"MOSQUITO NET",2,
3,18,1805,2,534,180056,505,"MATTRESS",2,
3,18,1805,2,534,180056,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
3,18,1805,2,534,180056,507,"FILM, FILM PROCESSING, CAMERA",2,
3,18,1805,2,534,180056,508,"BUILDING ITEMS - CEMENT, BRICK",2,
3,18,1805,2,534,180056,509,"COUNCIL RATES",2,
3,18,1805,2,534,180056,510,"HEALTH INSURANCE",2,
3,18,1805,2,534,180056,511,"AUTO INSURANCE",2,
3,18,1805,2,534,180056,512,"HOME INSURANCE",2,
3,18,1805,2,534,180056,513,"LIFE INSURANCE",2,
3,18,1805,2,534,180056,514,"FINES OR LEGAL FEES",2,
3,18,1805,2,534,180056,515,"DOWRY COSTS",2,
3,18,1805,2,534,180056,516,"MARRIAGE CEREMONY COSTS",1,2000
3,18,1805,2,534,180056,517,"FUNERAL COSTS",2,
3,18,1805,2,534,180057,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
3,18,1805,2,534,180057,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
3,18,1805,2,534,180057,503,"MAT - SLEEPING OR FOR DRYING M",2,
3,18,1805,2,534,180057,504,"MOSQUITO NET",2,
3,18,1805,2,534,180057,505,"MATTRESS",1,10100
3,18,1805,2,534,180057,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
3,18,1805,2,534,180057,507,"FILM, FILM PROCESSING, CAMERA",2,
3,18,1805,2,534,180057,508,"BUILDING ITEMS - CEMENT, BRICK",2,
3,18,1805,2,534,180057,509,"COUNCIL RATES",2,
3,18,1805,2,534,180057,510,"HEALTH INSURANCE",2,
3,18,1805,2,534,180057,511,"AUTO INSURANCE",2,
3,18,1805,2,534,180057,512,"HOME INSURANCE",2,
3,18,1805,2,534,180057,513,"LIFE INSURANCE",2,
3,18,1805,2,534,180057,514,"FINES OR LEGAL FEES",2,
3,18,1805,2,534,180057,515,"DOWRY COSTS",2,
3,18,1805,2,534,180057,516,"MARRIAGE CEREMONY COSTS",2,
3,18,1805,2,534,180057,517,"FUNERAL COSTS",1,300
3,18,1805,2,534,180058,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
3,18,1805,2,534,180058,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
3,18,1805,2,534,180058,503,"MAT - SLEEPING OR FOR DRYING M",2,
3,18,1805,2,534,180058,504,"MOSQUITO NET",2,
3,18,1805,2,534,180058,505,"MATTRESS",2,
3,18,1805,2,534,180058,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
3,18,1805,2,534,180058,507,"FILM, FILM PROCESSING, CAMERA",2,
3,18,1805,2,534,180058,508,"BUILDING ITEMS - CEMENT, BRICK",1,40000
3,18,1805,2,534,180058,509,"COUNCIL RATES",2,
3,18,1805,2,534,180058,510,"HEALTH INSURANCE",2,
3,18,1805,2,534,180058,511,"AUTO INSURANCE",2,
3,18,1805,2,534,180058,512,"HOME INSURANCE",2,
3,18,1805,2,534,180058,513,"LIFE INSURANCE",2,
3,18,1805,2,534,180058,514,"FINES OR LEGAL FEES",2,
3,18,1805,2,534,180058,515,"DOWRY COSTS",2,
3,18,1805,2,534,180058,516,"MARRIAGE CEREMONY COSTS",2,
3,18,1805,2,534,180058,517,"FUNERAL COSTS",2,
3,18,1805,2,534,180059,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
3,18,1805,2,534,180059,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
3,18,1805,2,534,180059,503,"MAT - SLEEPING OR FOR DRYING M",1,600
3,18,1805,2,534,180059,504,"MOSQUITO NET",2,
3,18,1805,2,534,180059,505,"MATTRESS",2,
3,18,1805,2,534,180059,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
3,18,1805,2,534,180059,507,"FILM, FILM PROCESSING, CAMERA",2,
3,18,1805,2,534,180059,508,"BUILDING ITEMS - CEMENT, BRICK",2,
3,18,1805,2,534,180059,509,"COUNCIL RATES",2,
3,18,1805,2,534,180059,510,"HEALTH INSURANCE",2,
3,18,1805,2,534,180059,511,"AUTO INSURANCE",2,
3,18,1805,2,534,180059,512,"HOME INSURANCE",2,
3,18,1805,2,534,180059,513,"LIFE INSURANCE",2,
3,18,1805,2,534,180059,514,"FINES OR LEGAL FEES",2,
3,18,1805,2,534,180059,515,"DOWRY COSTS",2,
3,18,1805,2,534,180059,516,"MARRIAGE CEREMONY COSTS",2,
3,18,1805,2,534,180059,517,"FUNERAL COSTS",2,
3,18,1805,2,534,180060,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
3,18,1805,2,534,180060,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
3,18,1805,2,534,180060,503,"MAT - SLEEPING OR FOR DRYING M",2,
3,18,1805,2,534,180060,504,"MOSQUITO NET",2,
3,18,1805,2,534,180060,505,"MATTRESS",2,
3,18,1805,2,534,180060,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
3,18,1805,2,534,180060,507,"FILM, FILM PROCESSING, CAMERA",2,
3,18,1805,2,534,180060,508,"BUILDING ITEMS - CEMENT, BRICK",2,
3,18,1805,2,534,180060,509,"COUNCIL RATES",2,
3,18,1805,2,534,180060,510,"HEALTH INSURANCE",2,
3,18,1805,2,534,180060,511,"AUTO INSURANCE",2,
3,18,1805,2,534,180060,512,"HOME INSURANCE",2,
3,18,1805,2,534,180060,513,"LIFE INSURANCE",2,
3,18,1805,2,534,180060,514,"FINES OR LEGAL FEES",2,
3,18,1805,2,534,180060,515,"DOWRY COSTS",2,
3,18,1805,2,534,180060,516,"MARRIAGE CEREMONY COSTS",2,
3,18,1805,2,534,180060,517,"FUNERAL COSTS",2,
3,18,1817,2,370,180061,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
3,18,1817,2,370,180061,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
3,18,1817,2,370,180061,503,"MAT - SLEEPING OR FOR DRYING M",2,
3,18,1817,2,370,180061,504,"MOSQUITO NET",2,
3,18,1817,2,370,180061,505,"MATTRESS",2,
3,18,1817,2,370,180061,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
3,18,1817,2,370,180061,507,"FILM, FILM PROCESSING, CAMERA",2,
3,18,1817,2,370,180061,508,"BUILDING ITEMS - CEMENT, BRICK",2,
3,18,1817,2,370,180061,509,"COUNCIL RATES",2,
3,18,1817,2,370,180061,510,"HEALTH INSURANCE",2,
3,18,1817,2,370,180061,511,"AUTO INSURANCE",2,
3,18,1817,2,370,180061,512,"HOME INSURANCE",2,
3,18,1817,2,370,180061,513,"LIFE INSURANCE",2,
3,18,1817,2,370,180061,514,"FINES OR LEGAL FEES",2,
3,18,1817,2,370,180061,515,"DOWRY COSTS",2,
3,18,1817,2,370,180061,516,"MARRIAGE CEREMONY COSTS",2,
3,18,1817,2,370,180061,517,"FUNERAL COSTS",2,
3,18,1817,2,370,180062,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
3,18,1817,2,370,180062,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
3,18,1817,2,370,180062,503,"MAT - SLEEPING OR FOR DRYING M",2,
3,18,1817,2,370,180062,504,"MOSQUITO NET",2,
3,18,1817,2,370,180062,505,"MATTRESS",2,
3,18,1817,2,370,180062,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
3,18,1817,2,370,180062,507,"FILM, FILM PROCESSING, CAMERA",2,
3,18,1817,2,370,180062,508,"BUILDING ITEMS - CEMENT, BRICK",2,
3,18,1817,2,370,180062,509,"COUNCIL RATES",2,
3,18,1817,2,370,180062,510,"HEALTH INSURANCE",2,
3,18,1817,2,370,180062,511,"AUTO INSURANCE",2,
3,18,1817,2,370,180062,512,"HOME INSURANCE",2,
3,18,1817,2,370,180062,513,"LIFE INSURANCE",2,
3,18,1817,2,370,180062,514,"FINES OR LEGAL FEES",2,
3,18,1817,2,370,180062,515,"DOWRY COSTS",2,
3,18,1817,2,370,180062,516,"MARRIAGE CEREMONY COSTS",2,
3,18,1817,2,370,180062,517,"FUNERAL COSTS",2,
3,18,1817,2,370,180063,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
3,18,1817,2,370,180063,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
3,18,1817,2,370,180063,503,"MAT - SLEEPING OR FOR DRYING M",2,
3,18,1817,2,370,180063,504,"MOSQUITO NET",2,
3,18,1817,2,370,180063,505,"MATTRESS",2,
3,18,1817,2,370,180063,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
3,18,1817,2,370,180063,507,"FILM, FILM PROCESSING, CAMERA",2,
3,18,1817,2,370,180063,508,"BUILDING ITEMS - CEMENT, BRICK",2,
3,18,1817,2,370,180063,509,"COUNCIL RATES",2,
3,18,1817,2,370,180063,510,"HEALTH INSURANCE",2,
3,18,1817,2,370,180063,511,"AUTO INSURANCE",2,
3,18,1817,2,370,180063,512,"HOME INSURANCE",2,
3,18,1817,2,370,180063,513,"LIFE INSURANCE",2,
3,18,1817,2,370,180063,514,"FINES OR LEGAL FEES",2,
3,18,1817,2,370,180063,515,"DOWRY COSTS",2,
3,18,1817,2,370,180063,516,"MARRIAGE CEREMONY COSTS",2,
3,18,1817,2,370,180063,517,"FUNERAL COSTS",2,
3,18,1817,2,370,180064,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
3,18,1817,2,370,180064,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
3,18,1817,2,370,180064,503,"MAT - SLEEPING OR FOR DRYING M",2,
3,18,1817,2,370,180064,504,"MOSQUITO NET",2,
3,18,1817,2,370,180064,505,"MATTRESS",2,
3,18,1817,2,370,180064,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
3,18,1817,2,370,180064,507,"FILM, FILM PROCESSING, CAMERA",2,
3,18,1817,2,370,180064,508,"BUILDING ITEMS - CEMENT, BRICK",2,
3,18,1817,2,370,180064,509,"COUNCIL RATES",2,
3,18,1817,2,370,180064,510,"HEALTH INSURANCE",2,
3,18,1817,2,370,180064,511,"AUTO INSURANCE",2,
3,18,1817,2,370,180064,512,"HOME INSURANCE",2,
3,18,1817,2,370,180064,513,"LIFE INSURANCE",2,
3,18,1817,2,370,180064,514,"FINES OR LEGAL FEES",2,
3,18,1817,2,370,180064,515,"DOWRY COSTS",2,
3,18,1817,2,370,180064,516,"MARRIAGE CEREMONY COSTS",2,
3,18,1817,2,370,180064,517,"FUNERAL COSTS",2,
3,18,1817,2,370,180065,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
3,18,1817,2,370,180065,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
3,18,1817,2,370,180065,503,"MAT - SLEEPING OR FOR DRYING M",2,
3,18,1817,2,370,180065,504,"MOSQUITO NET",2,
3,18,1817,2,370,180065,505,"MATTRESS",2,
3,18,1817,2,370,180065,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
3,18,1817,2,370,180065,507,"FILM, FILM PROCESSING, CAMERA",2,
3,18,1817,2,370,180065,508,"BUILDING ITEMS - CEMENT, BRICK",2,
3,18,1817,2,370,180065,509,"COUNCIL RATES",2,
3,18,1817,2,370,180065,510,"HEALTH INSURANCE",2,
3,18,1817,2,370,180065,511,"AUTO INSURANCE",2,
3,18,1817,2,370,180065,512,"HOME INSURANCE",2,
3,18,1817,2,370,180065,513,"LIFE INSURANCE",2,
3,18,1817,2,370,180065,514,"FINES OR LEGAL FEES",2,
3,18,1817,2,370,180065,515,"DOWRY COSTS",2,
3,18,1817,2,370,180065,516,"MARRIAGE CEREMONY COSTS",2,
3,18,1817,2,370,180065,517,"FUNERAL COSTS",2,
3,18,1817,2,370,180066,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
3,18,1817,2,370,180066,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
3,18,1817,2,370,180066,503,"MAT - SLEEPING OR FOR DRYING M",2,
3,18,1817,2,370,180066,504,"MOSQUITO NET",2,
3,18,1817,2,370,180066,505,"MATTRESS",2,
3,18,1817,2,370,180066,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
3,18,1817,2,370,180066,507,"FILM, FILM PROCESSING, CAMERA",2,
3,18,1817,2,370,180066,508,"BUILDING ITEMS - CEMENT, BRICK",2,
3,18,1817,2,370,180066,509,"COUNCIL RATES",2,
3,18,1817,2,370,180066,510,"HEALTH INSURANCE",2,
3,18,1817,2,370,180066,511,"AUTO INSURANCE",2,
3,18,1817,2,370,180066,512,"HOME INSURANCE",2,
3,18,1817,2,370,180066,513,"LIFE INSURANCE",2,
3,18,1817,2,370,180066,514,"FINES OR LEGAL FEES",2,
3,18,1817,2,370,180066,515,"DOWRY COSTS",2,
3,18,1817,2,370,180066,516,"MARRIAGE CEREMONY COSTS",2,
3,18,1817,2,370,180066,517,"FUNERAL COSTS",2,
3,18,1817,2,370,180067,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
3,18,1817,2,370,180067,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
3,18,1817,2,370,180067,503,"MAT - SLEEPING OR FOR DRYING M",2,
3,18,1817,2,370,180067,504,"MOSQUITO NET",2,
3,18,1817,2,370,180067,505,"MATTRESS",2,
3,18,1817,2,370,180067,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
3,18,1817,2,370,180067,507,"FILM, FILM PROCESSING, CAMERA",2,
3,18,1817,2,370,180067,508,"BUILDING ITEMS - CEMENT, BRICK",2,
3,18,1817,2,370,180067,509,"COUNCIL RATES",2,
3,18,1817,2,370,180067,510,"HEALTH INSURANCE",2,
3,18,1817,2,370,180067,511,"AUTO INSURANCE",2,
3,18,1817,2,370,180067,512,"HOME INSURANCE",2,
3,18,1817,2,370,180067,513,"LIFE INSURANCE",2,
3,18,1817,2,370,180067,514,"FINES OR LEGAL FEES",2,
3,18,1817,2,370,180067,515,"DOWRY COSTS",2,
3,18,1817,2,370,180067,516,"MARRIAGE CEREMONY COSTS",2,
3,18,1817,2,370,180067,517,"FUNERAL COSTS",2,
3,18,1817,2,370,180068,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
3,18,1817,2,370,180068,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
3,18,1817,2,370,180068,503,"MAT - SLEEPING OR FOR DRYING M",2,
3,18,1817,2,370,180068,504,"MOSQUITO NET",2,
3,18,1817,2,370,180068,505,"MATTRESS",2,
3,18,1817,2,370,180068,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
3,18,1817,2,370,180068,507,"FILM, FILM PROCESSING, CAMERA",2,
3,18,1817,2,370,180068,508,"BUILDING ITEMS - CEMENT, BRICK",2,
3,18,1817,2,370,180068,509,"COUNCIL RATES",2,
3,18,1817,2,370,180068,510,"HEALTH INSURANCE",2,
3,18,1817,2,370,180068,511,"AUTO INSURANCE",2,
3,18,1817,2,370,180068,512,"HOME INSURANCE",2,
3,18,1817,2,370,180068,513,"LIFE INSURANCE",2,
3,18,1817,2,370,180068,514,"FINES OR LEGAL FEES",2,
3,18,1817,2,370,180068,515,"DOWRY COSTS",2,
3,18,1817,2,370,180068,516,"MARRIAGE CEREMONY COSTS",2,
3,18,1817,2,370,180068,517,"FUNERAL COSTS",2,
3,18,1817,2,370,180069,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
3,18,1817,2,370,180069,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
3,18,1817,2,370,180069,503,"MAT - SLEEPING OR FOR DRYING M",2,
3,18,1817,2,370,180069,504,"MOSQUITO NET",2,
3,18,1817,2,370,180069,505,"MATTRESS",2,
3,18,1817,2,370,180069,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
3,18,1817,2,370,180069,507,"FILM, FILM PROCESSING, CAMERA",2,
3,18,1817,2,370,180069,508,"BUILDING ITEMS - CEMENT, BRICK",2,
3,18,1817,2,370,180069,509,"COUNCIL RATES",2,
3,18,1817,2,370,180069,510,"HEALTH INSURANCE",2,
3,18,1817,2,370,180069,511,"AUTO INSURANCE",2,
3,18,1817,2,370,180069,512,"HOME INSURANCE",2,
3,18,1817,2,370,180069,513,"LIFE INSURANCE",2,
3,18,1817,2,370,180069,514,"FINES OR LEGAL FEES",2,
3,18,1817,2,370,180069,515,"DOWRY COSTS",2,
3,18,1817,2,370,180069,516,"MARRIAGE CEREMONY COSTS",2,
3,18,1817,2,370,180069,517,"FUNERAL COSTS",2,
3,18,1817,2,370,180070,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
3,18,1817,2,370,180070,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
3,18,1817,2,370,180070,503,"MAT - SLEEPING OR FOR DRYING M",2,
3,18,1817,2,370,180070,504,"MOSQUITO NET",2,
3,18,1817,2,370,180070,505,"MATTRESS",2,
3,18,1817,2,370,180070,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
3,18,1817,2,370,180070,507,"FILM, FILM PROCESSING, CAMERA",2,
3,18,1817,2,370,180070,508,"BUILDING ITEMS - CEMENT, BRICK",2,
3,18,1817,2,370,180070,509,"COUNCIL RATES",2,
3,18,1817,2,370,180070,510,"HEALTH INSURANCE",2,
3,18,1817,2,370,180070,511,"AUTO INSURANCE",2,
3,18,1817,2,370,180070,512,"HOME INSURANCE",2,
3,18,1817,2,370,180070,513,"LIFE INSURANCE",2,
3,18,1817,2,370,180070,514,"FINES OR LEGAL FEES",2,
3,18,1817,2,370,180070,515,"DOWRY COSTS",2,
3,18,1817,2,370,180070,516,"MARRIAGE CEREMONY COSTS",2,
3,18,1817,2,370,180070,517,"FUNERAL COSTS",2,
3,18,1808,2,1726,180071,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
3,18,1808,2,1726,180071,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
