"zone","state","lga","sector","ea","hhid","lid","s4cq2b","s4cq3a","s4cq3b","s4cq3c","s4cq4","s4cq4_os","s4cq5","s4cq6","s4cq7","s4cq8","s4cq8b","s4cq9","s4cq10","s4cq10b","s4cq11"
6,24,2417,1,112,240104,1,6,1,,,10,,1,28000,1,1,2015,2,12,2015,28000
6,24,2417,1,112,240107,1,6,2,,,6,,1,5000,2,6,2015,1,,,5000
6,24,2417,1,112,240109,1,6,2,,,5,,1,100000,1,9,2014,1,,,100000
6,24,2405,1,134,240112,1,6,2,,,4,,1,200000,1,8,2015,2,12,2015,200000
6,24,2413,1,306,240124,1,3,1,,,4,,1,600000,2,1,2015,1,,,720000
6,24,2413,1,306,240127,1,1,1,,,10,,1,50000,1,2,2015,2,12,2015,100000
6,24,2417,1,924,240132,1,3,1,2,,4,,1,50000,2,6,2015,2,11,2015,57500
6,24,2417,1,924,240137,1,6,1,2,,11,"PAYMENT FOR HOSPITAL",1,10000,2,5,2015,2,12,2015,10000
6,24,2408,1,0,240144,1,2,5,,,5,,1,400000,1,6,2014,1,,,440000
6,24,2407,2,396,240164,1,1,1,,,2,,1,100000,1,1,2015,2,12,2015,120000
6,24,2407,2,396,240164,2,1,2,,,4,,1,70000,1,5,2014,1,,,100000
6,24,2407,2,396,240169,1,1,2,,,4,,1,50000,2,2,2014,2,10,2015,75000
6,24,2407,2,396,240170,1,2,,,,5,,1,100000,2,4,2015,2,1,2016,110000
1,25,2508,1,2788,250008,1,5,1,5,,4,,1,50000,2,4,2014,1,,,50000
1,25,2508,1,2788,250010,1,6,1,,,10,,2,,,,,,,,
1,25,2508,1,2788,250010,2,6,1,,,10,,2,,,,,,,,
1,25,2508,1,2788,250010,3,9,1,,,10,,2,,,,,,,,
1,25,2504,2,222,250012,1,6,1,,,3,,1,15000,1,4,2015,1,,,15000
1,25,2504,2,222,250015,1,9,1,,,7,,1,40000,1,1,2015,1,,,40000
1,25,2504,2,222,250016,1,4,1,,,9,,1,600000,2,8,2014,2,7,2017,724000
1,25,2504,2,222,250019,1,6,1,,,10,,1,1000,1,7,2015,1,,,1000
1,25,2509,2,248,250021,1,6,1,,,3,,1,4000,1,3,2015,1,,,4000
1,25,2509,2,248,250022,1,6,1,,,9,,1,21000,1,3,2015,2,12,2015,21000
1,25,2509,2,248,250024,1,6,1,,,11,"HEALTH EXPENDITURE",1,1500,1,3,2015,1,,,1500
1,25,2507,2,814,250037,1,1,2,,,10,,1,25000,1,2,2015,1,,,31000
1,25,2507,2,814,250038,1,6,12,,,10,,1,50000,1,1,2015,2,12,2015,50000
1,25,2507,2,814,250038,2,6,5,,,10,,1,30000,1,2,2015,2,12,2015,30000
1,25,2507,2,814,250039,1,6,1,2,,10,,1,25000,2,1,2015,2,12,2015,25000
1,25,2507,2,814,250040,1,6,1,2,,9,,2,,,,,,,,
1,25,2513,2,128,250041,1,6,2,,,7,,1,7000,1,7,2015,2,12,2015,7000
1,25,2513,2,128,250042,1,6,1,,,11,"HOSPITAL",1,1500,2,8,2015,2,2,2016,1500
1,25,2513,2,128,250043,1,6,1,,,10,,1,2000,1,8,2015,2,9,2015,2000
1,25,2513,2,128,250044,1,6,1,,,11,"MEDICAL EXPANSES",1,20000,1,8,2015,2,12,2015,20000
1,25,2513,2,128,250046,1,6,1,2,,10,,1,30000,1,7,2014,2,12,2015,30000
1,25,2513,2,128,250049,1,6,2,,,10,,1,2000,1,8,2015,2,12,2015,2000
1,25,2502,2,728,250053,1,9,1,,,10,,2,,,,,,,,
1,25,2502,2,728,250054,1,6,1,,,11,"MEDICAL REASON",1,50000,2,2,2015,2,12,2015,50000
1,25,2511,2,1424,250067,1,9,5,,,4,,1,10000,1,8,2015,1,,,10000
1,25,2511,2,1424,250067,2,9,22,,,4,,1,5000,1,8,2015,1,,,5000
1,25,2511,2,1424,250070,1,1,1,,,2,,2,,,,,,,,
1,26,2606,1,516,260006,1,4,1,,,8,,1,650000,1,8,2014,2,12,2016,800000
1,26,2623,2,1688,260018,1,6,1,,,4,,1,1000000,1,5,2014,1,,,1100000
1,26,2618,2,1276,260021,1,6,4,,,6,,1,5000,1,9,2014,1,,,5000
1,26,2618,2,494,260033,1,1,2,,,10,,1,50000,1,7,2014,1,,,52000
1,26,2618,2,494,260037,1,1,1,,,4,,1,750000,2,5,2015,2,5,2016,825000
1,26,2618,2,494,260037,2,1,2,,,10,,1,50000,2,7,2015,2,7,2016,55000
1,26,2618,2,494,260038,1,8,1,,,4,,1,350000,1,4,2014,2,4,2016,420000
1,26,2615,2,2178,260061,1,5,2,,,6,,1,20000,1,1,2015,2,1,2016,22000
1,26,2611,2,424,260084,1,5,2,,,10,,1,100000,1,8,2015,2,6,2016,100000
1,26,2605,2,594,260092,1,7,1,,,4,,1,30000,2,1,2015,1,,,35000
1,26,2605,2,594,260095,1,7,1,,,2,,2,,,,,,,,
1,26,2605,2,594,260098,1,6,2,,,4,,2,,,,,,,,
1,26,2603,1,1786,260102,1,6,2,,,5,,1,5000,1,7,2015,1,,,5000
1,26,2603,1,658,260112,1,4,1,,,4,,1,500000,1,4,2014,2,4,2017,800000
1,26,2603,1,658,260116,1,4,1,,,8,,1,150000,1,3,2014,1,,,225000
1,26,2603,1,658,260116,2,6,1,,,10,,1,100000,1,9,2014,2,12,2015,100000
1,26,2603,1,658,260118,1,6,1,,,11,"RAW MATERIALS",1,16000,1,1,2015,1,,,16000
1,26,2613,2,2248,260121,1,7,1,,,2,,1,100000,1,1,2015,1,,,100000
1,26,2613,2,2248,260123,1,2,6,,,4,,1,50000,2,9,2014,2,11,2015,55000
1,26,2613,2,2248,260123,2,1,6,,,5,,2,,,,,,,,
1,26,2613,2,2248,260123,3,1,1,,,2,,1,20000,1,2,2015,2,12,2015,22500
1,26,2613,2,2248,260125,1,7,1,,,2,,1,20000,1,1,2015,2,12,2015,20000
1,26,2608,2,820,260131,1,1,1,,,2,,2,,,,,,,,
1,26,2608,2,820,260131,2,5,2,,,4,,2,,,,,,,,
1,26,2608,2,820,260135,1,6,1,,,5,,1,5000,1,1,2015,2,10,2015,5500
1,26,2601,2,822,260148,1,7,1,,,3,,1,15000,1,5,2015,2,12,2015,15000
1,26,2613,2,1462,260156,1,4,1,,,4,,1,200000,1,5,2015,2,12,2016,250000
1,26,2613,2,1462,260158,1,6,1,,,4,,1,150000,1,2,2015,2,12,2015,160000
1,26,2616,2,254,260162,1,7,1,,,3,,1,5000,1,2,2015,1,,,5500
1,26,2616,2,254,260163,1,1,4,,,2,,1,50000,1,11,2014,2,11,2015,56000
1,26,2625,2,926,260174,1,6,1,,,2,,1,10000,1,2,2015,1,,,10000
1,26,2625,2,926,260178,1,6,1,,,2,,1,10000,1,1,2015,1,,,10000
6,27,2701,1,506,270001,1,1,2,,,5,,1,150000,1,7,2015,2,5,2016,172500
6,27,2701,1,506,270002,1,3,2,,,4,,1,60000,2,9,2015,2,2,2016,75000
6,27,2701,1,0,270003,1,1,1,,,8,,1,500000,1,1,2015,1,,,550000
6,27,2701,1,0,270003,2,3,2,,,4,,1,100000,2,3,2015,2,2,2016,120000
6,27,2701,1,506,270006,1,3,1,,,4,,1,70000,2,4,2015,2,10,2015,77000
6,27,2701,1,506,270008,1,1,2,,,11,"BUYING AND SELLING",1,200000,2,4,2015,1,,,220000
6,27,2704,2,204,270017,1,7,1,,,6,,1,10000,2,2,2015,2,10,2015,15000
6,27,2715,1,0,270029,1,6,1,,,4,,1,7000,2,3,2015,2,11,2015,7000
6,27,2709,1,1646,270034,1,3,2,,,4,,1,120000,2,6,2015,2,2,2016,136500
6,27,2709,1,0,270039,1,8,2,,,4,,1,70000,2,4,2015,2,8,2015,85000
6,27,2709,1,0,270039,2,8,2,,,4,,1,70000,2,5,2015,2,9,2015,85000
6,27,2711,1,710,270057,1,3,2,,,5,,1,80000,2,8,2015,2,12,2015,88000
6,27,2707,1,1410,270071,1,7,2,,,4,,1,50000,2,8,2015,2,12,2015,60000
6,27,2707,1,1410,270072,1,3,1,,,4,,1,100000,2,4,2015,2,12,2015,120000
6,27,2707,1,1410,270077,1,3,1,,,4,,1,80000,2,6,2015,2,9,2015,92100
6,27,2719,2,100,270085,1,2,1,,,2,,1,80000,2,1,2015,2,12,2015,100000
6,27,2719,2,100,270086,1,2,1,,,2,,1,60000,2,7,2015,2,12,2015,72000
6,27,2703,1,1076,270095,1,6,2,,,7,,1,30000,2,1,2014,1,,,30000
5,10,1015,1,0,270099,1,4,1,,,7,,1,250000,2,10,2014,2,10,2017,360000
5,10,1015,1,0,270099,2,9,1,,,11,"HOUSE RENT",1,94000,2,12,2014,2,12,2016,178596
6,27,2707,1,2136,270106,1,3,1,,,4,,1,80000,2,11,2014,1,,,92000
6,27,2707,1,0,270109,1,3,1,,,4,,1,60000,2,2,2014,1,,,72000
6,28,2806,1,0,280003,1,2,1,,,11,"EXPANSION OF BUSINESS",1,50000,2,1,2015,1,,,54000
6,28,2806,1,802,280004,1,2,1,,,6,,1,50000,1,9,2014,1,,,60000
6,28,2806,1,164,280013,1,3,2,,,4,,1,50000,2,7,2015,2,3,2016,61000
6,28,2806,1,0,280014,1,2,1,,,9,,1,50000,2,6,2014,2,12,2015,70000
6,28,2816,1,2302,280021,1,2,1,,,7,,1,30000,2,5,2015,2,11,2015,36000
6,28,2816,1,2302,280022,1,2,1,,,11,"RENT FARM",1,50000,2,4,2015,2,10,2015,65000
6,28,2816,1,2302,280024,1,2,1,,,5,,1,40000,1,2,2015,2,12,2015,50000
1,26,2606,1,0,280035,1,6,1,,,11,"Personal upkeep",1,5000,1,7,2015,1,,,5000
6,28,2802,2,566,280044,1,1,1,,,11,"purchase of palm oil",1,50000,2,6,2015,2,10,2015,54000
6,28,2802,2,566,280045,1,2,1,,,7,,1,40000,1,9,2014,1,,,46000
6,28,2802,2,566,280046,1,1,1,,,11,"PAY SALARY",1,150000,1,8,2015,2,4,2016,154500
6,28,2802,2,566,280050,1,2,2,,,4,,1,80000,1,8,2014,2,9,2015,84000
6,28,2811,2,588,280051,1,6,1,,,3,,1,10000,1,3,2015,2,12,2015,10000
6,28,2811,2,588,280054,1,2,1,,,11,"CHILD TRAVELLING ABROAD",1,200000,1,9,2014,2,10,2015,210000
6,28,2811,2,588,280054,2,2,2,,,11,"CHILD TRAVELLING ABROAD",1,80000,1,9,2014,2,10,2015,82000
6,28,2811,2,588,280055,1,1,1,,,3,,1,50000,1,1,2015,2,12,2015,55000
6,28,2811,2,0,280056,1,2,1,8,,8,,1,80000,2,2,2015,2,11,2015,100000
6,28,2811,2,588,280057,1,6,1,,,2,,1,15000,1,2,2015,2,10,2015,15000
6,28,2815,2,1164,280061,1,1,1,,,6,,1,150000,1,2,2015,2,3,2016,157500
6,28,2815,2,0,280062,1,5,1,,,7,,1,10000,1,12,2014,2,11,2015,11000
6,28,2815,2,0,280067,1,2,1,,,2,,1,10000,2,3,2015,2,11,2015,10750
6,13,1308,2,0,280070,1,1,1,,,2,,1,100000,2,1,2015,2,11,2015,110000
6,28,2814,1,0,280082,1,2,1,,,9,,1,100000,2,9,2015,2,12,2015,105000
6,28,2814,1,1876,280083,1,2,1,,,7,,1,10000,2,7,2015,2,12,2015,13500
6,28,2814,1,1876,280085,1,5,1,,,11,"SUEGICAL OPERATION",1,100000,1,5,2015,2,12,2015,100000
6,28,2814,1,1876,280086,1,5,2,,,9,,1,100000,2,8,2015,2,10,2015,110000
6,28,2810,2,2394,280092,1,2,1,5,,5,,1,70000,2,2,2014,2,10,2016,77000
6,28,2810,2,2394,280094,1,2,1,,,4,,1,150000,1,2,2015,2,11,2015,200000
6,28,2810,2,2394,280096,1,2,1,,,11,"FOR PURCHASE OF FISHING MATERIALS AND YAMAHA ENGINE",1,1000000,1,3,2015,2,5,2016,1400000
6,28,2810,2,2394,280097,1,1,1,,,2,,1,1300000,1,12,2014,2,12,2016,1800000
6,28,2810,2,2394,280098,1,2,1,,,2,,1,600000,2,4,2014,2,12,2016,850000
6,28,2810,2,0,280100,1,2,4,,,5,,1,40000,2,2,2015,2,12,2015,120000
6,28,2810,1,3722,280103,1,2,1,2,,5,,1,190000,2,2,2015,2,12,2015,285000
6,28,2810,1,0,280104,1,6,,,,4,,1,100000,1,2,2015,2,12,2015,105000
6,28,2810,1,3722,280109,1,2,1,2,8,1,,1,1000000,1,12,2014,2,12,2015,1420000
6,28,2810,1,3722,280110,1,2,1,,,4,,1,100000,2,11,2014,2,10,2015,160000
6,28,2813,2,612,280113,1,2,2,,,11,"HUSBAND SICKNESS",1,40000,2,7,2015,2,9,2015,46000
6,28,2813,2,612,280114,1,1,2,,,3,,1,100000,2,11,2014,1,,,115000
6,28,2813,2,612,280118,1,1,1,,,1,,1,30000,1,11,2015,1,,,31000
6,28,2807,2,1266,280123,1,2,2,,,7,,1,20000,2,4,2015,2,12,2015,21500
6,28,2807,2,1266,280129,1,2,1,,,11,"BUYING CANOE",1,10000,1,3,2015,1,,,12500
6,29,2930,1,530,290003,1,2,2,,,4,,1,50000,1,9,2014,2,9,2015,57500
6,29,2930,1,1418,290028,1,5,1,2,,7,,1,50000,2,5,2015,2,10,2015,55000
6,29,2930,1,1300,290031,1,3,2,,,11,"TO IMPROVE BUSINESS",2,,,,,,,,
6,29,2909,2,220,290043,1,4,1,,,1,,2,,,,,,,,
6,29,2909,2,220,290045,1,5,2,,,5,,1,20000,1,3,2015,2,12,2016,25000
6,29,2909,2,220,290047,1,1,2,,,9,,1,80000,1,2,2014,2,12,2015,88000
6,29,2905,1,384,290066,1,1,1,,,9,,1,100000,2,11,2014,2,12,2015,110000
6,29,2905,1,384,290070,1,7,1,,,8,,2,,,,,,,,
6,29,2910,1,0,290086,1,3,1,,,4,,1,50000,1,8,2014,1,,,65000
6,29,2910,1,350,290088,1,1,2,,,7,,1,200000,1,7,2014,2,9,2015,220000
6,29,2910,1,350,290090,1,3,1,,,4,,1,30000,2,7,2015,2,3,2016,37000
6,29,2911,1,0,290092,1,1,2,,,4,,1,32000,1,11,2014,2,11,2015,33600
6,29,2911,1,746,290094,1,2,4,,,4,,1,40000,1,3,2015,2,11,2015,54000
6,29,2911,2,1870,290108,1,1,2,,,4,,1,150000,2,10,2014,1,,,172500
6,29,2923,2,1126,290111,1,6,1,,,10,,1,8000,1,4,2015,1,,,8000
6,29,2923,2,1126,290113,1,9,1,,,2,,1,20000,1,4,2015,2,12,2015,20000
6,29,2923,2,1126,290114,1,1,9,,,11,"to improve capital",2,,,,,,,,
6,29,2923,2,1126,290116,1,1,3,,,4,,2,,,,,,,,
6,29,2923,2,1126,290117,1,1,2,,,7,,1,200000,1,9,2014,1,,,220000
6,29,2923,2,1126,290118,1,2,1,,,11,"RENOVATION OF HOUSE",2,,,,,,,,
6,29,2923,2,1126,290120,1,2,2,,,11,"IMPROVE ON BIUSINESS",1,90000,1,4,2015,2,11,2015,135000
6,29,2923,2,1126,290120,2,4,1,,,4,,2,,,,,,,,
6,29,2923,1,396,290127,1,5,1,,,7,,1,30000,1,1,2015,2,10,2015,30750
6,29,2923,1,396,290129,1,2,2,,,9,,1,30000,1,3,2015,2,12,2015,45000
6,29,2923,1,396,290129,2,1,1,,,9,,1,150000,1,10,2014,2,10,2015,165000
6,29,2923,1,396,290130,1,5,1,,,2,,1,90000,1,11,2014,2,10,2015,92250
6,29,2902,1,1028,290132,1,2,2,,,5,,1,150000,1,2,2015,2,2,2016,200000
6,29,2902,1,1028,290135,1,1,1,,,2,,1,500000,1,6,2014,1,,,550000
6,29,2920,1,506,290149,1,1,2,,,3,,1,300000,2,6,2014,1,,,350000
6,29,2920,1,1210,290153,1,9,1,,,2,,1,160000,2,4,2014,2,12,2015,250000
6,29,2920,1,1210,290154,1,9,1,,,4,,1,80000,1,6,2015,2,2,2016,100800
6,29,2914,1,214,290162,1,1,2,,,7,,1,350000,2,2,2014,2,2,2019,385000
6,29,2914,1,214,290165,1,1,1,,,1,,1,800000,1,2,2015,2,10,2015,880000
6,29,2914,1,214,290167,1,1,1,,,11,"FOR FARM USE",1,50000,1,7,2015,2,6,2016,53000
6,29,2914,1,214,290169,1,1,1,,,7,,1,80000,1,8,2015,2,8,2015,88000
6,29,2914,1,214,290169,2,5,2,,,7,,1,20000,1,1,2015,1,,,21000
6,30,3026,1,0,300010,1,,,,,4,,1,150000,2,10,2014,1,,,165000
6,30,3007,1,1624,300014,1,3,3,,,4,,1,70000,1,12,2014,1,,,85000
6,30,3007,1,1624,300016,1,4,1,,,4,,1,100000,2,9,2014,2,9,2015,104100
6,30,3018,2,914,300029,1,1,1,,,4,,1,50000,2,4,2014,1,,,55000
6,30,3012,1,0,300040,1,9,1,,,4,,1,100000,2,6,2015,2,12,2015,110000
6,30,3014,2,120,300044,1,9,1,,,7,,1,40000,2,6,2014,2,11,2015,40000
6,30,3014,2,120,300050,1,6,1,,,10,,1,20000,1,2,2015,1,,,20000
6,30,3024,1,1924,300051,1,1,1,,,8,,1,800000,1,8,2014,2,9,2015,896000
6,30,3024,1,1406,300061,1,1,2,,,4,,1,70000,2,5,2014,1,,,77000
6,30,3024,1,1406,300069,1,1,1,,,7,,1,300000,2,4,2015,2,12,2015,354000
6,30,3025,1,2052,300074,1,3,11,,,4,,1,40000,1,12,2014,1,,,47040
6,30,3005,1,0,300083,1,3,1,,,11,"BUILDING PROJECT",1,480000,2,10,2014,1,,,528000
6,30,3005,1,0,300083,2,3,2,,,11,"BUILDING PROJECT",1,120000,2,10,2014,1,,,132000
6,30,3005,1,2942,300091,1,1,2,,,7,,1,500000,2,12,2014,1,,,550000
6,30,3005,1,0,300095,1,5,1,,,11,"CATER FOR THE SICK",1,45000,2,8,2014,2,7,2016,55000
6,30,3005,1,2942,300098,1,1,1,,,7,,1,300000,2,8,2014,2,12,2015,330000
1,23,2308,1,0,300102,1,6,1,,,10,,1,4000,2,8,2015,2,10,2015,4000
1,23,2308,1,0,300106,1,6,1,,,6,,1,7000,2,11,2014,2,6,2016,7000
6,30,3010,1,1762,300107,1,5,1,,,10,,1,50000,1,12,2014,1,,,60000
6,30,3010,1,1762,300109,1,1,1,,,11,"DOMESTIC PURPOSE",2,,,,,,,,
6,30,3010,1,1762,300109,2,1,2,,,11,"IMPROVE BUSSINESS",1,35000,2,5,2015,2,11,2015,42000
6,30,3009,1,0,300111,1,6,2,,,4,,1,10000,2,10,2015,2,1,2016,10000
6,30,3009,1,1642,300114,1,5,1,,,9,,1,120000,2,8,2014,1,,,150000
6,30,3009,1,1642,300114,2,5,7,,,11,"TO ADD UP BUS",1,50000,2,6,2014,2,10,2015,65000
6,30,3009,1,0,300120,1,1,1,,,4,,1,590000,1,4,2015,2,1,2016,635180
6,30,3020,1,322,300124,1,9,1,,,11,"CONSTRUCTION OF PENS",1,500000,2,8,2015,2,10,2015,512500
6,30,3002,1,0,300139,1,3,1,,,4,,1,70000,2,4,2015,2,1,2016,82600
6,30,3002,1,0,300142,1,4,1,2,,7,,1,1000000,1,2,2015,2,2,2016,1300000
6,30,3002,1,0,300144,1,5,1,,,9,,1,15000,1,7,2015,1,,,15750
6,30,3002,1,0,300147,1,1,1,,,4,,1,200000,2,5,2015,2,1,2016,220000
6,30,3002,1,1264,300148,1,6,2,,,4,,1,25000,2,7,2015,2,6,2016,30000
6,30,3016,1,390,300161,1,7,1,,,4,,1,100000,2,8,2014,2,9,2015,130000
6,30,3016,1,390,300168,1,8,1,,,5,,1,5000,1,8,2015,2,8,2015,5500
6,30,3023,2,622,300172,1,6,1,,,5,,1,2000,2,6,2015,2,9,2015,2000
6,30,3015,2,1688,300194,1,7,1,,,2,,1,120000,1,4,2015,2,2,2016,132000
6,30,3015,2,1688,300196,1,6,1,,,2,,1,280000,2,5,2015,2,11,2015,280000
6,30,3032,1,1088,300201,1,4,1,,,9,,1,400000,2,5,2014,2,5,2017,568800
6,30,3032,1,1088,300202,1,1,2,,,9,,1,300000,2,10,2014,2,10,2015,325000
6,30,3032,1,1088,300202,2,1,1,,,9,,1,120000,2,9,2014,2,10,2015,120000
6,30,3032,1,1088,300202,3,1,2,,,9,,1,100000,2,11,2014,2,10,2015,100000
6,30,3032,1,1088,300203,1,9,1,,,10,,1,20000,2,6,2015,2,12,2015,20000
6,30,3032,1,1088,300204,1,1,1,,,5,,1,150000,2,3,2015,2,3,2016,161250
6,30,3032,1,1088,300210,1,6,1,,,5,,1,200000,1,2,2015,1,,,200000
6,30,3019,2,0,300221,1,4,1,,,9,,1,500000,2,12,2014,2,11,2017,620000
6,30,3019,2,0,300221,2,1,2,,,9,,1,300000,2,6,2015,2,5,2016,315000
6,30,3004,2,0,300223,1,9,1,,,9,,1,50000,2,2,2015,2,1,2017,65000
6,30,3004,2,216,300225,1,5,1,,,2,,1,160000,1,12,2014,2,12,2015,160000
1,31,3105,1,2914,310001,1,2,2,,,4,,1,10000,2,2,2015,2,10,2015,15000
1,31,3105,1,2914,310006,1,3,2,,,4,,1,40000,1,11,2014,1,,,45240
1,31,3101,2,604,310020,1,9,1,,,2,,1,1000000,2,5,2014,1,,,12000000
1,31,3111,2,2966,310036,1,6,2,,,7,,1,20000,2,3,2015,2,10,2015,20000
1,31,3112,2,350,310089,1,9,2,,,11,"SICKNESS",1,3000,1,4,2015,2,11,2015,3000
4,14,1404,1,0,320007,1,4,1,,,1,,1,800000,2,2,2015,2,2,2018,992000
5,32,3215,1,0,320057,1,4,1,,,9,,1,400000,2,12,2014,2,3,2016,480000
5,32,3215,1,1896,320066,1,6,1,,,7,,1,300000,2,1,2015,2,9,2016,390000
5,32,3215,1,1896,320067,1,6,2,,,3,,2,,,,,,,,
5,32,3215,1,1896,320068,1,6,1,,,9,,1,50000,1,5,2015,1,,,50000
5,32,3215,1,1896,320073,1,3,2,,,4,,1,70000,2,2,2015,2,9,2015,118000
5,32,3206,2,276,320076,1,9,1,,,4,,2,,,,,,,,
5,32,3206,2,276,320078,1,1,1,,,6,,1,200000,2,3,2014,1,,,260000
5,32,3208,2,2244,320092,1,2,2,5,,4,,1,135000,1,12,2014,2,6,2016,232200
5,32,3204,1,346,320102,1,2,2,,,4,,2,,,,,,,,
5,32,3204,1,346,320103,1,3,1,,,1,,1,800000,1,3,2014,2,3,2016,950000
5,32,3201,2,2034,320104,1,4,1,,,9,,2,,,,,,,,
5,32,3201,2,2034,320105,1,4,1,,,7,,1,300000,2,3,2014,1,,,350000
5,32,3222,1,1624,320107,1,6,3,,,9,,1,200000,2,4,2015,2,12,2015,200000
5,32,3222,1,1624,320110,1,6,1,,,5,,1,20000,1,10,2014,1,,,25000
5,32,3201,2,2034,320119,1,4,1,,,1,,1,1000000,1,3,2015,2,3,2017,1200000
5,32,3202,2,84,320137,1,1,1,,,5,,1,7000,1,7,2014,2,12,2015,9100
5,32,3213,2,128,320181,1,2,1,,,7,,1,100000,1,11,2014,2,10,2015,140000
3,33,3310,2,476,330024,1,6,1,,,2,,2,,,,,,,,
3,33,3323,2,92,330031,1,6,1,,,11,"REPAIR OF HOUSE HOLD BUILDING.",1,10000,1,3,2015,2,11,2015,10000
2,34,3415,2,268,340013,1,5,2,,,2,,2,,,,,,,,
2,34,3415,2,268,340014,1,5,1,2,,2,,1,110000,1,6,2015,1,,,125000
2,34,3415,2,268,340016,1,2,1,10,,10,,1,16000,2,4,2015,1,,,18400
2,34,3415,2,268,340018,1,2,1,2,,4,,1,16000,2,5,2015,2,11,2015,16800
2,35,3515,2,316,350023,1,7,1,2,,2,,1,20000,1,6,2015,1,,,20000
2,35,3506,2,1040,350043,1,6,1,,,2,,1,10000,1,6,2015,2,11,2015,10000
2,35,3501,2,1228,350081,1,5,1,,,4,,1,50000,1,7,2015,2,10,2015,0
2,35,3501,2,1228,350082,1,1,1,,,5,,1,25000,2,7,2015,2,1,2016,25000
2,35,3501,2,1228,350085,1,6,1,,,11,"Buy food",1,20000,2,7,2015,2,5,2016,20000
2,35,3501,2,1228,350090,1,7,1,,,2,,1,40000,1,8,2015,2,2,2016,40000
2,35,3509,2,1310,350109,1,3,1,,,2,,1,60000,1,6,2014,1,,,63000
2,35,3509,2,2276,350114,1,6,1,,,6,,1,20000,1,9,2015,2,12,2015,20000
2,35,3509,2,2276,350116,1,6,1,,,2,,1,5000,1,4,2015,2,8,2015,5000
3,36,3607,1,2596,360004,1,6,1,,,2,,1,5000,1,5,2015,2,11,2015,5000
3,36,3605,2,240,360013,1,6,1,,,1,,1,30000,1,6,2015,2,12,2015,30000
3,36,3603,2,978,360021,1,6,2,,,4,,1,10000,2,12,2014,1,,,10000
3,36,3603,2,978,360023,1,7,1,,,2,,1,25000,1,5,2015,2,2,2016,25000
3,36,3603,2,978,360024,1,6,3,,,2,,1,11000,2,5,2015,2,1,2016,11000
3,36,3603,2,978,360026,1,6,1,,,2,,1,35000,1,11,2014,1,,,35000
3,36,3603,2,978,360027,1,6,1,,,1,,1,50000,1,5,2015,1,,,50000
3,36,3603,2,978,360028,1,7,1,,,2,,1,40000,1,6,2015,2,7,2016,40000
3,36,3603,2,978,360030,1,6,1,,,1,,1,40000,1,2,2014,1,,,40000
3,36,3608,2,2078,360033,1,7,1,,,2,,1,22000,1,6,2015,2,12,2015,22000
3,36,3608,2,2078,360037,1,7,1,,,2,,1,40000,1,6,2015,1,,,40000
3,36,3608,2,2078,360038,1,7,1,,,2,,1,30000,1,5,2015,1,,,30000
3,36,3613,2,1066,360042,1,6,1,,,6,,1,25000,1,2,2015,1,,,25000
3,36,3613,2,1066,360043,1,6,1,,,3,,1,48000,1,5,2015,2,12,2015,48000
3,36,3613,2,1066,360044,1,7,2,,,4,,1,10000,1,3,2015,1,,,10000
3,36,3613,2,1066,360045,1,6,1,,,10,,1,20000,1,1,2015,1,,,20000
3,36,3613,2,1066,360047,1,7,1,,,4,,1,20000,1,4,2015,1,,,20000
3,36,3613,2,1066,360048,1,6,1,,,3,,1,10000,1,4,2015,1,,,10000
3,36,3613,2,1066,360049,1,5,1,2,,1,,2,,,,,,,,
3,36,3613,2,1066,360050,1,5,1,2,,9,,1,10000,1,3,2015,2,9,2015,10000
3,36,3610,2,1826,360051,1,6,1,,,4,,1,35000,2,12,2014,1,,,35000
3,36,3610,2,1826,360053,1,6,1,,,2,,1,50000,1,4,2015,2,12,2015,50000
3,36,3610,2,1826,360054,1,7,1,,,2,,1,37200,2,7,2015,2,1,2016,37200
3,36,3610,2,1826,360056,1,6,1,,,3,,1,40000,1,11,2014,1,,,40000
3,36,3610,2,1826,360057,1,5,1,,,2,,1,300000,1,3,2014,1,,,300000
3,36,3610,2,1826,360059,1,5,1,,,1,,1,47000,1,2,2015,1,,,47000
3,36,3601,2,1214,360061,1,6,1,,,9,,1,60000,1,2,2015,1,,,60000
3,36,3601,2,1214,360063,1,6,1,,,2,,1,35000,1,4,2015,2,12,2015,35000
3,36,3601,2,1214,360063,2,7,1,,,1,,1,22000,2,5,2015,2,11,2015,22000
3,36,3601,2,1214,360064,1,6,1,,,1,,1,35000,1,4,2015,2,11,2015,35000
3,36,3601,2,1214,360064,2,7,1,,,2,,1,20000,1,6,2015,2,12,2015,20000
3,36,3601,2,1214,360065,1,6,1,,,3,,1,30000,1,4,2015,1,,,30000
3,36,3601,2,1214,360066,1,6,1,,,2,,1,25000,1,5,2015,1,,,25000
3,36,3601,2,1214,360067,1,5,1,,,2,,1,40000,1,5,2015,2,11,2015,40000
3,36,3601,2,1214,360070,1,6,1,,,2,,1,50000,1,8,2015,2,6,2016,50000
3,36,3612,1,1474,360072,1,6,1,,,9,,1,32000,2,12,2014,1,,,32000
3,36,3612,1,1474,360074,1,6,1,,,2,,1,10000,1,5,2015,1,,,10000
3,36,3612,1,1474,360076,1,6,1,,,6,,1,25000,2,3,2015,2,12,2015,25000
3,36,3612,1,1474,360077,1,5,1,,,1,,1,35000,1,3,2014,1,,,35000
