"hhid","zone","state","lga","sector","ea","item_cd","item_desc","item_other","sa4q1","tracked_obs"
150034,2,15,1502,2,590,304,"Ridger",,0,0
150034,2,15,1502,2,590,305,"Planter",,0,0
150034,2,15,1502,2,590,306,"Pickup",,0,0
150034,2,15,1502,2,590,307,"Harvester",,0,0
150034,2,15,1502,2,590,308,"Water pump",,0,0
150034,2,15,1502,2,590,309,"Sprinkler",,0,0
150034,2,15,1502,2,590,310,"Other animal drawn e",,0,0
150034,2,15,1502,2,590,311,"Other tractor drawn",,0,0
150034,2,15,1502,2,590,312,"Sprayer",,0,0
150034,2,15,1502,2,590,313,"Outboard motor",,0,0
150034,2,15,1502,2,590,314,"Canoe",,0,0
150034,2,15,1502,2,590,315,"Boat",,0,0
150034,2,15,1502,2,590,316,"Fishing net",,0,0
150034,2,15,1502,2,590,317,"Safety equipment(fis",,0,0
150034,2,15,1502,2,590,318,"Wheelbarrow",,0,0
150034,2,15,1502,2,590,319,"Cutlass",,2,0
150034,2,15,1502,2,590,320,"Hoe",,2,0
150034,2,15,1502,2,590,321,"Sickle",,0,0
150034,2,15,1502,2,590,322,"Other (Specify)1",,,
150035,2,15,1502,2,590,301,"Tractor",,0,0
150035,2,15,1502,2,590,302,"Plough",,0,0
150035,2,15,1502,2,590,303,"Trailer/Cart",,1,0
150035,2,15,1502,2,590,304,"Ridger",,0,0
150035,2,15,1502,2,590,305,"Planter",,0,0
150035,2,15,1502,2,590,306,"Pickup",,0,0
150035,2,15,1502,2,590,307,"Harvester",,0,0
150035,2,15,1502,2,590,308,"Water pump",,0,0
150035,2,15,1502,2,590,309,"Sprinkler",,0,0
150035,2,15,1502,2,590,310,"Other animal drawn e",,2,0
150035,2,15,1502,2,590,311,"Other tractor drawn",,0,0
150035,2,15,1502,2,590,312,"Sprayer",,1,0
150035,2,15,1502,2,590,313,"Outboard motor",,0,0
150035,2,15,1502,2,590,314,"Canoe",,0,0
150035,2,15,1502,2,590,315,"Boat",,0,0
150035,2,15,1502,2,590,316,"Fishing net",,0,0
150035,2,15,1502,2,590,317,"Safety equipment(fis",,0,0
150035,2,15,1502,2,590,318,"Wheelbarrow",,0,0
150035,2,15,1502,2,590,319,"Cutlass",,3,0
150035,2,15,1502,2,590,320,"Hoe",,6,0
150035,2,15,1502,2,590,321,"Sickle",,2,0
150035,2,15,1502,2,590,322,"Other (Specify)1",,,
150037,2,15,1502,2,590,301,"Tractor",,0,0
150037,2,15,1502,2,590,302,"Plough",,0,0
150037,2,15,1502,2,590,303,"Trailer/Cart",,1,0
150037,2,15,1502,2,590,304,"Ridger",,0,0
150037,2,15,1502,2,590,305,"Planter",,0,0
150037,2,15,1502,2,590,306,"Pickup",,0,0
150037,2,15,1502,2,590,307,"Harvester",,0,0
150037,2,15,1502,2,590,308,"Water pump",,0,0
150037,2,15,1502,2,590,309,"Sprinkler",,0,0
150037,2,15,1502,2,590,310,"Other animal drawn e",,2,0
150037,2,15,1502,2,590,311,"Other tractor drawn",,0,0
150037,2,15,1502,2,590,312,"Sprayer",,1,0
150037,2,15,1502,2,590,313,"Outboard motor",,0,0
150037,2,15,1502,2,590,314,"Canoe",,0,0
150037,2,15,1502,2,590,315,"Boat",,0,0
150037,2,15,1502,2,590,316,"Fishing net",,0,0
150037,2,15,1502,2,590,317,"Safety equipment(fis",,0,0
150037,2,15,1502,2,590,318,"Wheelbarrow",,0,0
150037,2,15,1502,2,590,319,"Cutlass",,4,0
150037,2,15,1502,2,590,320,"Hoe",,12,0
150037,2,15,1502,2,590,321,"Sickle",,4,0
150037,2,15,1502,2,590,322,"Other (Specify)1",,3,0
150038,2,15,1502,2,590,301,"Tractor",,,0
150038,2,15,1502,2,590,302,"Plough",,,0
150038,2,15,1502,2,590,303,"Trailer/Cart",,,0
150038,2,15,1502,2,590,304,"Ridger",,,0
150038,2,15,1502,2,590,305,"Planter",,,0
150038,2,15,1502,2,590,306,"Pickup",,,0
150038,2,15,1502,2,590,307,"Harvester",,,0
150038,2,15,1502,2,590,308,"Water pump",,,0
150038,2,15,1502,2,590,309,"Sprinkler",,,0
150038,2,15,1502,2,590,310,"Other animal drawn e",,,0
150038,2,15,1502,2,590,311,"Other tractor drawn",,,0
150038,2,15,1502,2,590,312,"Sprayer",,,0
150038,2,15,1502,2,590,313,"Outboard motor",,,0
150038,2,15,1502,2,590,314,"Canoe",,,0
150038,2,15,1502,2,590,315,"Boat",,,0
150038,2,15,1502,2,590,316,"Fishing net",,,0
150038,2,15,1502,2,590,317,"Safety equipment(fis",,2,0
150038,2,15,1502,2,590,318,"Wheelbarrow",,,0
150038,2,15,1502,2,590,319,"Cutlass",,6,0
150038,2,15,1502,2,590,320,"Hoe",,10,0
150038,2,15,1502,2,590,321,"Sickle",,,0
150038,2,15,1502,2,590,322,"Other (Specify)1",,,
150039,2,15,1502,2,590,301,"Tractor",,0,0
150039,2,15,1502,2,590,302,"Plough",,0,0
150039,2,15,1502,2,590,303,"Trailer/Cart",,0,0
150039,2,15,1502,2,590,304,"Ridger",,0,0
150039,2,15,1502,2,590,305,"Planter",,0,0
150039,2,15,1502,2,590,306,"Pickup",,0,0
150039,2,15,1502,2,590,307,"Harvester",,0,0
150039,2,15,1502,2,590,308,"Water pump",,0,0
150039,2,15,1502,2,590,309,"Sprinkler",,0,0
150039,2,15,1502,2,590,310,"Other animal drawn e",,0,0
150039,2,15,1502,2,590,311,"Other tractor drawn",,0,0
150039,2,15,1502,2,590,312,"Sprayer",,1,0
150039,2,15,1502,2,590,313,"Outboard motor",,0,0
150039,2,15,1502,2,590,314,"Canoe",,0,0
150039,2,15,1502,2,590,315,"Boat",,0,0
150039,2,15,1502,2,590,316,"Fishing net",,0,0
150039,2,15,1502,2,590,317,"Safety equipment(fis",,0,0
150039,2,15,1502,2,590,318,"Wheelbarrow",,0,0
150039,2,15,1502,2,590,319,"Cutlass",,2,0
150039,2,15,1502,2,590,320,"Hoe",,3,0
150039,2,15,1502,2,590,321,"Sickle",,0,0
150039,2,15,1502,2,590,322,"Other (Specify)1",,,
150040,2,15,1502,2,590,301,"Tractor",,0,0
150040,2,15,1502,2,590,302,"Plough",,0,0
150040,2,15,1502,2,590,303,"Trailer/Cart",,0,0
150040,2,15,1502,2,590,304,"Ridger",,0,0
150040,2,15,1502,2,590,305,"Planter",,0,0
150040,2,15,1502,2,590,306,"Pickup",,0,0
150040,2,15,1502,2,590,307,"Harvester",,0,0
150040,2,15,1502,2,590,308,"Water pump",,0,0
150040,2,15,1502,2,590,309,"Sprinkler",,0,0
150040,2,15,1502,2,590,310,"Other animal drawn e",,0,0
150040,2,15,1502,2,590,311,"Other tractor drawn",,0,0
150040,2,15,1502,2,590,312,"Sprayer",,1,0
150040,2,15,1502,2,590,313,"Outboard motor",,0,0
150040,2,15,1502,2,590,314,"Canoe",,0,0
150040,2,15,1502,2,590,315,"Boat",,0,0
150040,2,15,1502,2,590,316,"Fishing net",,0,0
150040,2,15,1502,2,590,317,"Safety equipment(fis",,0,0
150040,2,15,1502,2,590,318,"Wheelbarrow",,0,0
150040,2,15,1502,2,590,319,"Cutlass",,2,0
150040,2,15,1502,2,590,320,"Hoe",,3,0
150040,2,15,1502,2,590,321,"Sickle",,0,0
150040,2,15,1502,2,590,322,"Other (Specify)1",,,
150041,2,15,1510,2,616,301,"Tractor",,0,0
150041,2,15,1510,2,616,302,"Plough",,0,0
150041,2,15,1510,2,616,303,"Trailer/Cart",,0,0
150041,2,15,1510,2,616,304,"Ridger",,0,0
150041,2,15,1510,2,616,305,"Planter",,0,0
150041,2,15,1510,2,616,306,"Pickup",,0,0
150041,2,15,1510,2,616,307,"Harvester",,0,0
150041,2,15,1510,2,616,308,"Water pump",,0,0
150041,2,15,1510,2,616,309,"Sprinkler",,0,0
150041,2,15,1510,2,616,310,"Other animal drawn e",,0,0
150041,2,15,1510,2,616,311,"Other tractor drawn",,0,0
150041,2,15,1510,2,616,312,"Sprayer",,1,0
150041,2,15,1510,2,616,313,"Outboard motor",,0,0
150041,2,15,1510,2,616,314,"Canoe",,0,0
150041,2,15,1510,2,616,315,"Boat",,0,0
150041,2,15,1510,2,616,316,"Fishing net",,0,0
150041,2,15,1510,2,616,317,"Safety equipment(fis",".",0,0
150041,2,15,1510,2,616,318,"Wheelbarrow",,0,0
150041,2,15,1510,2,616,319,"Cutlass",,1,0
150041,2,15,1510,2,616,320,"Hoe",,3,0
150041,2,15,1510,2,616,321,"Sickle",,2,0
150041,2,15,1510,2,616,322,"Other (Specify)1",,,
150042,2,15,1510,2,616,301,"Tractor",,0,0
150042,2,15,1510,2,616,302,"Plough",,0,0
150042,2,15,1510,2,616,303,"Trailer/Cart",,0,0
150042,2,15,1510,2,616,304,"Ridger",,0,0
150042,2,15,1510,2,616,305,"Planter",,0,0
150042,2,15,1510,2,616,306,"Pickup",,0,0
150042,2,15,1510,2,616,307,"Harvester",,0,0
150042,2,15,1510,2,616,308,"Water pump",,0,0
150042,2,15,1510,2,616,309,"Sprinkler",,0,0
150042,2,15,1510,2,616,310,"Other animal drawn e",,0,0
150042,2,15,1510,2,616,311,"Other tractor drawn",,0,0
150042,2,15,1510,2,616,312,"Sprayer",,1,0
150042,2,15,1510,2,616,313,"Outboard motor",,0,0
150042,2,15,1510,2,616,314,"Canoe",,0,0
150042,2,15,1510,2,616,315,"Boat",,0,0
150042,2,15,1510,2,616,316,"Fishing net",,0,0
150042,2,15,1510,2,616,317,"Safety equipment(fis",,0,0
150042,2,15,1510,2,616,318,"Wheelbarrow",,0,0
150042,2,15,1510,2,616,319,"Cutlass",,3,0
150042,2,15,1510,2,616,320,"Hoe",,4,0
150042,2,15,1510,2,616,321,"Sickle",,0,0
150042,2,15,1510,2,616,322,"Other (Specify)1",,,
150043,2,15,1510,2,616,301,"Tractor",,0,0
150043,2,15,1510,2,616,302,"Plough",,0,0
150043,2,15,1510,2,616,303,"Trailer/Cart",,0,0
150043,2,15,1510,2,616,304,"Ridger",,0,0
150043,2,15,1510,2,616,305,"Planter",,0,0
150043,2,15,1510,2,616,306,"Pickup",,0,0
150043,2,15,1510,2,616,307,"Harvester",,0,0
150043,2,15,1510,2,616,308,"Water pump",,0,0
150043,2,15,1510,2,616,309,"Sprinkler",,0,0
150043,2,15,1510,2,616,310,"Other animal drawn e",,0,0
150043,2,15,1510,2,616,311,"Other tractor drawn",,0,0
150043,2,15,1510,2,616,312,"Sprayer",,1,0
150043,2,15,1510,2,616,313,"Outboard motor",,0,0
150043,2,15,1510,2,616,314,"Canoe",,0,0
150043,2,15,1510,2,616,315,"Boat",,0,0
150043,2,15,1510,2,616,316,"Fishing net",,0,0
150043,2,15,1510,2,616,317,"Safety equipment(fis",,0,0
150043,2,15,1510,2,616,318,"Wheelbarrow",,0,0
150043,2,15,1510,2,616,319,"Cutlass",,3,0
150043,2,15,1510,2,616,320,"Hoe",,7,0
150043,2,15,1510,2,616,321,"Sickle",,0,0
150043,2,15,1510,2,616,322,"Other (Specify)1",,,
150044,2,15,1510,2,616,301,"Tractor",,0,0
150044,2,15,1510,2,616,302,"Plough",,0,0
150044,2,15,1510,2,616,303,"Trailer/Cart",,0,0
150044,2,15,1510,2,616,304,"Ridger",,0,0
150044,2,15,1510,2,616,305,"Planter",,0,0
150044,2,15,1510,2,616,306,"Pickup",,0,0
150044,2,15,1510,2,616,307,"Harvester",,0,0
150044,2,15,1510,2,616,308,"Water pump",,0,0
150044,2,15,1510,2,616,309,"Sprinkler",,0,0
150044,2,15,1510,2,616,310,"Other animal drawn e",,0,0
150044,2,15,1510,2,616,311,"Other tractor drawn",,0,0
150044,2,15,1510,2,616,312,"Sprayer",,0,0
150044,2,15,1510,2,616,313,"Outboard motor",,0,0
150044,2,15,1510,2,616,314,"Canoe",,0,0
150044,2,15,1510,2,616,315,"Boat",,0,0
150044,2,15,1510,2,616,316,"Fishing net",,0,0
150044,2,15,1510,2,616,317,"Safety equipment(fis",,0,0
150044,2,15,1510,2,616,318,"Wheelbarrow",,0,0
150044,2,15,1510,2,616,319,"Cutlass",,1,0
150044,2,15,1510,2,616,320,"Hoe",,2,0
150044,2,15,1510,2,616,321,"Sickle",,0,0
150044,2,15,1510,2,616,322,"Other (Specify)1",,,
150045,2,15,1510,2,616,301,"Tractor",,0,0
150045,2,15,1510,2,616,302,"Plough",,0,0
150045,2,15,1510,2,616,303,"Trailer/Cart",,0,0
150045,2,15,1510,2,616,304,"Ridger",,0,0
150045,2,15,1510,2,616,305,"Planter",,0,0
150045,2,15,1510,2,616,306,"Pickup",,0,0
150045,2,15,1510,2,616,307,"Harvester",,0,0
150045,2,15,1510,2,616,308,"Water pump",,0,0
150045,2,15,1510,2,616,309,"Sprinkler",,0,0
150045,2,15,1510,2,616,310,"Other animal drawn e",,1,0
150045,2,15,1510,2,616,311,"Other tractor drawn",,0,0
150045,2,15,1510,2,616,312,"Sprayer",,1,0
150045,2,15,1510,2,616,313,"Outboard motor",,0,0
150045,2,15,1510,2,616,314,"Canoe",,0,0
150045,2,15,1510,2,616,315,"Boat",,0,0
150045,2,15,1510,2,616,316,"Fishing net",,0,0
150045,2,15,1510,2,616,317,"Safety equipment(fis",,0,0
150045,2,15,1510,2,616,318,"Wheelbarrow",,0,0
150045,2,15,1510,2,616,319,"Cutlass",,2,0
150045,2,15,1510,2,616,320,"Hoe",,4,0
150045,2,15,1510,2,616,321,"Sickle",,2,0
150045,2,15,1510,2,616,322,"Other (Specify)1",,1,0
150046,2,15,1510,2,616,301,"Tractor",,0,0
150046,2,15,1510,2,616,302,"Plough",,0,0
150046,2,15,1510,2,616,303,"Trailer/Cart",,0,0
150046,2,15,1510,2,616,304,"Ridger",,0,0
150046,2,15,1510,2,616,305,"Planter",,0,0
150046,2,15,1510,2,616,306,"Pickup",,0,0
150046,2,15,1510,2,616,307,"Harvester",,0,0
150046,2,15,1510,2,616,308,"Water pump",,0,0
150046,2,15,1510,2,616,309,"Sprinkler",,0,0
150046,2,15,1510,2,616,310,"Other animal drawn e",,0,0
150046,2,15,1510,2,616,311,"Other tractor drawn",,0,0
150046,2,15,1510,2,616,312,"Sprayer",,0,0
150046,2,15,1510,2,616,313,"Outboard motor",,0,0
150046,2,15,1510,2,616,314,"Canoe",,0,0
150046,2,15,1510,2,616,315,"Boat",,0,0
150046,2,15,1510,2,616,316,"Fishing net",,0,0
150046,2,15,1510,2,616,317,"Safety equipment(fis",,0,0
150046,2,15,1510,2,616,318,"Wheelbarrow",,0,0
150046,2,15,1510,2,616,319,"Cutlass",,3,0
150046,2,15,1510,2,616,320,"Hoe",,4,0
150046,2,15,1510,2,616,321,"Sickle",,0,0
150046,2,15,1510,2,616,322,"Other (Specify)1",,,
150047,2,15,1510,2,616,301,"Tractor",,0,0
150047,2,15,1510,2,616,302,"Plough",,0,0
150047,2,15,1510,2,616,303,"Trailer/Cart",,0,0
150047,2,15,1510,2,616,304,"Ridger",,0,0
150047,2,15,1510,2,616,305,"Planter",,0,0
150047,2,15,1510,2,616,306,"Pickup",,0,0
150047,2,15,1510,2,616,307,"Harvester",,0,0
150047,2,15,1510,2,616,308,"Water pump",,0,0
150047,2,15,1510,2,616,309,"Sprinkler",,0,0
150047,2,15,1510,2,616,310,"Other animal drawn e",,0,0
150047,2,15,1510,2,616,311,"Other tractor drawn",,0,0
150047,2,15,1510,2,616,312,"Sprayer",,0,0
150047,2,15,1510,2,616,313,"Outboard motor",,0,0
150047,2,15,1510,2,616,314,"Canoe",,0,0
150047,2,15,1510,2,616,315,"Boat",,0,0
150047,2,15,1510,2,616,316,"Fishing net",,0,0
150047,2,15,1510,2,616,317,"Safety equipment(fis",,0,0
150047,2,15,1510,2,616,318,"Wheelbarrow",,0,0
150047,2,15,1510,2,616,319,"Cutlass",,4,0
150047,2,15,1510,2,616,320,"Hoe",,6,0
150047,2,15,1510,2,616,321,"Sickle",,0,0
150047,2,15,1510,2,616,322,"Other (Specify)1",,,
150048,2,15,1510,2,616,301,"Tractor",,0,0
150048,2,15,1510,2,616,302,"Plough",,0,0
150048,2,15,1510,2,616,303,"Trailer/Cart",,0,0
150048,2,15,1510,2,616,304,"Ridger",,0,0
150048,2,15,1510,2,616,305,"Planter",,0,0
150048,2,15,1510,2,616,306,"Pickup",,0,0
150048,2,15,1510,2,616,307,"Harvester",,0,0
150048,2,15,1510,2,616,308,"Water pump",,0,0
150048,2,15,1510,2,616,309,"Sprinkler",,0,0
150048,2,15,1510,2,616,311,"Other tractor drawn",,0,0
150048,2,15,1510,2,616,312,"Sprayer",,1,0
150048,2,15,1510,2,616,313,"Outboard motor",,0,0
150048,2,15,1510,2,616,314,"Canoe",,2,0
150048,2,15,1510,2,616,315,"Boat",,0,0
150048,2,15,1510,2,616,316,"Fishing net",,0,0
150048,2,15,1510,2,616,317,"Safety equipment(fis",,0,0
150048,2,15,1510,2,616,318,"Wheelbarrow",,0,0
150048,2,15,1510,2,616,319,"Cutlass",,2,0
150048,2,15,1510,2,616,320,"Hoe",,5,0
150048,2,15,1510,2,616,321,"Sickle",,3,0
150048,2,15,1510,2,616,322,"Other (Specify)1",,2,0
150049,2,15,1510,2,616,301,"Tractor",,0,0
150049,2,15,1510,2,616,302,"Plough",,0,0
150049,2,15,1510,2,616,303,"Trailer/Cart",,0,0
150049,2,15,1510,2,616,304,"Ridger",,0,0
150049,2,15,1510,2,616,305,"Planter",,0,0
150049,2,15,1510,2,616,306,"Pickup",,0,0
150049,2,15,1510,2,616,307,"Harvester",,0,0
150049,2,15,1510,2,616,308,"Water pump",,0,0
150049,2,15,1510,2,616,309,"Sprinkler",,0,0
150049,2,15,1510,2,616,310,"Other animal drawn e",,0,0
150049,2,15,1510,2,616,311,"Other tractor drawn",,0,0
150049,2,15,1510,2,616,312,"Sprayer",,2,0
150049,2,15,1510,2,616,313,"Outboard motor",,0,0
150049,2,15,1510,2,616,314,"Canoe",,0,0
150049,2,15,1510,2,616,315,"Boat",,0,0
150049,2,15,1510,2,616,316,"Fishing net",,0,0
150049,2,15,1510,2,616,317,"Safety equipment(fis",,0,0
150049,2,15,1510,2,616,318,"Wheelbarrow",,0,0
150049,2,15,1510,2,616,319,"Cutlass",,5,0
150049,2,15,1510,2,616,320,"Hoe",,6,0
150049,2,15,1510,2,616,321,"Sickle",,0,0
150049,2,15,1510,2,616,322,"Other (Specify)1",,,
150050,2,15,1510,2,616,301,"Tractor",,0,0
150050,2,15,1510,2,616,302,"Plough",,0,0
150050,2,15,1510,2,616,303,"Trailer/Cart",,0,0
150050,2,15,1510,2,616,304,"Ridger",,0,0
150050,2,15,1510,2,616,305,"Planter",,0,0
150050,2,15,1510,2,616,306,"Pickup",,0,0
150050,2,15,1510,2,616,307,"Harvester",,0,0
150050,2,15,1510,2,616,308,"Water pump",,0,0
150050,2,15,1510,2,616,309,"Sprinkler",,0,0
150050,2,15,1510,2,616,310,"Other animal drawn e",,0,0
150050,2,15,1510,2,616,311,"Other tractor drawn",,0,0
150050,2,15,1510,2,616,312,"Sprayer",,1,0
150050,2,15,1510,2,616,313,"Outboard motor",,0,0
150050,2,15,1510,2,616,314,"Canoe",,0,0
150050,2,15,1510,2,616,315,"Boat",,0,0
150050,2,15,1510,2,616,316,"Fishing net",,0,0
150050,2,15,1510,2,616,317,"Safety equipment(fis",,0,0
150050,2,15,1510,2,616,318,"Wheelbarrow",,0,0
150050,2,15,1510,2,616,319,"Cutlass",,1,0
150050,2,15,1510,2,616,320,"Hoe",,7,0
150050,2,15,1510,2,616,321,"Sickle",,0,0
150050,2,15,1510,2,616,322,"Other (Specify)1",,,
150051,2,15,1507,2,458,301,"Tractor",,,0
150051,2,15,1507,2,458,302,"Plough",,,0
150051,2,15,1507,2,458,303,"Trailer/Cart",,,0
150051,2,15,1507,2,458,304,"Ridger",,,0
150051,2,15,1507,2,458,305,"Planter",,,0
150051,2,15,1507,2,458,306,"Pickup",,,0
150051,2,15,1507,2,458,307,"Harvester",,,0
150051,2,15,1507,2,458,308,"Water pump",,,0
150051,2,15,1507,2,458,309,"Sprinkler",,,0
150051,2,15,1507,2,458,310,"Other animal drawn e",,,0
150051,2,15,1507,2,458,311,"Other tractor drawn",,,0
150051,2,15,1507,2,458,312,"Sprayer",,,0
150051,2,15,1507,2,458,313,"Outboard motor",,,0
150051,2,15,1507,2,458,314,"Canoe",,,0
150051,2,15,1507,2,458,315,"Boat",,,0
150051,2,15,1507,2,458,316,"Fishing net",,,0
150051,2,15,1507,2,458,317,"Safety equipment(fis",,,0
150051,2,15,1507,2,458,318,"Wheelbarrow",,,0
150051,2,15,1507,2,458,319,"Cutlass",,7,0
150051,2,15,1507,2,458,320,"Hoe",,12,0
150051,2,15,1507,2,458,321,"Sickle",,,0
150051,2,15,1507,2,458,322,"Other (Specify)1",,,
150052,2,15,1507,2,458,301,"Tractor",,0,0
150052,2,15,1507,2,458,302,"Plough",,0,0
150052,2,15,1507,2,458,303,"Trailer/Cart",,0,0
150052,2,15,1507,2,458,304,"Ridger",,0,0
150052,2,15,1507,2,458,305,"Planter",,0,0
150052,2,15,1507,2,458,306,"Pickup",,0,0
150052,2,15,1507,2,458,307,"Harvester",,0,0
150052,2,15,1507,2,458,308,"Water pump",,0,0
150052,2,15,1507,2,458,309,"Sprinkler",,0,0
150052,2,15,1507,2,458,310,"Other animal drawn e",,0,0
150052,2,15,1507,2,458,311,"Other tractor drawn",,0,0
150052,2,15,1507,2,458,312,"Sprayer",,2,0
150052,2,15,1507,2,458,313,"Outboard motor",,0,0
150052,2,15,1507,2,458,314,"Canoe",,0,0
150052,2,15,1507,2,458,315,"Boat",,0,0
150052,2,15,1507,2,458,316,"Fishing net",,0,0
150052,2,15,1507,2,458,317,"Safety equipment(fis",,0,0
150052,2,15,1507,2,458,318,"Wheelbarrow",,0,0
150052,2,15,1507,2,458,319,"Cutlass",,4,0
150052,2,15,1507,2,458,320,"Hoe",,5,0
150052,2,15,1507,2,458,321,"Sickle",,0,0
150052,2,15,1507,2,458,322,"Other (Specify)1",,,
150053,2,15,1507,2,458,301,"Tractor",,0,0
150053,2,15,1507,2,458,302,"Plough",,0,0
150053,2,15,1507,2,458,303,"Trailer/Cart",,0,0
150053,2,15,1507,2,458,304,"Ridger",,0,0
150053,2,15,1507,2,458,305,"Planter",,0,0
150053,2,15,1507,2,458,306,"Pickup",,0,0
150053,2,15,1507,2,458,307,"Harvester",,0,0
150053,2,15,1507,2,458,308,"Water pump",,0,0
150053,2,15,1507,2,458,309,"Sprinkler",,0,0
150053,2,15,1507,2,458,310,"Other animal drawn e",,0,0
150053,2,15,1507,2,458,311,"Other tractor drawn",,0,0
150053,2,15,1507,2,458,312,"Sprayer",,0,0
150053,2,15,1507,2,458,313,"Outboard motor",,0,0
150053,2,15,1507,2,458,314,"Canoe",,0,0
150053,2,15,1507,2,458,315,"Boat",,0,0
150053,2,15,1507,2,458,316,"Fishing net",,0,0
150053,2,15,1507,2,458,317,"Safety equipment(fis",,0,0
150053,2,15,1507,2,458,318,"Wheelbarrow",,0,0
150053,2,15,1507,2,458,319,"Cutlass",,1,0
150053,2,15,1507,2,458,320,"Hoe",".",1,0
150053,2,15,1507,2,458,321,"Sickle",,1,0
150053,2,15,1507,2,458,322,"Other (Specify)1",,1,0
150054,2,15,1507,2,458,301,"Tractor",,,0
150054,2,15,1507,2,458,302,"Plough",,,0
150054,2,15,1507,2,458,303,"Trailer/Cart",,,0
150054,2,15,1507,2,458,304,"Ridger",,,0
150054,2,15,1507,2,458,305,"Planter",,,0
150054,2,15,1507,2,458,306,"Pickup",,,0
150054,2,15,1507,2,458,307,"Harvester",,,0
150054,2,15,1507,2,458,308,"Water pump",,,0
150054,2,15,1507,2,458,309,"Sprinkler",,,0
150054,2,15,1507,2,458,310,"Other animal drawn e",,,0
150054,2,15,1507,2,458,311,"Other tractor drawn",,,0
150054,2,15,1507,2,458,312,"Sprayer",,,0
150054,2,15,1507,2,458,313,"Outboard motor",,,0
150054,2,15,1507,2,458,314,"Canoe",,,0
150054,2,15,1507,2,458,315,"Boat",,,0
150054,2,15,1507,2,458,316,"Fishing net",,,0
150054,2,15,1507,2,458,317,"Safety equipment(fis",,,0
150054,2,15,1507,2,458,318,"Wheelbarrow",,,0
150054,2,15,1507,2,458,319,"Cutlass",,2,0
150054,2,15,1507,2,458,320,"Hoe",,11,0
150054,2,15,1507,2,458,321,"Sickle",,,0
150054,2,15,1507,2,458,322,"Other (Specify)1",,,
150055,2,15,1507,2,458,301,"Tractor",,0,0
150055,2,15,1507,2,458,302,"Plough",,0,0
150055,2,15,1507,2,458,303,"Trailer/Cart",,0,0
150055,2,15,1507,2,458,304,"Ridger",,0,0
150055,2,15,1507,2,458,305,"Planter",,0,0
150055,2,15,1507,2,458,306,"Pickup",,0,0
150055,2,15,1507,2,458,307,"Harvester",,0,0
150055,2,15,1507,2,458,308,"Water pump",,0,0
150055,2,15,1507,2,458,309,"Sprinkler",,0,0
150055,2,15,1507,2,458,310,"Other animal drawn e",,0,0
150055,2,15,1507,2,458,311,"Other tractor drawn",,0,0
150055,2,15,1507,2,458,312,"Sprayer",,1,0
150055,2,15,1507,2,458,313,"Outboard motor",,0,0
150055,2,15,1507,2,458,314,"Canoe",,0,0
150055,2,15,1507,2,458,315,"Boat",,0,0
150055,2,15,1507,2,458,316,"Fishing net",,0,0
150055,2,15,1507,2,458,317,"Safety equipment(fis",,0,0
150055,2,15,1507,2,458,318,"Wheelbarrow",,0,0
150055,2,15,1507,2,458,319,"Cutlass",,4,0
150055,2,15,1507,2,458,320,"Hoe",,7,0
150055,2,15,1507,2,458,321,"Sickle",,0,0
150055,2,15,1507,2,458,322,"Other (Specify)1",,1,0
150057,2,15,1507,2,458,301,"Tractor",,0,0
150057,2,15,1507,2,458,302,"Plough",,0,0
150057,2,15,1507,2,458,303,"Trailer/Cart",,0,0
150057,2,15,1507,2,458,304,"Ridger",,0,0
150057,2,15,1507,2,458,305,"Planter",,0,0
150057,2,15,1507,2,458,306,"Pickup",,0,0
150057,2,15,1507,2,458,307,"Harvester",,0,0
150057,2,15,1507,2,458,308,"Water pump",,0,0
150057,2,15,1507,2,458,309,"Sprinkler",,0,0
150057,2,15,1507,2,458,310,"Other animal drawn e",,0,0
150057,2,15,1507,2,458,311,"Other tractor drawn",,0,0
150057,2,15,1507,2,458,312,"Sprayer",,0,0
150057,2,15,1507,2,458,313,"Outboard motor",,0,0
150057,2,15,1507,2,458,314,"Canoe",,0,0
150057,2,15,1507,2,458,315,"Boat",,0,0
150057,2,15,1507,2,458,316,"Fishing net",,0,0
150057,2,15,1507,2,458,317,"Safety equipment(fis",,0,0
150057,2,15,1507,2,458,318,"Wheelbarrow",,0,0
150057,2,15,1507,2,458,319,"Cutlass",,1,0
150057,2,15,1507,2,458,320,"Hoe",,1,0
150057,2,15,1507,2,458,321,"Sickle",,1,0
150057,2,15,1507,2,458,322,"Other (Specify)1",,,
150058,2,15,1507,2,458,301,"Tractor",,0,0
150058,2,15,1507,2,458,302,"Plough",,0,0
150058,2,15,1507,2,458,303,"Trailer/Cart",,0,0
150058,2,15,1507,2,458,304,"Ridger",,0,0
150058,2,15,1507,2,458,305,"Planter",,0,0
150058,2,15,1507,2,458,306,"Pickup",,0,0
150058,2,15,1507,2,458,307,"Harvester",,0,0
150058,2,15,1507,2,458,308,"Water pump",,0,0
150058,2,15,1507,2,458,309,"Sprinkler",,0,0
150058,2,15,1507,2,458,310,"Other animal drawn e",,0,0
150058,2,15,1507,2,458,311,"Other tractor drawn",,0,0
150058,2,15,1507,2,458,312,"Sprayer",,0,0
150058,2,15,1507,2,458,313,"Outboard motor",,0,0
150058,2,15,1507,2,458,314,"Canoe",,0,0
150058,2,15,1507,2,458,315,"Boat",,0,0
150058,2,15,1507,2,458,316,"Fishing net",,0,0
