"zone","state","lga","sector","ea","hhid","plotid","cropid","cropname","cropcode","sa3q3","sa3q4","sa3q4b","sa3q5a","sa3q5b","sa3q6a1","sa3q6a2","sa3q6b1","sa3q6b2","sa3q7","sa3q8a","sa3q8b","sa3q9","sa3q10","sa3q11a","sa3q11b","sa3q12","sa3q12b1","sa3q12b2","sa3q12c1","sa3q12c2","sa3q13","sa3q14","sa3q15a","sa3q15b","sa3q15c","sa3q16a","sa3q16b","sa3q17","sa3q17b1","sa3q17b2","sa3q18","tracked_obs"
4,11,1102,2,936,110125,1,3,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1102,2,936,110125,1,4,"MAIZE",1080,1,,,2950,1,35,26,1,,2,,,1,"N1",15,2,12000,1,,1,,1,2,,,,,,,,,28000,0
4,11,1102,2,936,110125,1,5,"OKRO",2120,1,,,2950,1,10,26,1,,2,,,2,,,,,,,,,,,,,,,,,,,8000,0
4,11,1102,2,936,110126,1,1,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1102,2,936,110126,2,1,"WHITE YAM",1121,1,,,1300,1,61,26,2,1,2,,,1,"N1",22,26,28600,2,,2,1,1,2,,,,,,,,,79300,0
4,11,1102,2,936,110126,2,2,"WATER YAM",1123,1,,,1300,1,69,26,2,1,2,,,1,"N1",17,26,15300,2,,2,1,1,2,,,,,,,,,62100,0
4,11,1102,2,936,110126,2,3,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1102,2,936,110126,2,4,"MAIZE",1080,1,,,1300,1,31,26,2,1,2,,,1,"N1",4,26,3200,2,,2,1,1,2,,,,,,,,,24800,0
4,11,1102,2,936,110126,2,5,"OKRO",2120,1,,,1300,1,20,25,2,1,2,,,1,"N1",6,25,4800,2,,2,1,1,2,,,,,,,,,16000,0
4,11,1102,2,936,110127,1,1,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1102,2,936,110127,2,1,"WHITE YAM",1121,1,,,304,1,13,26,1,2,2,,,1,"N1",4,26,5200,1,,1,2,1,2,,,,,,,,,16900,0
4,11,1102,2,936,110127,2,2,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1102,2,936,110127,2,3,"OKRO",2120,1,,,304,1,5,26,1,2,2,,,1,"N1",3,26,2700,1,,1,2,1,2,,,,,,,,,4500,0
4,11,1102,2,936,110127,2,4,"MAIZE",1080,1,,,304,1,10,26,1,2,2,,,1,"N1",6,26,5400,1,,1,2,1,2,,,,,,,,,9000,0
4,11,1102,2,936,110128,1,1,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1102,2,936,110128,2,1,"OKRO",2120,1,,,580,1,11,26,1,2,2,,,1,"N1",6,26,5400,1,2,1,2,1,2,,,,,,,,,9900,0
4,11,1102,2,936,110128,2,2,"MAIZE",1080,1,,,580,1,9,26,1,2,2,,,1,"N1",5,26,4500,1,2,1,2,1,2,,,,,,,,,8100,0
4,11,1102,2,936,110128,2,3,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1102,2,936,110128,2,4,"WATER YAM",1123,1,,,580,1,26,26,1,2,2,,,1,"N1",7,26,4900,1,2,1,2,1,2,,,,,,,,,18200,0
4,11,1102,2,936,110129,1,1,"RICE",1110,1,,,1,4,8,23,1,2,2,,,1,"N1",4,23,13200,2,,1,2,1,2,,,,,,,,,26400,0
4,11,1102,2,936,110129,2,1,"WATER YAM",1123,1,,,2100,1,50,26,1,2,2,,,1,"N1",22,26,15400,2,,1,2,1,2,,,,,,,,,35000,0
4,11,1102,2,936,110129,2,2,"WHITE YAM",1121,1,,,2100,1,65,26,1,2,2,,,1,"N1",30,26,39000,2,,1,2,1,2,,,,,,,,,78000,0
4,11,1102,2,936,110129,2,3,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1102,2,936,110129,2,4,"COCOYAM",1040,1,,,2100,1,15,26,1,2,2,,,1,"N1",6,26,7200,2,,1,2,1,2,,,,,,,,,18000,0
4,11,1102,2,936,110129,2,5,"OKRO",2120,1,,,2100,1,7,31,1,2,2,,,1,"N1",4,31,3600,2,,1,2,1,2,,,,,,,,,6300,0
4,11,1102,2,936,110129,2,6,"MAIZE",1080,1,,,2100,1,13,26,1,2,2,,,1,"N1",7,26,6300,2,,1,2,1,2,,,,,,,,,11700,0
4,11,1102,2,936,110130,1,1,"WHITE YAM",1121,1,,,4120,1,320,26,1,2,2,,,1,"N1",100,26,130000,2,,1,2,1,2,,,,,,,,,416000,0
4,11,1102,2,936,110130,1,2,"WATER YAM",1123,1,,,4120,1,150,26,1,2,2,,,1,"N1",80,26,56000,2,,1,2,1,2,,,,,,,,,105000,0
4,11,1102,2,936,110130,1,3,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1102,2,936,110130,1,4,"COCOYAM",1040,1,,,4120,1,22,26,1,2,2,,,1,"N1",12,26,14400,2,,1,2,1,2,,,,,,,,,26400,0
4,11,1102,2,936,110130,1,5,"OKRO",2120,1,,,4120,1,17,31,1,2,2,,,1,"N1",10,31,9000,2,,1,2,1,2,,,,,,,,,15300,0
4,11,1102,2,936,110130,2,1,"RICE",1110,1,,,1,4,10,23,1,2,2,,,1,"N1",5,23,16500,2,,1,2,1,2,,,,,,,,,33000,0
4,11,1101,2,154,110131,1,1,"WHITE YAM",1121,1,,,950,1,38,26,1,2,2,,,2,,,,,,,,,,,,,,,,,,,49400,0
4,11,1101,2,154,110131,1,2,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110131,1,3,"COCOYAM",1040,1,,,950,1,20,26,1,2,2,,,1,"N1",10,26,6000,1,,1,0,1,2,,,,,,,,,12000,0
4,11,1101,2,154,110131,1,4,"OKRO",2120,2,11,"HARVESTED IN PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110131,1,5,"PEPPER",2140,2,11,"HARVESTED IN PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110131,2,1,"WATER YAM",1123,1,,,780,1,18,26,1,2,2,,,2,,,,,,,,,,,,,,,,,,,18000,0
4,11,1101,2,154,110131,2,2,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110131,2,3,"PEPPER",2140,2,11,"HARVESTED IN PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110132,1,1,"WHITE YAM",1121,1,,,1200,1,30,26,1,,2,,,2,,,,,,,,,,,,,,,,,,,43000,0
4,11,1101,2,154,110132,1,2,"WATER YAM",1123,1,,,1200,1,15,26,1,,2,,,1,"N1",5,26,5000,1,,1,0,1,2,,,,,,,,,15000,0
4,11,1101,2,154,110132,1,3,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110132,1,4,"COCOYAM",1040,1,,,1200,1,6,26,1,,2,,,2,,,,,,,,,,,,,,,,,,,4200,0
4,11,1101,2,154,110132,1,5,"OKRO",2120,2,11,"HARVESTED IN PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110132,2,1,"WATER YAM",1123,1,,,1500,1,42,26,1,,2,,,2,,,,,,,,,,,,,,,,,,,42000,0
4,11,1101,2,154,110132,2,2,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110132,2,3,"COCOYAM",1040,1,,,1500,1,15,26,1,,2,,,2,,,,,,,,,,,,,,,,,,,9000,0
4,11,1101,2,154,110132,2,4,"MAIZE",1080,2,11,"HARVESTED IN PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110132,2,5,"OKRO",2120,2,11,"HARVESTED IN PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110133,1,1,"WHITE YAM",1121,1,,,3100,1,58,26,1,,2,,,2,,,,,,,,,,,,,,,,,,,75400,0
4,11,1101,2,154,110133,1,2,"WATER YAM",1123,1,,,3100,1,40,26,1,,2,,,2,,,,,,,,,,,,,,,,,,,40000,0
4,11,1101,2,154,110133,1,3,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110133,1,4,"COCOYAM",1040,1,,,3100,1,25,26,1,,2,,,1,"N1",5,26,3000,1,,1,,1,2,,,,,,,,,15000,0
4,11,1101,2,154,110133,1,5,"PEPPER",2142,2,11,"HARVESTED IN PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110134,1,1,"WATER YAM",1123,1,,,560,1,15,26,1,2,2,,,1,"N1",3,26,3000,2,1,1,2,1,2,,,,,,,,,15000,0
4,11,1101,2,154,110134,1,2,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110134,1,3,"POTATOES",2181,2,11,"HARVESTED IN PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110135,1,1,"WHITE YAM",1121,1,,,1400,1,45,26,1,,2,,,2,,,,,,,,,,,,,,,,,,,84000,0
4,11,1101,2,154,110135,1,2,"WATER YAM",1123,1,,,1400,1,22,26,1,,2,,,2,,,,,,,,,,,,,,,,,,,20000,0
4,11,1101,2,154,110135,1,3,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110135,1,4,"OKRO",2120,2,11,"HARVESTED IN PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110135,1,5,"MAIZE",1080,2,11,"HARVESTED IN PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110135,2,1,"WATER YAM",1123,1,,,260,1,13,26,1,,2,,,2,,,,,,,,,,,,,,,,,,,11000,0
4,11,1101,2,154,110135,2,2,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110135,2,3,"COCOYAM",1040,1,,,260,1,3,26,1,,2,,,2,,,,,,,,,,,,,,,,,,,1800,0
4,11,1101,2,154,110135,2,4,"MAIZE",1080,2,11,"HARVESTED IN PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110135,2,5,"OKRO",2120,2,11,"HARVESTED IN PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110136,1,1,"WHITE YAM",1121,1,,,910,1,56,26,1,,2,,,1,"N1",30,26,48000,1,4,1,0,1,2,,,,,,,,,89600,0
4,11,1101,2,154,110136,1,2,"WATER YAM",1123,1,,,910,1,61,26,1,,2,,,1,"N1",15,26,13500,1,4,1,0,1,2,,,,,,,,,54900,0
4,11,1101,2,154,110136,1,3,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110136,1,4,"MAIZE",1080,1,,,910,1,30,26,1,,2,,,1,"N1",12,26,84000,1,4,1,0,1,2,,,,,,,,,21000,0
4,11,1101,2,154,110136,1,5,"OKRO",2120,1,,,910,1,6,26,1,,2,,,2,,,,,,,,,,,,,,,,,,,3600,0
4,11,1101,2,154,110136,2,1,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110137,1,1,"WHITE YAM",1121,1,,,2015,1,68,26,1,2,2,,,1,"N1",31,26,49600,2,6,1,2,1,2,,,,,,,,,108800,0
4,11,1101,2,154,110137,1,2,"WATER YAM",1123,1,,,2015,1,43,26,1,6,2,,,1,"N1",19,26,17100,2,6,1,6,1,2,,,,,,,,,30100,0
4,11,1101,2,154,110137,1,3,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110137,1,4,"MAIZE",1080,1,,,2015,1,27,26,1,6,2,,,2,,,,,,,,,,,,,,,,,,,21600,0
4,11,1101,2,154,110137,2,1,"WATER YAM",1123,1,,,660,1,44,26,1,6,2,,,2,,,,,,,,,,,,,,,,,,,30800,0
4,11,1101,2,154,110137,2,2,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110137,2,3,"MAIZE",1080,1,,,660,1,6,26,1,2,2,,,2,,,,,,,,,,,,,,,,,,,4800,0
4,11,1101,2,154,110137,2,4,"OKRO",2120,1,,,660,1,10,26,1,2,2,,,1,"N1",5,26,4000,2,6,1,2,1,2,,,,,,,,,7000,0
4,11,1101,2,154,110138,1,1,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110138,1,2,"PEPPER",2140,1,,,2500,1,4,8,1,2,2,,,2,,,,,,,,,,,,,,,,,,,3600,0
4,11,1101,2,154,110138,2,1,"WHITE YAM",1121,1,,,2500,1,30,26,1,2,2,,,2,,,,,,,,,,,,,,,,,,,4800,0
4,11,1101,2,154,110138,2,2,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110138,2,3,"PEPPER",2140,1,,,2500,1,3,8,1,2,2,,,1,"N1",3,8,2700,1,10,1,2,1,2,,,,,,,,,2700,0
4,11,1101,2,154,110138,2,4,"WATER YAM",1123,1,,,2500,1,35,26,1,2,2,,,1,"N1",10,26,9000,1,10,1,2,1,2,,,,,,,,,31500,0
4,11,1101,2,154,110138,2,5,"MAIZE",1080,1,,,2500,1,26,1,2,,2,,,1,"N1",3,26,2400,1,10,1,2,1,2,,,,,,,,,4000,0
4,11,1101,2,154,110139,1,1,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110139,1,2,"PEPPER",2140,1,,,3000,1,3,8,1,2,2,,,1,"N1",2,8,1900,2,,1,2,1,2,,,,,,,,,2850,0
4,11,1101,2,154,110139,2,1,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110139,2,2,"WHITE YAM",1121,1,,,620,1,21,26,1,2,2,,,1,"N1",4,26,6400,2,,1,2,1,2,,,,,,,,,33600,0
4,11,1101,2,154,110139,2,3,"MAIZE",1080,1,,,620,1,4,26,1,2,2,,,1,"N1",2,26,1800,2,,1,2,1,2,,,,,,,,,3600,0
4,11,1101,2,154,110139,2,4,"PEPPER",2140,1,,,620,1,2,8,1,2,2,,,2,,,,,,,,,,,,,,,,,,,1800,0
4,11,1101,2,154,110139,2,5,"OKRO",2120,1,,,620,1,2,31,1,2,2,,,2,,,,,,,,,,,,,,,,,,,1200,0
4,11,1101,2,154,110140,1,1,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110140,2,1,"WHITE YAM",1121,1,,,650,1,26,1,2,,2,,,1,"N1",7,26,11200,2,5,1,2,1,2,,,,,,,,,43200,0
4,11,1101,2,154,110140,2,2,"PEPPER",2140,1,,,650,1,2,8,2,5,2,,,2,,,,,,,,,,,,,,,,,,,1900,0
4,11,1101,2,154,110140,2,3,"MAIZE",1080,1,,,650,1,5,26,2,5,2,,,1,"N1",2,26,1600,2,5,1,2,1,2,,,,,,,,,4000,0
4,11,1101,2,154,110140,2,4,"WATER YAM",1123,1,,,650,1,23,26,1,2,2,,,1,"N1",6,26,5400,2,5,1,5,1,2,,,,,,,,,20700,0
4,11,1101,2,154,110140,2,5,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1211,1,2856,120010,1,1,"PLANTAIN",2170,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1211,1,2856,120010,1,2,"CASSAVA",1020,1,,,100,3,50,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,7000,0
5,12,1208,2,526,120041,1,1,"YAM",1120,1,,,4,5,1000,52,1,,2,,,1,"N1",900,52,180000,1,,1,,2,2,,,,,,,,,250000,0
5,12,1208,2,526,120041,2,1,"CASSAVA",1020,1,,,10,5,10,72,1,,2,,,1,"N1",9,32,27000,1,,1,,2,2,,,,,,,,,30000,0
5,12,1208,2,526,120041,2,2,"MELON",1090,1,,,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1208,2,526,120045,1,1,"COCOA",3040,1,,,1,5,3,32,1,,2,,,1,"N1",3,32,80500,1,,1,,1,2,,,,,,,,,80500,0
5,12,1208,2,526,120045,1,2,"COCONUT",3050,1,,,1,5,3,23,1,,2,,,1,"N1",3,23,11000,1,,1,,1,2,,,,,,,,,11000,0
5,12,1208,2,526,120045,1,3,"KOLANUT",3110,1,,,1,5,4,34,1,,2,,,1,"N1",3,34,5000,1,,1,,1,2,,,,,,,,,5600,0
5,12,1208,2,526,120045,1,4,"PEA",3220,1,,,1,5,4,34,1,,2,,,1,"N1",3,34,2400,1,,1,,1,2,,,,,,,,,3200,0
5,12,1208,2,526,120045,1,5,"AGBONNO",3190,1,,,1,5,5,34,1,,2,,,1,"N1",4,34,24000,1,,1,,1,2,,,,,,,,,30000,0
5,12,1208,2,526,120046,1,1,"CASSAVA",1020,1,,,1000,3,25,72,1,,2,,,1,"N1",20,72,50000,2,,1,,1,2,,,,,,,,,62500,0
5,12,1208,2,526,120046,1,2,"BEANS",1010,1,,,2000,1,100,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,10000,0
5,12,1208,2,526,120047,1,1,"CASSAVA",1020,1,,,3500,3,30,33,2,1,2,,,2,,,,,,,,,,,,,,,,,,,200000,0
5,12,1208,2,526,120047,1,2,"BEANS",1010,1,,,3500,3,2,33,2,1,2,,,2,,,,,,,,,,,,,,,,,,,20000,0
5,12,1208,2,526,120049,1,1,"CASSAVA",1020,1,,,1000,1,25,72,1,2,2,,,1,"N1",22,72,55000,2,,1,,1,2,,,,,,,,,62500,0
5,12,1208,2,526,120049,1,2,"BEANS",1010,1,,,1200,1,2,32,1,2,2,,,2,,,,,,,,,,,,,,,,,,,7000,0
5,12,1216,2,618,120051,1,1,"CASSAVA",1020,1,,,12000,1,200,72,1,2,1,0,,1,"N1",1200,72,500000,2,3,1,2,1,2,,,,,,,,,500000,0
5,12,1216,2,618,120051,1,2,"YAM",1120,2,11,"HARVESTED PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1216,2,618,120051,1,3,"PEPER",2140,1,,,1600,1,5,32,1,2,1,0,,1,"N2",5,32,10000,2,3,1,2,1,2,,,,,,,,,10000,0
5,12,1216,2,618,120051,1,4,"TOMATOES",2260,1,,,1600,1,10,32,1,2,1,0,,1,"N2",10,32,15000,2,3,1,6,1,2,,,,,,,,,15000,0
5,12,1216,2,618,120051,1,5,"MELON",1090,1,,,2000,1,6,32,1,2,1,0,,1,"N2",6,32,30000,2,3,1,6,1,2,,,,,,,,,30000,0
5,12,1216,2,618,120051,1,6,"MAIZE",1080,2,11,"HARVESTED PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1216,2,618,120052,1,1,"YAM",1120,1,,,13500,3,5,82,1,2,2,,,1,"N1",5,82,600000,1,2,1,2,1,2,,,,,,,,,720000,0
5,12,1216,2,618,120052,1,2,"CASSAVA",1020,1,,,13500,3,7,82,1,2,2,,,1,"N1",7,82,259000,1,2,1,2,1,2,,,,,,,,,296000,0
5,12,1216,2,618,120052,1,3,"MELON",1090,2,11,"HARVESTED PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1216,2,618,120052,1,4,"COCOYAM",1040,1,,,13500,3,3,82,1,2,2,,,1,"N1",3,82,240000,1,2,1,2,1,2,,,,,,,,,280000,0
5,12,1216,2,618,120053,1,1,"CASSAVA",1020,1,,,10,5,6,82,1,2,2,,,1,"N1",5,82,160000,1,,1,2,2,2,,,,,,,,,192000,0
5,12,1216,2,618,120054,1,1,"CASSAVA",1020,1,,,1500,1,48,72,1,2,1,0,,1,"N1",48,72,120000,2,,1,,1,2,,,,,,,,,120000,0
5,12,1216,2,618,120055,1,1,"CASSAVA",1020,1,,,20,5,3,82,1,,2,,,1,"N1",2,82,64000,1,,1,,1,2,,,,,,,,,96000,0
5,12,1216,2,618,120055,1,2,"MAIZE",1080,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1216,2,618,120055,2,1,"YAM",1120,1,,,10,5,800,52,1,,1,20,52,1,"N1",600,52,180000,1,,1,,1,2,,,,,,,,,240000,0
5,12,1216,2,618,120055,2,2,"PEPPER",2140,1,,,10,5,5,52,1,,2,,,1,"N1",4,32,8000,1,,1,,1,2,,,,,,,,,10000,0
5,12,1216,2,618,120056,1,1,"CASSAVA",1020,1,,,20000,1,106,72,1,2,1,0,,1,"N1",100,72,250000,1,,1,,1,2,,,,,,,,,262500,0
5,12,1216,2,618,120056,1,2,"YAM",1120,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1216,2,618,120056,1,3,"PEPPER",2140,2,11,"HARVESTED PP",800,1,4,32,1,2,1,0,,1,"N2",4,32,8000,2,,1,,1,2,,,,,,,,,8000,0
5,12,1216,2,618,120056,1,4,"TOMATOES",2260,1,,,800,1,7,32,1,2,1,0,,1,"N2",7,32,14000,2,,1,,1,2,,,,,,,,,14000,0
5,12,1216,2,618,120057,1,1,"MAIZE",1080,2,11,"HARVESTED PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1216,2,618,120057,1,2,"CASSAVA",1020,1,,,14000,1,8,2,1,2,1,,,1,"N1",7,82,231000,1,,1,,1,2,,,,,,,,,264000,0
5,12,1216,2,618,120057,2,1,"YAM",1120,2,11,"HARVESTED PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1216,2,618,120058,1,1,"CASSAVA",1020,1,,,4800,3,4,8,1,2,2,,,1,"N1",4,8,480000,1,2,1,2,1,2,,,,,,,,,600000,0
5,12,1216,2,618,120058,1,2,"BEANS",1010,1,,,2400,3,2,32,1,2,2,,,1,"N1",2,32,16000,1,2,1,2,1,2,,,,,,,,,24000,0
5,12,1216,2,618,120058,1,3,"MAIZE",1080,2,11,"HARVESTED PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1216,2,618,120059,1,1,"CASSAVA",1020,1,,,40,5,10,82,1,2,1,,,1,"N1",8,82,256000,1,3,1,,2,2,,,,,,,,,320000,0
5,12,1216,2,618,120059,1,2,"YAM",1120,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1216,2,618,120060,1,1,"MAIZE",1080,2,11,"HARVESTED PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1216,2,618,120060,1,2,"CASSAVA",1020,1,,,6540,1,4,82,1,,2,,,1,"N1",3,82,99000,1,,1,,1,2,,,,,,,,,132000,0
5,12,1216,2,618,120060,2,1,"YAM",1120,2,11,"HARVESTED PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1210,2,462,120061,1,1,"MAIZE",1080,2,11,"HARVESTED PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1210,2,462,120061,1,2,"CASSAVA",1020,1,,,2000,3,60,72,1,,2,,,1,"N1",60,72,170000,1,,1,,1,2,,,,,,,,,200000,0
5,12,1210,2,462,120063,1,1,"CASSAVA",1020,1,,,1800,3,43,72,2,,2,,,1,"N1",40,73,80000,2,,2,,1,2,,,,,,,,,124000,0
5,12,1210,2,462,120063,1,2,"PEPPER",2140,1,,,1000,3,1,23,2,,2,,,1,"N1",1,23,8000,2,,2,,,2,,,,,,,,,9000,0
5,12,1210,2,462,120063,1,3,"KORA",2120,1,,,1000,3,1,31,2,,2,,,1,"N1",1,31,5000,2,,2,,,2,,,,,,,,,8000,0
5,12,1210,2,462,120064,1,1,"YAM",1120,1,,,8000,3,900,1,1,2,2,,,2,,,,,,,,,,,,,,,,,,,200000,0
5,12,1210,2,462,120064,1,2,"CASSAVA",1020,1,,,8000,3,100,32,1,2,2,,,1,"N2",10,32,30000,2,,1,2,1,2,,,,,,,,,336000,0
5,12,1210,2,462,120064,1,3,"MAIZE",1080,2,11,"HARVESTED PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1210,2,462,120065,1,1,"MAIZE",1080,2,11,"HARVESTED PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1210,2,462,120065,1,2,"CASSAVA",1020,1,,,1500,3,40,72,1,,2,,,1,"N1",40,72,80000,1,,,,1,2,,,,,,,,,120000,0
5,12,1210,2,462,120065,1,3,"YAM",1120,1,,,2000,3,1500,52,1,,2,,,1,"N1",1500,52,200000,1,,,,1,2,,,,,,,,,270000,0
5,12,1210,2,462,120066,1,1,"YAM",1120,1,,,5600,3,400000,1,1,2,2,,,2,,,,,,,,,,,,,,,,,,,420000,0
5,12,1210,2,462,120066,1,2,"CASSAVA",1020,1,,,5600,3,200000,1,1,2,2,,,1,"N1",,,,2,,1,,1,2,,,,,,,,,280000,0
5,12,1210,2,462,120066,1,3,"MAIZE",1080,2,11,"HARVESTED PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1210,2,462,120068,1,1,"YAM",1120,1,,,4600,3,1500,1,1,2,2,,,1,"N1",1200,1,180000,2,3,1,2,1,2,,,,,,,,,270000,0
5,12,1210,2,462,120068,1,2,"MAIZE",1080,2,11,"HARVESTED PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1210,2,462,120068,1,3,"CASSAVA",1020,1,,,4600,3,100,72,1,2,2,,,1,"N2",80,72,160000,2,3,1,2,2,2,,,,,,,,,200000,0
5,12,1210,2,462,120069,1,1,"YAM",1120,1,,,2000,3,2000,52,1,2,2,,,1,"N1",1500,52,225000,1,2,1,,1,2,,,,,,,,,300000,0
5,12,1210,2,462,120069,1,2,"CASSAVA",1020,1,,,1000,3,10,82,1,2,2,,,1,"N1",9,82,270000,1,2,1,,1,2,,,,,,,,,300000,0
5,12,1210,2,462,120069,1,3,"MAIZE",1080,2,11,"HERVESTED PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1210,2,462,120070,1,1,"CASSAVA",1020,1,,,10000,3,12,72,1,,2,,,1,"N1",11,72,330000,1,,1,,1,2,,,,,,,,,360000,0
5,12,1210,2,462,120070,1,2,"YAM",1120,1,,,1000,3,1200,52,1,,2,,,1,"N1",1000,52,150000,1,,1,,1,2,,,,,,,,,180000,0
5,12,1204,2,736,120073,1,1,"CASSAVA",1020,1,,,2,5,25,72,1,,2,,,1,"N1",20,72,60000,1,2,1,2,1,2,,,,,,,,,75000,0
5,12,1204,2,736,120073,1,2,"YAM",1120,1,,,1,5,300,52,1,,2,,,1,"N1",200,52,40000,1,2,1,2,1,2,,,,,,,,,60000,0
5,12,1204,2,736,120073,2,1,"CASSAVA",1020,1,,,2,5,25,72,2,,2,,,1,"N1",20,72,60000,1,2,1,2,1,2,,,,,,,,,75000,0
5,12,1204,2,736,120075,1,1,"WATER YAM",1123,1,,,6000,3,500,52,1,2,2,,,1,"N1",500,52,100000,1,2,1,2,1,2,,,,,,,,,160000,0
