"zone","state","lga","sector","ea","hhid","plotid","cropid","cropname","cropcode","s11eq3","s11eq4","s11eq5","s11eq6a","s11eq6b","s11eq7","s11eq7b","s11eq8","s11eq9","s11eq10a","s11eq10b","s11eq11a","s11eq11b","s11eq12","s11eq13","s11eq13b","s11eq14","s11eq15a","s11eq15b","s11eq16","s11eq17","s11eq18a","s11eq18b","s11eq19","s11eq20","s11eq20b","s11eq21","s11eq22","s11eq23","s11eq24","s11eq25","s11eq26","s11eq27a","s11eq27b","s11eq28","s11eq29","s11eq30a","s11eq30b","s11eq31","s11eq32","s11eq32b","s11eq33","s11eq34","s11eq35","s11eq36","s11eq37","tracked_obs"
4,14,1408,2,968,140109,1,3,"OIL PALM TREE",3180,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1408,2,968,140109,1,4,"PEAR",3220,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1408,2,968,140109,2,1,"COCOYAM",1040,1,2,,,,,,2,,,,,,,,,1,1,,"N1",1040,1,26,120,5,,800,1,,,,2,,,,,,,,,,,,,,,0
4,14,1408,2,968,140109,2,2,"MAIZE",1080,1,2,,,,,,2,,,,,,,,,1,1,,"N1",1080,1,12,120,5,,20,1,,,,2,,,,,,,,,,,,,,,0
4,14,1408,2,968,140109,2,3,"BANANA",2030,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1408,2,968,140109,2,4,"OIL PALM TREE",3180,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1408,2,968,140109,2,5,"PINEAPPLE",2160,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1408,2,968,140109,2,6,"APON",3190,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1408,2,968,140109,2,7,"3110",3110,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1408,2,968,140110,1,1,"YAM",1120,1,2,,,,,,2,,,,,,,,,1,1,,"N1",1120,1,25,,8,"OWN MOTOCYCLE",2000,1,,,,2,,,,,,,,,,,,,,,0
4,14,1408,2,968,140110,1,2,"CASSAVA",1020,1,2,,,,,,2,,,,,,,,,1,1,,"N1",1020,1,52,,1,,500,1,,,,2,,,,,,,,,,,,,,,0
4,14,1408,2,968,140110,1,3,"WATERYAM",1123,1,2,,,,,,2,,,,,,,,,1,1,,"N1",1123,1,25,,8,"OWN MOTOCYCLE",1200,1,,,,2,,,,,,,,,,,,,,,0
4,14,1408,2,968,140110,1,4,"MAIZE",1080,1,2,,,,,,2,,,,,,,,,1,1,,"N1",1080,2,12,,8,"OWN MOTOCYCLE",100,1,,,,2,,,,,,,,,,,,,,,0
4,14,1408,2,968,140110,1,5,"OKRO",2120,1,2,,,,,,2,,,,,,,,,1,1,,"N1",2120,1,12,,8,"OWN MOTOCYCLE",50,1,,,,2,,,,,,,,,,,,,,,0
4,14,1411,2,1066,140112,1,1,"CASSAVA",1020,1,1,1020,5,62,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1411,2,1066,140113,1,1,"CASSAVA",1020,1,1,1020,5,62,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1411,2,1066,140113,1,2,"GARDEN EGG",2080,1,1,2080,1.5,12,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1411,2,1066,140113,1,3,"COWPEA(BLACK BEANS)",1010,1,1,1010,2,12,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1411,2,1066,140113,1,4,"OKRO",2120,1,1,2120,1,12,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1411,2,1066,140113,1,5,"POTATO",2180,1,1,2180,300,2,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1411,2,1066,140115,1,1,"CASSAVA",1020,1,1,1020,4,62,2,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1411,2,1066,140115,1,2,"WATERYAM",1123,1,1,1123,2,28,2,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1411,2,1066,140115,1,3,"PALM TREE",3180,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1411,2,1066,140116,1,1,"CASSAVA",1020,1,1,1020,10,62,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1411,2,1066,140116,1,2,"WATERYAM",1123,1,1,1123,3,26,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1411,2,1066,140116,1,3,"OKRO",2120,1,1,2120,3,12,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1411,2,1066,140117,1,1,"CASSAVA",1020,1,1,1020,10,63,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1411,2,1066,140117,1,2,"OKRO",2120,1,1,2120,2,13,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1411,2,1066,140117,1,3,"VEGETABLE",2194,1,1,2194,5,13,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1411,2,1066,140117,1,4,"GARDEN EGG",2080,1,1,2080,5,13,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1411,2,1066,140117,1,5,"BEABS",1010,1,1,1010,4,13,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1411,2,1066,140118,1,1,"CASSAVA",1020,1,1,1020,4,62,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1411,2,1066,140118,1,2,"COWPEA",1010,1,2,,,,,,2,,,,,,,,,1,1,,"N3",1010,2,12,,8,"SENT SOMEONE TO BUY FORME",100,1,,,,2,,,,,,,,,,,,,,,0
4,14,1411,2,1066,140119,1,1,"CASSAVA",1020,1,1,1020,4,63,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1411,2,1066,140119,1,2,"PALM TREE",3180,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1411,2,1066,140119,1,3,"PLANTAIN",2170,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1411,2,1066,140119,1,4,"COCONUT",3050,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1411,2,1066,140119,1,5,"PEAR",3220,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1411,2,1066,140120,1,1,"CASSAVA",1020,1,1,1020,3,63,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1416,2,2314,140124,1,1,"CASSAVA",1020,1,1,1020,2,63,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1416,2,2314,140124,1,2,"MAIZE",1080,1,1,1080,1,12,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1416,2,2314,140124,1,3,"PALM TREE",3180,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1416,2,2314,140124,2,1,"CASSAVA",1020,1,1,1020,3,63,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1416,2,2314,140124,2,2,"MAIZE",1080,1,1,1080,1,12,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1416,2,2314,140124,2,3,"VEGETABLE",2194,1,1,2194,2,12,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1416,2,2314,140124,2,4,"PALM TREE",3180,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1416,2,2314,140125,1,1,"CASSAVA",1020,1,2,,,,,,2,,,,,,,,,1,2,,"N1",1020,3,62,100,6,,1800,1,,,,2,,,,,,,,,,,,,,,0
4,14,1416,2,2314,140125,1,2,"COCOYAM",1040,1,2,,,,,,2,,,,,,,,,1,2,,"N1",1040,1,27,100,6,,2000,1,,,,2,,,,,,,,,,,,,,,0
4,14,1416,2,2314,140125,1,3,"MAIZE",1080,1,2,,,,,,2,,,,,,,,,1,2,,"N1",1080,5,13,100,6,,250,1,,,,2,,,,,,,,,,,,,,,0
4,14,1416,2,2314,140126,1,1,"CASSAVA",1020,1,1,1020,3,63,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1416,2,2314,140126,1,2,"MAIZE",1080,1,2,,,,,,2,,,,,,,,,1,1,,"N2",1080,5,13,120,6,,250,1,,,,2,,,,,,,,,,,,,,,0
4,14,1416,2,2314,140126,1,3,"YAM",1120,1,2,,,,,,2,,,,,,,,,1,1,,"N2",1120,1,27,120,6,,1000,1,,,,2,,,,,,,,,,,,,,,0
4,14,1416,2,2314,140126,1,4,"OIL PALM TREE",3180,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1416,2,2314,140127,1,1,"COCOYAM",1040,1,2,,,,,,2,,,,,,,,,1,1,,"N1",1040,2,25,,1,,400,1,,,,2,,,,,,,,,,,,,,,0
4,14,1416,2,2314,140127,1,2,"CASSAVA",1020,1,1,1020,5,62,4,,1,1020,2,62,"N2",,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1416,2,2314,140128,1,1,"CASSAVA",1020,1,1,1020,3,62,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1416,2,2314,140128,2,1,"CASSAVA",1020,1,1,1020,2,62,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1416,2,2314,140128,2,2,"OIL PALM TREE",3180,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1416,2,2314,140129,1,1,"MAIZE",1080,1,2,,,,,,2,,,,,,,,,1,1,,"N4",1080,1,12,,1,,50,1,,,,2,,,,,,,,,,,,,,,0
4,14,1416,2,2314,140129,1,2,"CASSAVA",1020,1,1,1020,6,63,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1416,2,2314,140129,1,3,"YAM",1120,1,2,,,,,,1,1120,2,27,"N1",,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1416,2,2314,140129,1,4,"OIL PALM TREE",3180,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,14,1416,2,2314,140130,1,1,"CASSAVA",1020,1,2,,,,,,2,,,,,,,,,1,2,,"N1",1020,1,63,400,5,,2500,1,,,,2,,,,,,,,,,,,,,,0
4,14,1416,2,2314,140130,2,1,"CASSAVA",1020,1,2,,,,,,2,,,,,,,,,1,2,,"N1",1020,5,63,200,5,,1200,1,,,,2,,,,,,,,,,,,,,,0
4,14,1416,2,2314,140130,2,2,"MAIZE",1080,1,2,,,,,,2,,,,,,,,,1,2,,"N1",1080,2,13,100,5,,100,1,,,,2,,,,,,,,,,,,,,,0
4,14,1416,2,2314,140130,2,3,"VEGETABLE",2194,1,1,2194,2,13,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1506,1,398,150003,1,1,"MAIZE",1080,1,1,1080,50,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1506,1,398,150003,1,2,"BEANS",1010,1,1,1010,25,1,1,,2,,,,,,,,,1,1,,"N3",1010,10,1,200,4,,2500,1,,,,2,,,,,,,,,,,,,,,0
2,15,1506,1,398,150003,2,1,"MAIZE",1080,1,1,1080,100,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1506,1,398,150003,2,2,"BEANS",1010,1,1,1010,35,1,1,,2,,,,,,,,,1,1,,"N3",1010,15,1,200,4,,3750,1,,,,2,,,,,,,,,,,,,,,0
2,15,1506,1,398,150004,1,1,"MILLET",1100,1,2,,,,,,2,,,,,,,,,1,1,,"N1",1100,50,1,200,6,,3600,1,,,,2,,,,,,,,,,,,,,,0
2,15,1506,1,398,150004,1,2,"G/CORN",1070,1,2,,,,,,2,,,,,,,,,1,1,,"N1",1070,30,1,200,6,,2500,1,,,,2,,,,,,,,,,,,,,,0
2,15,1506,1,398,150004,1,3,"BEANS",1010,1,2,,,,,,2,,,,,,,,,1,1,,"N1",1010,40,1,200,6,,12000,1,,,,2,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150011,1,1,"G/CORN",1070,1,1,1070,15,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150011,1,2,"BEANS",1010,1,1,1010,10,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150011,2,1,"MILLET",1100,1,1,1100,25,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150011,2,2,"BEANS",1010,1,1,1010,15,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150011,2,3,"SWEEET POTATOES",2181,1,1,2181,2,8,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150012,1,1,"TOMATOES",2260,1,1,2260,3,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150012,1,2,"SWEET POTATOES",2181,1,1,2181,8,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150012,2,1,"G/CORN",1070,1,1,1070,15,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150012,2,2,"BEANS",1010,1,1,1010,13,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150012,3,1,"G/CORN",1070,1,1,1070,17,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150012,3,2,"MILLET",1100,1,1,1100,10,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150013,1,1,"G/CORN",1070,1,1,1070,50,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150013,1,2,"RICE",1110,1,1,1110,35,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150013,2,1,"MILLET",1100,1,1,1100,40,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150013,2,2,"BEANS",1010,1,1,1010,25,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150013,3,1,"G/NUT",1062,1,1,1062,45,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150014,1,1,"G/CORN",1070,1,1,1070,30,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150014,1,2,"BEANS",1010,1,2,,,,,,2,,,,,,,,,1,1,,"N1",1010,15,5,200,5,,3000,1,,,,2,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150014,2,1,"MILLET",1100,1,1,1100,15,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150014,2,2,"BEANS",1010,1,2,,,,,,2,,,,,,,,,1,1,,"N1",1010,10,5,200,5,,200,1,,,,2,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150015,1,1,"G/CORN",1070,1,1,1070,4,5,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150015,1,2,"BEANS",1010,1,1,1010,3,5,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150015,1,3,"MILLET",1100,1,1,1100,6,5,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150016,1,1,"MAIZE",1080,1,1,1080,25,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150016,1,2,"RICE",1110,1,1,1110,30,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150016,2,1,"G/CORN",1070,1,1,1070,40,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150016,2,2,"MILLET",1100,1,1,1100,30,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150016,2,3,"BEANS",1010,1,1,1010,45,1,2,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150017,1,1,"BEANS",1010,1,2,,,,,,1,1010,7,5,"N5",,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150017,1,2,"G/CORN",1070,1,2,,,,,,1,1070,10,5,"N5",,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150017,2,1,"RICE",1110,1,2,,,,,,1,1110,20,5,"N5",,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150017,2,2,"G/CORN",1070,1,2,,,,,,1,1070,13,5,"N5",,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150018,1,1,"G/CORN",1070,1,2,,,,,,2,,,,,,,,,1,1,,"N1",1070,25,1,1440,5,,,1,,,,2,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150018,2,1,"MILLET",1100,1,2,,,,,,2,,,,,,,,,1,1,,"N1",1110,15,1,900,5,,,1,,,,2,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150018,2,2,"BEANS",1010,1,2,,,,,,2,,,,,,,,,1,1,,"N1",1010,20,1,5000,5,,,1,,,,2,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150019,1,1,"MAIZE",1080,1,1,1080,25,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150019,1,2,"G/CORN",1070,1,1,1070,30,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150019,1,3,"BEANS",1010,1,1,1010,35,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150020,1,1,"G/CORN",1010,1,1,1010,50,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150020,1,2,"MILLET",1100,1,1,1100,50,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1508,2,1682,150020,1,3,"BEANS",1070,1,1,1070,40,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150021,1,1,"G/CORN",1070,1,1,1070,30,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150021,1,2,"BEANS",1010,1,1,1010,20,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150021,2,1,"G/CORN",1070,1,1,1070,25,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150021,2,2,"MILLET",1100,1,1,1100,18,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150022,1,1,"G/CORN",1070,1,1,1070,50,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150022,1,2,"BEANS",1010,1,1,1010,30,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150022,2,1,"G/NUT",1061,1,1,1061,50,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150022,3,1,"OKORA",2120,1,1,2120,5,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150023,1,1,"G/CORN",1070,1,1,1070,38,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150023,1,2,"BEANS",1010,1,1,1010,25,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150023,1,3,"MILLET",1100,1,1,1100,20,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150023,2,1,"MAIZE",1080,1,1,1080,18,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150023,2,2,"BEANS",1010,1,1,1010,15,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150024,1,1,"G/CORN",1070,1,1,1070,50,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150024,1,2,"MAIZE",1080,1,1,1080,35,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150024,1,3,"BEANS",1010,1,1,1010,40,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150024,1,4,"RICE",1110,1,1,1110,25,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150024,1,5,"PEPPER",2140,1,1,2140,1,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150025,1,1,"MAIZE",1080,1,1,1080,15,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150025,1,2,"MILLET",1100,1,1,1100,10,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150025,1,3,"BEANS",1010,1,1,1010,20,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150026,1,1,"MILLET",1100,1,1,1100,20,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150026,1,2,"G/CORN",1070,1,1,1070,20,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150026,2,1,"BEANS",1010,1,1,1010,30,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150026,2,2,"G/CORN",1070,1,1,1070,15,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150027,1,1,"G/CORN",1070,1,1,1070,12,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150027,1,2,"BEANS",1010,1,1,1010,10,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150027,2,1,"MAIZE",1080,1,1,1080,30,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150027,2,2,"G/NUT",1062,1,1,1062,25,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150027,3,1,"MAIZE",1080,1,1,1080,8,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150027,3,2,"RICE",1110,1,1,1110,15,5,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150028,1,1,"G/CORN",1070,1,1,1070,20,5,1,,2,,,,,,,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150028,1,2,"G/NUT",1060,1,1,1060,35,5,1,,2,,,,,,,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150028,2,1,"MAIZE",1080,1,1,1080,25,5,1,,2,,,,,,,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150028,2,2,"BEANS",1010,1,1,1010,30,5,1,,2,,,,,,,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150028,3,1,"MILLET",1100,1,1,1100,20,5,1,,2,,,,,,,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150028,3,2,"RICE",1110,1,1,1110,40,5,1,,2,,,,,,,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150029,1,1,"G/CORN",1070,1,2,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150029,1,2,"BEANS",1010,1,2,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150029,1,3,"MILLET",1100,1,2,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150030,1,1,"G/CORN",1070,1,2,,,,,,2,,,,,,,,,1,1,,"N1",1070,30,5,50,5,,3000,1,,,,2,,,,,,,,,,,,,,,0
2,15,1511,2,1938,150030,1,2,"MILLET",1100,1,2,,,,,,2,,,,,,,,,1,1,,"N1",1100,20,5,50,5,,2000,1,,,,2,,,,,,,,,,,,,,,0
