"zone","state","lga","sector","ea","hhid","plotid","cropid","cropname","cropcode","s11hq1","s11hq2a","s11hq2b","s11hq3","s11hq4","s11hq5a","s11hq5b","s11hq6","s11hq7a","s11hq7b","s11hq8","s11hq9","s11hq9b","s11hq10","s11hq11","s11hq12a","s11hq12b","s11hq13","s11hq14a","s11hq14b","s11hq15","s11hq16","s11hq16b","s11hq17a","s11hq17b","s11hq18a","s11hq18b","s11hq19a","s11hq19b","s11hq20a","s11hq20b","s11hq20c","s11hq21","s11hq21b","s11hq22","s11hq23","s11hq23b","s11hq24a","s11hq24b","s11hq25a","s11hq25b","s11hq25c","s11hq26a","s11hq26b","s11hq26c","tracked_obs"
2,15,1508,2,1682,150011,2,2,"BEANS",1010,1,700,53,10500,"N2",700,1,,1,,700,4,,2,,,,,,,,,,1,52,0,,0,,1,52,,1,,2,,,,,,,,,,,0
2,15,1508,2,1682,150011,2,3,"SWEET POTATOES",2181,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,2,,,,,,,,,,,0
2,15,1508,2,1682,150012,1,1,"TOMATOES",2260,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1508,2,1682,150012,1,2,"SWEET POTATOES",2181,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1508,2,1682,150012,2,1,"G/CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1508,2,1682,150012,2,2,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1508,2,1682,150012,3,1,"G/CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1508,2,1682,150012,3,2,"MILLET",1100,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1508,2,1682,150013,1,1,"G/CORN",1070,1,2500,1,125000,"N1",2500,1,125000,1,2,2000,2,,2,,,,,,,,,,100,1,200,1,0,,50,1,,3,,1,3,,200,1,4,,,1,5,,0
2,15,1508,2,1682,150013,1,2,"RICR",1110,1,1000,1,30000,"N1",1000,1,30000,1,2,1000,2,,2,,,,,,,,,,100,1,100,1,0,,25,1,,3,,1,3,,300,1,4,,,1,5,,0
2,15,1508,2,1682,150013,2,1,"MILLET",1100,1,1500,1,75000,"N1",1500,1,75000,1,2,750,2,,2,,,,,,,,,,100,1,100,1,0,,0,,,,,1,3,,500,1,4,,,1,5,,0
2,15,1508,2,1682,150013,2,2,"BEANS",1010,1,1700,1,255000,"N1",1700,1,255000,1,2,2500,2,,2,,,,,,,,,,0,,200,1,0,,0,,,,,1,3,,100,1,3,,,1,5,,0
2,15,1508,2,1682,150013,3,1,"G/NUT",1062,1,1000,1,10000,"N1",1000,1,100000,1,2,8000,2,,2,,,,,,,,,,0,,0,,0,,0,,,,,1,3,,200,1,4,,,,5,,0
2,15,1508,2,1682,150014,1,1,"G/CORN",1070,1,400,1,20000,"N1",400,1,20000,1,2,200,2,,2,,,,,,,,,,100,1,0,,100,1,0,,,,,2,,,,,,,,,,,0
2,15,1508,2,1682,150014,1,2,"BEANS",1010,1,200,1,30000,"N1",200,1,30000,1,2,100,2,,2,,,,,,,,,,100,1,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1508,2,1682,150014,2,1,"MILLET",1100,1,300,1,15000,"N1",300,1,15000,1,2,150,2,,2,,,,,,,,,,100,1,0,,100,1,0,,,,,2,,,,,,,,,,,0
2,15,1508,2,1682,150014,2,2,"BEANS",1010,1,100,1,15000,"N1",100,1,15000,1,2,60,2,,2,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1508,2,1682,150015,1,1,"G/CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1508,2,1682,150015,1,2,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1508,2,1682,150015,1,3,"MILLET",1100,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1508,2,1682,150016,1,1,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,50,1,0,,0,,40,5,,3,,1,3,,200,1,4,,,1,2,,0
2,15,1508,2,1682,150016,1,2,"RICE",1110,1,100,1,4000,"N1",100,1,4000,1,,,,,2,,,,,,,,,,100,1,0,,0,,50,5,,3,,2,,,,,,,,1,2,,0
2,15,1508,2,1682,150016,1,3,"G/CORN",1070,1,700,1,39200,"N2",700,1,39200,1,,460,5,,2,,,,,,,,,,200,1,0,,0,,30,5,,3,,1,3,,500,1,4,,,1,2,,0
2,15,1508,2,1682,150016,1,4,"MILLET",1100,1,1500,1,60000,"N2",1500,1,60000,1,,1500,5,,2,,,,,,,,,,200,1,0,,0,,45,5,,3,,2,,,,,,,,,,,0
2,15,1508,2,1682,150016,1,5,"BEANS",1010,1,1300,1,234000,"N2",1300,1,234000,1,,1300,5,,2,,,,,,,,,,50,1,0,,0,,30,5,,3,,1,3,,100,1,4,,,1,2,,0
2,15,1508,2,1682,150017,1,1,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1508,2,1682,150017,1,2,"G/CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1508,2,1682,150017,2,1,"RICE",1110,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1508,2,1682,150017,2,2,"G/CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1508,2,1682,150018,1,1,"G/CORN",1070,1,1000,1,50000,"N1",1000,1,50000,1,2,500,2,,2,,,,,,,,,,200,1,200,1,0,,0,,,,,2,,,,,,,,,,,0
2,15,1508,2,1682,150018,2,1,"MILLET",1100,1,300,1,15000,"N1",300,1,15000,1,2,150,2,,2,,,,,,,,,,100,1,200,1,0,,0,,,,,2,,,,,,,,,,,0
2,15,1508,2,1682,150018,2,2,"BEANS",1010,1,500,1,75000,"N1",500,1,75000,1,2,250,2,,2,,,,,,,,,,100,1,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1508,2,1682,150019,1,1,"MAIZE",1080,1,1000,1,56000,"N2",1000,1,56000,1,2,1000,5,,2,,,,,,,,,,30,5,0,,0,,30,5,,3,,1,3,,300,1,4,,,1,3,,0
2,15,1508,2,1682,150019,1,2,"G/CORN",1070,1,500,1,24500,"N2",500,1,24500,1,2,500,5,,2,,,,,,,,,,50,5,0,,0,,20,5,,2,,1,3,,400,1,4,,,1,3,,0
2,15,1508,2,1682,150019,1,3,"BEANS",1010,1,1600,1,288000,"N2",1600,1,288000,1,2,1600,5,,2,,,,,,,,,,20,5,0,,0,,20,5,,1,,1,3,,200,1,1,,,1,3,,0
2,15,1508,2,1682,150020,1,1,"G/CORN",1010,1,800,1,40000,"N1",800,1,40000,1,2,400,2,,2,,,,,,,,,,100,1,0,,100,1,,,,,,1,3,,100,1,1,,,1,5,,0
2,15,1508,2,1682,150020,1,2,"MILLET",1100,1,700,1,35000,"N1",700,1,35000,1,2,300,2,,2,,,,,,,,,,100,1,,,100,1,,,,,,1,3,,200,1,1,,,1,5,,0
2,15,1508,2,1682,150020,1,3,"BEANS",1070,1,1000,1,15000,"N1",1000,1,15000,1,2,1500,2,,2,,,,,,,,,,0,,200,1,100,1,,,,,,1,3,,100,1,1,,,1,5,,0
2,15,1511,2,1938,150021,1,1,"G/CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1511,2,1938,150021,1,2,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1511,2,1938,150021,2,1,"G/CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1511,2,1938,150021,2,2,"MILLET",1100,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1511,2,1938,150022,1,1,"G/CORN",1070,1,2000,1,100000,"N1",2000,1,100000,1,,1000,2,,2,,,,,,,,,,200,1,300,1,0,,0,,,,,1,3,,700,1,4,,,1,3,,0
2,15,1511,2,1938,150022,1,2,"BEANS",1010,1,1000,1,150000,"N1",1000,1,150000,1,,750,2,,2,,,,,,,,,,0,,200,1,0,,0,,,,,2,,,,,,,,,,,0
2,15,1511,2,1938,150022,2,1,"G/NUT",1061,1,900,1,162000,"N1",900,1,162000,1,,450,2,,2,,,,,,,,,,0,,100,1,0,,0,,,,,2,,,,,,,,,,,0
2,15,1511,2,1938,150022,3,1,"OKORA",2120,1,400,1,40000,"N1",400,1,40000,1,,200,2,,2,,,,,,,,,,0,,100,1,0,,0,,,,,2,,,,,,,,,,,0
2,15,1511,2,1938,150023,1,1,"G/CORN",1070,1,12,1,78000,"N2",12,1,,1,,1200,5,,2,,,,,,,,,,200,1,0,,0,,40,5,,1,,1,3,,400,1,4,,,1,3,,0
2,15,1511,2,1938,150023,1,2,"BEANS",1010,1,15,1,187500,"N2",15,1,,1,,1500,5,,2,,,,,,,,,,100,1,0,,0,,20,5,,3,,1,3,,200,1,4,,,1,3,,0
2,15,1511,2,1938,150023,1,3,"MILLET",1100,1,9,1,52650,"N2",9,1,,1,,900,5,,2,,,,,,,,,,50,1,0,,0,,30,5,,3,,1,3,,400,1,4,,,1,3,,0
2,15,1511,2,1938,150023,2,1,"MAIZE",1080,1,10,1,75000,"N2",10,1,,1,,1000,5,,2,,,,,,,,,,200,1,0,,0,,20,5,,1,,1,3,,200,1,4,,,1,3,,0
2,15,1511,2,1938,150023,2,2,"BEANS",1010,1,8,1,110000,"N2",7,1,,1,,700,5,,2,,,,,,,,,,0,,0,,0,,10,5,,3,,1,3,,100,1,4,,,1,3,,0
2,15,1511,2,1938,150024,1,1,"G/CORN",1070,1,800,1,40000,"N1",80,1,40000,1,,400,2,,2,,,,,,,,,,100,1,0,,,,0,,,,,2,,,,,,,,,,,0
2,15,1511,2,1938,150024,1,2,"MAIZE",1080,1,1200,1,60000,"N1",1200,1,60000,1,,600,2,,2,,,,,,,,,,100,1,0,,,,0,,,,,1,3,,200,1,1,,,1,3,,0
2,15,1511,2,1938,150024,1,3,"BEANS",1010,1,1300,1,195000,"N1",1300,1,195000,1,,650,2,,2,,,,,,,,,,0,,100,1,0,,0,,,,,2,,,,,,,,,,,0
2,15,1511,2,1938,150024,1,4,"RICE",1110,1,400,1,16000,"N1",400,1,16000,1,,200,2,,2,,,,,,,,,,0,,0,,0,,0,,,,,1,3,,100,1,1,,,1,3,,0
2,15,1511,2,1938,150024,1,5,"PEPPER",2140,1,300,1,33000,"N1",300,1,33000,1,,150,2,,2,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1511,2,1938,150025,1,1,"MAIZE",1080,1,1200,1,81600,"N2",1200,1,81600,1,,1200,6,,2,,,,,,,,,,100,1,0,,0,,50,5,,1,,1,3,,900,1,4,,,1,3,,0
2,15,1511,2,1938,150025,1,2,"MILLET",1100,1,600,1,35400,"N2",600,1,35400,1,,600,6,,2,,,,,,,,,,200,1,0,,0,,40,5,,3,,1,3,,700,1,4,,,1,3,,0
2,15,1511,2,1938,150025,1,3,"BEANS",1010,1,1600,1,256000,"N2",1600,1,256000,1,,1600,,,2,,,,,,,,,,100,1,0,,0,,25,5,,1,,1,3,,120,1,1,,,1,3,,0
2,15,1511,2,1938,150026,1,1,"MILLET",1100,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,2,,,,,,,,,,,0
2,15,1511,2,1938,150026,1,2,"G/CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,2,,,,,,,,,,,0
2,15,1511,2,1938,150026,2,1,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,2,,,,,,,,,,,0
2,15,1511,2,1938,150026,2,2,"G/CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,2,,,,,,,,,,,0
2,15,1511,2,1938,150027,1,1,"G/CORN",1070,1,500,1,27500,"N1",500,1,27500,1,,250,2,,2,,,,,,,,,,100,1,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1511,2,1938,150027,1,2,"BEANS",1010,1,200,1,30000,"N1",200,1,30000,1,,100,2,,2,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1511,2,1938,150027,2,1,"MAIZE",1080,1,1500,1,75000,"N1",1500,1,75000,1,,750,2,,2,,,,,,,,,,100,1,200,1,0,,0,,,,,1,3,,200,1,4,,,1,,,0
2,15,1511,2,1938,150027,2,2,"G/NUT",1062,1,100,1,18000,"N1",100,1,18000,1,,50,2,,2,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1511,2,1938,150027,3,1,"MAIZE",1080,1,400,1,20000,"N1",400,1,20000,1,,200,2,,2,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1511,2,1938,150027,3,2,"RICE",1110,1,300,1,12000,"N1",300,1,12000,1,,150,2,,2,,,,,,,,,,0,,0,,0,,0,,,,,1,3,,100,1,4,,,1,2,,0
2,15,1511,2,1938,150028,1,1,"G/CORN",1070,1,400,1,18000,"N1",400,1,18000,1,,400,6,,2,,,,,,,,,,40,5,0,,0,,20,5,,2,,1,3,,500,1,4,,,1,3,,0
2,15,1511,2,1938,150028,1,2,"G/NUT",1060,1,200,1,19000,"N1",200,1,19000,1,,200,6,,2,,,,,,,,,,20,5,0,,0,,18,5,,3,,1,3,,100,1,4,,,1,3,,0
2,15,1511,2,1938,150028,2,1,"MAIZE",1080,1,500,1,28000,"N1",500,1,28000,1,,500,6,,2,,,,,,,,,,60,5,0,,0,,30,5,,1,,1,3,,600,1,4,,,1,3,,0
2,15,1511,2,1938,150028,2,2,"BEANS",1010,1,900,1,110700,"N1",900,1,110700,1,,900,6,,2,,,,,,,,,,40,5,0,,0,,26,5,,1,,1,3,,600,1,1,,,1,3,,0
2,15,1511,2,1938,150028,3,1,"MILLET",1100,1,300,1,12300,"N1",300,1,12300,1,13,300,6,,2,,,,,,,,,,60,5,0,,0,,20,5,,3,,1,3,,300,1,4,,,1,3,,0
2,15,1511,2,1938,150028,3,2,"RICE",1110,1,200,1,10200,"N1",200,1,10200,1,13,200,6,,2,,,,,,,,,,50,5,0,,0,,20,5,,1,,1,3,,200,1,4,,,1,3,,0
2,15,1511,2,1938,150029,1,1,"G/CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1511,2,1938,150029,1,2,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1511,2,1938,150029,1,3,"MILLET",1100,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1511,2,1938,150030,1,1,"G/CORN",1070,1,300,1,15000,"N1",300,1,15000,1,,150,2,,2,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1511,2,1938,150030,1,2,"MILLET",1100,1,200,1,10000,"N1",200,1,10000,1,,100,2,,2,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1511,2,1938,150030,1,3,"BEANS",1010,1,800,1,120000,"N1",800,1,12000,1,,400,2,,2,,,,,,,,,,200,1,100,1,0,,0,,,,,2,,,,,,,,,,,0
2,15,1511,2,1938,150030,2,1,"RICE",1110,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,2,,,,,,,,,,,0
2,15,1502,2,590,150031,1,1,"G/CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1502,2,590,150031,1,2,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1502,2,590,150032,1,1,"MAIZE",1080,1,200,1,12000,"N1",200,1,12000,1,,200,2,,2,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1502,2,590,150032,1,2,"BEANS",1010,1,300,1,43000,"N1",300,1,45000,1,,300,2,,2,,,,,,,,,,100,1,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1502,2,590,150032,2,1,"G/CORN",1070,1,800,1,48000,"N1",800,1,48000,1,,800,2,,2,,,,,,,,,,200,1,0,,0,,0,,,,,1,3,,300,1,4,,,1,4,,0
2,15,1502,2,590,150032,2,2,"BEANS",1010,1,300,1,75000,"N1",300,1,75000,1,,500,2,,2,,,,,,,,,,100,1,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1502,2,590,150032,3,1,"SOYA BEANS",2220,1,300,1,35000,"N1",300,1,35000,1,,300,2,,2,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1502,2,590,150032,3,2,"OKORA",2120,1,200,1,18000,"N1",200,1,18000,,,200,2,,2,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1502,2,590,150033,1,1,"MAIZE",1080,1,700,1,36400,"N1",700,1,36400,1,,700,6,,2,,,,,,,,,,30,5,0,,0,,20,5,,3,,1,3,,300,1,4,,,1,2,,0
2,15,1502,2,590,150033,1,2,"BEANS",1010,1,900,1,108000,"N1",900,1,108000,1,,900,6,,2,,,,,,,,,,40,5,0,,0,,10,5,,2,,1,3,,200,1,1,,,2,3,,0
2,15,1502,2,590,150033,2,1,"G/CORN",1070,1,1000,1,40000,"N1",1000,1,40000,1,,1000,6,,2,,,,,,,,,,60,5,0,,0,,26,5,,3,,1,3,,500,1,4,,,1,3,,0
2,15,1502,2,590,150033,2,2,"BEANS",1010,1,1100,1,132000,"N1",1100,1,132000,1,,1100,6,,2,,,,,,,,,,20,5,0,,0,,20,5,,2,,1,3,,200,1,1,,,2,3,,0
2,15,1502,2,590,150033,3,1,"COTTON",1050,1,1200,1,300000,"N1",1200,1,300000,1,,2500,6,,2,,,,,,,,,,0,,0,,0,,4,1,,2,,2,,,,,,,,,,,0
2,15,1502,2,590,150034,1,1,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,2,,,,,,,,,,,0
2,15,1502,2,590,150034,2,1,"COTTON",1050,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,2,,,,,,,,,,,0
2,15,1502,2,590,150034,3,1,"G/CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,2,,,,,,,,,,,0
2,15,1502,2,590,150035,1,1,"G/CORN",1070,1,600,1,27000,"N1",600,1,27000,1,,900,5,,2,,,,,,,,,,0,,0,,0,,10,5,,3,,1,3,,300,1,4,,,1,3,,0
2,15,1502,2,590,150035,1,2,"BEANS",1010,1,800,1,100000,"N1",800,1,100000,1,,1200,5,,2,,,,,,,,,,0,,0,,0,,15,5,,3,,1,3,,200,1,1,,,1,3,,0
2,15,1502,2,590,150035,2,1,"COTTON",1050,1,360,1,180000,"N1",360,1,180000,1,,1000,5,,2,,,,,,,,,,0,,0,,0,,10,1,,2,,2,,,,,,,,,,,0
2,15,1502,2,590,150035,3,1,"MAIZE",1080,1,1200,1,78000,"N1",1200,1,78000,1,,1800,5,,2,,,,,,,,,,40,5,0,,0,,18,5,,3,,1,3,,500,1,4,,,1,3,,0
2,15,1502,2,590,150035,3,2,"BEANS",1010,1,1400,1,175000,"N1",1400,1,175000,1,,2100,5,,2,,,,,,,,,,20,5,0,,0,,25,5,,3,,1,3,,400,1,1,,,1,3,,0
2,15,1502,2,590,150037,1,1,"G/CORN",1070,1,2000,1,96000,"N1",2000,1,96000,1,,3000,5,,2,,,,,,,,,,100,1,0,,0,,30,5,,3,,1,3,,600,1,4,,,1,3,,0
2,15,1502,2,590,150037,1,2,"BEANS",1010,1,3000,1,372000,"N1",3000,1,372000,1,,4500,5,,2,,,,,,,,,,60,5,0,,0,,20,5,,1,,1,3,,200,1,1,,,1,3,,0
2,15,1502,2,590,150037,2,1,"MAIZE",1080,1,1600,1,83200,"N1",1600,1,83200,1,,2400,5,,2,,,,,,,,,,200,1,0,,0,,40,5,,1,,1,3,,500,1,4,,,1,3,,0
2,15,1502,2,590,150037,2,2,"G/NUT",1060,1,600,1,84000,"N1",600,1,84000,1,,900,5,,2,,,,,,,,,,40,5,0,,0,,15,5,,3,,1,3,,100,1,4,,,1,3,,0
2,15,1502,2,590,150038,1,1,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,100,1,0,,0,,0,,,,,1,3,,700,1,4,,,1,4,,0
2,15,1502,2,590,150038,1,2,"BEANS",1010,1,600,1,90000,"N1",600,1,90000,1,3,900,2,,2,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1502,2,590,150038,2,1,"G/CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,100,1,0,,0,,0,,,,,1,3,,400,1,4,,,1,4,,0
2,15,1502,2,590,150038,2,2,"COTTON",1050,1,300,1,60000,"N1",300,1,60000,1,3,300,2,,2,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1502,2,590,150038,3,1,"SOYA BEANS",2220,1,500,1,45000,"N1",500,1,45000,1,3,500,2,,2,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1502,2,590,150038,3,2,"OKORA",2120,1,300,1,30000,"N1",300,1,30000,1,3,300,2,,2,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1502,2,590,150039,1,1,"G/CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1502,2,590,150039,2,1,"COTTON",1050,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1502,2,590,150040,1,1,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1502,2,590,150040,1,2,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1502,2,590,150040,2,1,"COTTON",1050,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1502,2,590,150040,2,2,"SOYYA BEANS",2220,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1510,2,616,150041,1,1,"MAIZE",1080,1,600,1,40200,"N1",600,1,40200,1,,300,5,,2,,,,,,,,,,30,5,0,,0,,14,5,,3,,1,3,,400,1,4,,,1,3,,0
2,15,1510,2,616,150041,1,2,"SOYA BEANS",2220,1,200,1,21000,"N1",200,1,21000,1,,100,5,,2,,,,,,,,,,20,5,0,,0,,15,5,,3,,1,3,,100,1,4,,,1,2,,0
2,15,1510,2,616,150041,2,1,"MAIZE",1080,1,1000,1,52000,"N1",1000,1,52000,1,,500,5,,2,,,,,,,,,,70,5,0,,0,,10,5,,3,,1,3,,600,1,4,,,1,3,,0
2,15,1510,2,616,150041,2,2,"BEANS",1010,1,800,1,100800,"N1",800,1,100500,1,,400,5,,2,,,,,,,,,,50,5,0,,0,,7,5,,2,,1,3,,200,1,1,,,1,2,,0
2,15,1510,2,616,150042,1,1,"G/CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1510,2,616,150042,2,1,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1510,2,616,150042,2,2,"RICR",1110,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1510,2,616,150043,1,1,"ONION",2130,1,1200,1,144000,"N1",1200,1,144000,1,,1400,2,,2,,,,,,,,,,0,,0,,0,,,,,,,2,,,,,,,,,,,0
2,15,1510,2,616,150043,2,1,"SOYA BEANS",2220,1,400,1,72000,"N1",400,1,72000,1,,700,2,,2,,,,,,,,,,0,,0,,0,,,,,,,2,,,,,,,,,,,0
2,15,1510,2,616,150043,3,1,"MAIZE",1080,1,900,1,49500,"N1",900,1,49000,1,,400,2,,2,,,,,,,,,,100,,0,,0,,,,,,,2,,,,,,,,,,,0
2,15,1510,2,616,150043,3,2,"G/CORN",1070,1,400,1,22000,"N1",400,1,22000,1,,220,2,,2,,,,,,,,,,0,,0,,0,,,,,,,2,,,,,,,,,,,0
2,15,1510,2,616,150043,3,3,"BEANS",1010,1,500,1,75000,"N1",500,1,75000,1,,700,2,,2,,,,,,,,,,0,,0,,0,,,,,,,2,,,,,,,,,,,0
2,15,1510,2,616,150044,1,1,"MAIZE",1080,1,3000,1,165000,"N2",3000,1,165000,1,,3000,3,,2,,,,,,,,,,100,1,200,1,100,1,30,5,,1,,1,3,,300,1,4,,,1,2,,0
2,15,1510,2,616,150044,1,2,"BEANS",1010,1,800,1,144000,"N2",800,1,144000,1,,800,3,,2,,,,,,,,,,0,,200,1,100,1,28,5,,2,,1,3,,100,1,2,,,1,2,,0
2,15,1510,2,616,150045,1,1,"MAIZE",1080,1,600,1,31200,"N1",600,1,31200,1,,300,5,,2,,,,,,,,,,20,5,0,,0,,4,5,,3,,1,3,,400,1,4,,,1,3,,0
2,15,1510,2,616,150045,1,2,"BEANS",1010,1,800,1,144000,"N1",800,1,144000,1,,400,5,,2,,,,,,,,,,10,5,0,,0,,3,5,,2,,1,3,,400,1,1,,,1,2,,0
2,15,1510,2,616,150045,2,1,"G/CORN",1070,1,200,1,11200,"N1",200,1,11200,1,,100,5,,2,,,,,,,,,,35,5,0,,0,,10,5,,2,,1,3,,300,1,4,,,1,3,,0
2,15,1510,2,616,150045,2,2,"BEANS",1010,1,300,1,54000,"N1",300,1,54000,1,,150,5,,2,,,,,,,,,,2,5,0,,0,,2,5,,2,,1,3,,200,1,1,,,1,2,,0
2,15,1510,2,616,150045,3,1,"MILLET",1100,1,100,1,4500,"N1",100,1,4500,1,,50,5,,2,,,,,,,,,,30,5,0,,0,,4,5,,3,,1,3,,100,1,4,,,1,3,,0
2,15,1510,2,616,150045,3,2,"G/NUT",1060,1,200,1,28000,"N1",200,1,28000,,,100,5,,2,,,,,,,,,,12,5,0,,0,,2,5,,3,,1,3,,1,1,4,,,1,3,,0
2,15,1510,2,616,150046,1,1,"G/CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1510,2,616,150046,2,1,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
2,15,1510,2,616,150046,2,2,"ONION",2130,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
