"zone","state","lga","sector","ea","hhid","seedid","cropcode","s11eq4a","s11eq4a_os","s11eq4","s11eq6a","s11eq6b","s11eq6b_os","s11eq6c","s11eq8","s11eq10a","s11eq10b","s11eq10b_os","s11eq10c","s11eq11","s11eq11_os","s11eq13","s11eq13_os","s11eq14","s11eq18a","s11eq18b","s11eq18b_os","s11eq18c","s11eq15_1","s11eq15_2","s11eq15_3","s11eq15_4","s11eq21","s11eq21a","s11eq22a","s11eq22a_os","s11eq23a","s11eq20","s11eq20_os"
4,14,1408,2,1996,140027,10402,1040,6,,1,1,130,,10,1,1,130,,10,1,,1,,2,,,,,,,,,,,,,,,
4,14,1408,2,1996,140027,10802,1080,6,,1,1,130,,10,1,1,130,,10,1,,5,,2,,,,,,,,,,,,,,,
4,14,1408,2,1996,140027,11222,1122,5,,1,100,211,,,1,100,211,,,2,,1,,2,,,,,,,,,,,,,,,
4,14,1408,2,1996,140030,10202,1020,2,,2,,,,,2,,,,,,,,,1,4,100,,2,1,,,,4000,1,7,,3,5,
4,14,1408,2,1996,140030,10402,1040,2,,2,,,,,2,,,,,,,,,1,1,140,"BASKET",2,1,,,,15000,1,7,,3,5,
4,14,1408,2,1996,140030,10801,1080,6,,2,,,,,2,,,,,,,,,1,3,12,,,1,,,,450,1,7,,3,5,
4,14,1408,2,1996,140030,11232,1123,2,,2,,,,,2,,,,,,,,,1,100,211,,,1,,,,10000,1,7,,3,5,
4,14,1408,2,1996,140030,11242,1124,7,,2,,,,,2,,,,,,,,,1,45,211,,,1,,,,5000,1,7,,3,5,
4,14,1408,2,1996,140030,21202,2120,6,,2,,,,,2,,,,,,,,,1,1,12,,,1,,,,150,2,7,,3,5,
4,14,1406,2,694,140062,10202,1020,9,,1,2,100,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1406,2,694,140062,11212,1121,9,,1,50,211,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1406,2,694,140062,11232,1123,9,,1,150,211,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1406,2,694,140063,10202,1020,6,,1,25,100,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1406,2,694,140063,10402,1040,6,,1,150,80,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1406,2,694,140063,11212,1121,5,,1,70,211,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1406,2,694,140065,10202,1020,8,,1,7,100,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1406,2,694,140065,10402,1040,7,,1,3,10,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1406,2,694,140065,10802,1080,7,,1,6,13,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1406,2,694,140065,11212,1121,8,,1,500,211,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1406,2,694,140065,20602,2060,7,,1,1,12,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1406,2,694,140065,21202,2120,7,,1,2,12,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1406,2,694,140066,10202,1020,6,,1,5,100,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1406,2,694,140066,10402,1040,7,,1,150,80,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1406,2,694,140066,10802,1080,7,,1,4,13,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1406,2,694,140066,10902,1090,6,,1,5,12,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1406,2,694,140066,11212,1121,7,,1,150,211,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1406,2,694,140066,21202,2120,6,,1,2,12,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1406,2,694,140067,10202,1020,6,,1,6,100,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1406,2,694,140067,10802,1080,7,,1,4,13,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1406,2,694,140067,11242,1124,7,,1,78,211,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1406,2,694,140067,21902,2190,7,,2,,,,,2,,,,,,,,,1,2,80,"PIECES",1,5,,,,600,2,6,,1,5,
4,14,1406,2,694,140068,10202,1020,7,,1,12,100,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1406,2,694,140068,10802,1080,5,,1,3,12,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1406,2,694,140068,11212,1121,6,,1,30,211,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1406,2,694,140069,10202,1020,6,,1,30,100,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1406,2,694,140069,10801,1080,6,,2,,,,,2,,,,,,,,,1,2,1,,,1,,,,3000,1,6,,10,5,
4,14,1406,2,694,140069,21202,2120,7,,1,1,12,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1406,2,694,140070,10202,1020,6,,1,3,100,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1406,2,694,140070,10402,1040,6,,1,4,10,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1406,2,694,140070,10802,1080,7,,1,5,13,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1406,2,694,140070,11242,1124,7,,1,4,130,,10,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1406,2,694,140070,21202,2120,8,,1,3,12,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1413,2,670,140072,10202,1020,9,,1,15,100,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1413,2,670,140072,10402,1040,7,,1,10,10,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1413,2,670,140072,10802,1080,9,,1,5,12,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1413,2,670,140072,11222,1122,9,,1,60,211,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1413,2,670,140074,10202,1020,8,,1,3,100,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1413,2,670,140074,10402,1040,8,,1,2,10,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1413,2,670,140074,10602,1060,7,,2,,,,,2,,,,,,,,,1,6,12,,,1,,,,200,2,7,,3,5,
4,14,1413,2,670,140074,10802,1080,7,,2,,,,,2,,,,,,,,,1,2,12,,,1,,,,200,2,7,,3,5,
4,14,1413,2,670,140074,11242,1124,8,,1,2,130,,11,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1413,2,670,140074,21202,2120,8,,1,2,12,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1413,2,670,140074,21902,2190,7,,2,,,,,2,,,,,,,,,1,1,70,,0,1,,,,800,2,7,,3,5,
4,14,1413,2,670,140075,10202,1020,9,,1,1,100,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1413,2,670,140075,10402,1040,9,,1,2,10,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1413,2,670,140075,10802,1080,7,,1,1,12,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1413,2,0,140076,10202,1020,7,,1,2,100,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1413,2,0,140076,10402,1040,7,,1,2,130,,10,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1413,2,0,140076,10802,1080,7,,2,,,,,2,,,,,,,,,1,5,12,,,1,,,,50,2,7,,3,6,
4,14,1413,2,670,140078,10402,1040,8,,1,2,10,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1413,2,670,140078,11232,1123,8,,1,50,211,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1413,2,670,140079,10202,1020,8,,1,2,100,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1413,2,670,140079,10802,1080,7,,1,3,12,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1413,2,670,140079,11232,1123,8,,1,100,211,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1413,2,670,140079,21202,2120,8,,1,2,12,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1413,2,670,140080,10202,1020,8,,1,6,100,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1413,2,670,140080,10802,1080,8,,1,6,12,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1410,2,236,140082,11232,1123,6,,1,40,211,,,2,,,,,,,,,1,10,211,,,1,,,,200,1,6,,2,5,
4,14,1410,2,236,140082,11242,1124,2,,1,50,211,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1410,2,236,140083,10202,1020,7,,1,5,100,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1410,2,236,140083,10402,1040,7,,1,2,10,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1410,2,236,140083,10802,1080,7,,1,3,12,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1410,2,236,140083,11232,1123,7,,1,50,211,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1410,2,236,140084,10202,1020,1,,2,,,,,1,7,100,,1,2,,2,,2,,,,,,,,,,,,,,,
4,14,1410,2,236,140084,10802,1080,2,,1,3,12,,,2,,,,,,,,,1,3,12,,,3,,,,210,2,6,,1,5,
4,14,1410,2,236,140084,11212,1121,1,,1,100,211,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1410,2,236,140084,11232,1123,1,,1,50,211,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1410,2,236,140085,10202,1020,1,,1,4,100,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1410,2,236,140085,10802,1080,7,,1,3,12,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1410,2,236,140085,11232,1123,7,,1,50,211,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1410,2,236,140085,21202,2120,7,,1,1,12,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1410,2,236,140086,10202,1020,2,,1,9,100,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1410,2,236,140086,10402,1040,2,,1,2,100,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1410,2,236,140087,10202,1020,5,,2,,,,,2,,,,,,,,,1,4,100,,1,1,,,,1500,2,6,,3,5,
4,14,1410,2,236,140087,10802,1080,7,,1,1,12,,,2,,,,,,,,,1,3,12,,,1,,,,200,2,6,,3,5,
4,14,1410,2,236,140087,11232,1123,6,,2,,,,,2,,,,,,,,,1,50,211,,,1,,,,2500,2,6,,3,5,
4,14,1410,2,236,140089,10202,1020,7,,2,,,,,1,1,100,,1,1,,5,,2,,,,,,,,,,,,,,,
4,14,1410,2,236,140089,10402,1040,6,,1,1,10,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1410,2,236,140089,10802,1080,2,,1,1,30,,2,2,,,,,,,,,1,2,13,,,1,,,,150,2,6,,4,5,
4,14,1410,2,236,140089,11242,1124,2,,1,1,130,,10,2,,,,,,,,,1,50,211,,,1,,,,1500,2,6,,4,5,
4,14,1410,2,236,140089,21202,2120,7,,2,,,,,2,,,,,,,,,1,1,12,,,1,,,,150,2,6,,4,5,
4,14,1410,2,236,140090,10202,1020,6,,1,2,140,,1,2,,,,,,,,,1,2,140,,1,1,,,,3000,2,6,,2,5,
4,14,1410,2,236,140090,10402,1040,7,,1,1,10,,,2,,,,,,,,,1,1,10,,,1,,,,1000,2,7,,2,5,
4,14,1410,2,236,140090,10802,1080,2,,2,,,,,2,,,,,,,,,1,3,12,,,1,,,,250,2,6,,2.5,5,
4,14,1410,2,236,140090,11232,1123,6,,1,2,130,,10,2,,,,,,,,,1,2,130,,10,1,,,,3500,2,6,,2.5,5,
4,14,1410,2,236,140090,11242,1124,7,,1,2,130,,10,2,,,,,,,,,1,4,130,,10,1,,,,4000,2,7,,3,5,
4,14,1410,2,236,140090,21202,2120,6,,2,,,,,2,,,,,,,,,1,1,12,,,1,,,,200,2,7,,2,5,
4,14,1416,2,2314,140121,10202,1020,1,,1,8,100,,1,1,3,100,,1,1,,5,,2,,,,,,,,,,,,,,,
4,14,1416,2,2314,140121,10402,1040,7,,1,1,170,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1416,2,2314,140121,10802,1080,9,,1,1,12,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1416,2,2314,140121,21942,2194,7,,2,,,,,2,,,,,,,,,1,1,12,,,6,,,,100,2,6,,1,5,
4,14,1416,2,2314,140122,10202,1020,1,,1,4,100,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1416,2,2314,140122,10402,1040,1,,1,1,10,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1416,2,2314,140123,10202,1020,1,,1,3,100,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1416,2,2314,140124,10202,1020,7,,1,1,100,,1,2,,,,,,,,,1,3,100,,1,1,,,,2500,1,6,,2,5,
4,14,1416,2,2314,140124,10802,1080,7,,2,,,,,1,1,12,,,1,,5,,2,,,,,,,,,,,,,,,
4,14,1416,2,2314,140124,10902,1090,7,,1,1,12,,,2,,,,,,,,,1,1,12,,,2,,,,150,1,6,,2,5,
4,14,1416,2,2314,140124,21902,2190,6,,2,,,,,2,,,,,,,,,1,1,11,,,1,,,,1000,2,7,,2,5,
4,14,1416,2,2314,140125,10202,1020,6,,1,2,100,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1416,2,2314,140125,10402,1040,7,,1,1,10,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1416,2,2314,140126,10202,1020,2,,1,5,100,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1416,2,2314,140126,10802,1080,7,,1,1,12,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1416,2,2314,140127,10202,1020,7,,1,1,90,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1416,2,2314,140129,10202,1020,7,,2,,,,,1,3,100,,0,2,,1,,2,,,,,,,,,,,,,,,
4,14,1401,2,386,149001,10201,1020,6,,1,5,100,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,386,149001,10801,1080,6,,2,,,,,2,,,,,,,,,1,4,13,,,2,,,,350,1,6,,1,1,
4,14,1401,2,386,149001,11212,1121,9,,1,3,150,"BASIN",2,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,386,149001,20601,2060,6,,1,4,13,,,2,,,,,,,,,1,4,13,,,2,,,,500,1,6,,1,1,
4,14,1401,2,386,149001,21902,2190,6,,2,,,,,2,,,,,,,,,1,3,100,"HEAD",2,2,,,,800,1,6,,1,1,
4,14,1401,2,386,149002,10201,1020,6,,2,,,,,1,5,100,,1,2,,2,,1,2,100,,1,1,,,,800,1,6,,1,6,
4,14,1401,2,386,149002,10801,1080,6,,2,,,,,2,,,,,,,,,1,3,13,,,1,,,,450,1,6,,1,5,
4,14,1401,2,386,149002,21942,2194,6,,2,,,,,2,,,,,,,,,1,1,100,"1 HEAD",2,1,,,,800,1,7,,4,5,
4,14,1401,2,386,149007,10801,1080,6,,1,1,130,,10,1,1,130,,10,1,,5,,2,,,,,,,,,,,,,,,
4,14,1401,2,386,149007,11232,1123,7,,2,,,,,1,1,130,,10,1,,5,,2,,,,,,,,,,,,,,,
4,14,1401,2,386,149008,10201,1020,3,,1,400,210,,,1,500,210,,,1,,1,,2,,,,,,,,,,,,,,,
4,14,1401,2,386,149008,11101,1110,3,,2,,,,,2,,,,,,,,,1,1,130,,12,1,,,,13600,1,9,,2,5,
4,14,1401,2,386,149008,11212,1121,7,,2,,,,,1,500,211,,,1,,1,,2,,,,,,,,,,,,,,,
4,14,1401,2,386,149008,11222,1122,7,,1,400,211,,,1,400,211,,,1,,1,,2,,,,,,,,,,,,,,,
4,14,1401,2,386,149008,11232,1123,9,,1,100,211,,,1,100,211,,,1,,5,,2,,,,,,,,,,,,,,,
4,14,1401,2,386,149011,10202,1020,6,,1,15,100,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,386,149011,10402,1040,6,,1,3,130,,10,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,386,149011,10801,1080,6,,2,,,,,2,,,,,,,,,1,6,12,,,2,,,,900,1,6,,1,5,
4,14,1401,2,386,149011,11101,1110,3,,2,,,,,2,,,,,,,,,1,1,130,,10,2,,,,5000,1,9,,5,6,
4,14,1401,2,386,149011,20602,2060,6,,1,3,130,"BAGS",10,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,386,149011,21902,2190,6,,1,20,100,"HEADS",2,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,386,149011,21942,2194,6,,1,4,130,"BAG",10,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,386,149012,10202,1020,2,,1,2,100,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,386,149012,10402,1040,2,,1,2,150,"BASINS",1,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,386,149012,10801,1080,6,,2,,,,,2,,,,,,,,,1,3,12,,,1,,,,450,1,6,,1,6,
4,14,1401,2,746,149013,10202,1020,7,,1,5,100,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149013,10602,1060,7,,1,2,11,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149013,11102,1110,7,,1,2,11,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149013,11212,1121,7,,2,,,,,2,,,,,,,,,1,60,211,,,1,,,,6000,1,1,,1,1,
4,14,1401,2,746,149013,11222,1122,7,,2,,,,,2,,,,,,,,,1,20,211,,,1,,,,3000,2,1,,1,1,
4,14,1401,2,746,149015,10202,1020,7,,1,5,100,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149015,10602,1060,7,,1,4,11,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149015,11212,1121,7,,2,,,,,2,,,,,,,,,1,1,130,,11,1,,,,6000,1,6,,1,5,
4,14,1401,2,746,149015,11232,1123,7,,1,2,130,,11,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149015,21202,2120,7,,1,2,11,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149016,10202,1020,7,,1,6,100,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149016,10602,1060,7,,1,3,13,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149016,11212,1121,7,,1,2,170,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149016,11232,1123,7,,1,1,170,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149016,21202,2120,7,,1,20,13,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149017,10202,1020,6,,1,3,100,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149017,10802,1080,6,,1,5,13,,,2,,,,,,,,,1,2,13,,,1,,,,100,1,6,,1,31,
4,14,1401,2,746,149017,11102,1110,6,,1,5,11,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149017,11212,1121,7,,2,,,,,2,,,,,,,,,1,50,211,,,1,,,,3500,2,6,,1,5,
4,14,1401,2,746,149017,21202,2120,7,,2,,,,,2,,,,,,,,,1,10,12,,,1,,,,1200,2,6,,1.5,5,
4,14,1401,2,746,149017,21942,2194,2,,2,,,,,1,3,12,,,2,,5,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149018,10602,1060,7,,1,4,13,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149018,10802,1080,7,,1,2,12,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149018,11102,1110,7,,1,4,11,,,2,,,,,,,,,1,1,11,,,1,,,,600,1,6,,1,5,
4,14,1401,2,746,149018,11212,1121,7,,1,70,211,,,2,,,,,,,,,1,40,211,,,1,,,,1500,1,6,,1,5,
4,14,1401,2,746,149019,10802,1080,2,,1,2,12,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149019,11212,1121,7,,1,50,211,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149019,11232,1123,7,,1,40,211,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149020,10602,1060,1,,2,,,,,2,,,,,,,,,1,2,11,,,1,,,,3000,2,6,,2,5,
4,14,1401,2,746,149020,11102,1110,7,,2,,,,,2,,,,,,,,,1,1,130,,10,1,,,,7000,2,7,,2.5,5,
4,14,1401,2,746,149020,11212,1121,7,,2,,,,,1,3500,211,,,6,,5,,1,3500,211,,,1,,,,350000,1,7,,2.5,5,
4,14,1401,2,746,149020,21202,2120,7,,2,,,,,2,,,,,,,,,1,2,11,,,1,,,,3000,2,7,,2.5,5,
4,14,1401,2,746,149021,10202,1020,7,,1,6,100,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149021,10402,1040,7,,1,100,80,,1,2,,,,,,,,,1,1,10,,,1,,,,2000,2,6,,1.5,5,
4,14,1401,2,746,149021,10802,1080,6,,1,1,11,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149021,11102,1110,6,,1,6,11,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149021,11212,1121,4,,1,200,211,,,2,,,,,,,,,1,80,211,,,1,,,,12000,2,7,,1.5,5,
4,14,1401,2,746,149022,10202,1020,1,,1,5,100,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149022,10402,1040,1,,1,300,80,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149022,10802,1080,1,,1,5,11,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149022,11102,1110,1,,1,10,11,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149022,11242,1124,6,,1,300,211,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149022,21202,2120,7,,1,5,40,,3,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149023,10202,1020,7,,1,2,100,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149023,10402,1040,7,,1,2,10,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149023,10802,1080,6,,1,3,12,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149023,11102,1110,9,,1,3,11,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149023,11212,1121,9,,1,400,211,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149023,21202,2120,7,,1,1,40,,3,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1401,2,746,149023,21902,2190,9,,1,1,10,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1402,2,1686,149025,10202,1020,6,,2,,,,,1,2,100,,1,2,,1,,2,,,,,,,,,,,,,,,
4,14,1402,2,1686,149025,21812,2181,7,,2,,,,,1,1,100,,1,2,,1,,2,,,,,,,,,,,,,,,
4,14,1402,2,1686,149026,10202,1020,9,,1,15,100,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1402,2,1686,149026,10402,1040,8,,1,15,150,"BASINES",1,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1402,2,1686,149026,11212,1121,9,,1,500,211,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1402,2,1686,149028,10202,1020,7,,2,,,,,1,8,100,,1,2,,1,,2,,,,,,,,,,,,,,,
4,14,1402,2,1686,149028,10402,1040,8,,1,1,10,,,2,,,,,,,,,1,1,10,,,1,2,,,1800,1,7,,5,6,
4,14,1402,2,1686,149028,10801,1080,6,,2,,,,,1,2,12,,,1,,1,,1,3,12,,,1,,,,180,1,7,,5,6,
4,14,1402,2,1686,149028,11212,1121,7,,2,,,,,2,,,,,,,,,1,600,211,,,1,,,,2500,1,1,,25,6,
4,14,1402,2,1686,149030,10202,1020,7,,1,70,100,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1402,2,1686,149030,11212,1121,7,,1,2,130,,11,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1402,2,1686,149030,11232,1123,7,,1,1,130,,11,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1402,2,1686,149031,10202,1020,8,,1,15,100,,2,1,7,100,,1,2,,1,,2,,,,,,,,,,,,,,,
4,14,1402,2,1686,149031,10402,1040,1,,1,4,10,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1402,2,1686,149031,10802,1080,9,,1,2,13,,,2,,,,,,,,,1,2,13,,,2,,,,400,1,7,,4,5,
4,14,1402,2,1686,149031,11212,1121,8,,1,5,130,,12,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1402,2,1686,149031,11222,1122,7,,1,4,90,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1402,2,1686,149032,10202,1020,5,,1,18,100,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1402,2,1686,149032,10402,1040,5,,1,8,130,,11,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1402,2,1686,149032,11212,1121,5,,1,2,130,,11,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1402,2,1686,149032,11222,1122,6,,1,1,130,,11,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1402,2,1686,149032,11242,1124,6,,1,4,130,,11,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1402,2,1686,149033,10202,1020,8,,1,10,100,,2,1,10,100,,2,1,,2,,2,,,,,,,,,,,,,,,
4,14,1402,2,1686,149033,10802,1080,9,,1,2,13,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1402,2,1686,149034,10202,1020,9,,1,10,100,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1402,2,1686,149034,10402,1040,9,,1,1,10,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1402,2,1686,149036,10202,1020,9,,1,30,100,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1402,2,1686,149036,10802,1080,9,,1,5,13,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1402,2,1686,149036,11212,1121,8,,1,50,211,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1403,1,306,149038,10802,1080,5,,1,50,1,,,2,,,,,,,,,1,50,1,,,1,,,,200,2,6,,3,1,
4,14,1403,1,306,149038,21202,2120,5,,1,100,1,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
4,14,1403,1,306,149047,10202,1020,7,,1,3,12,"MILK CUP",,1,1,100,,0,2,,1,,2,,,,,,,,,,,,,,,
4,14,1403,1,306,149047,10402,1040,8,,1,1,10,,,1,1,10,,,2,,1,,2,,,,,,,,,,,,,,,
4,14,1403,1,306,149047,10802,1080,7,,2,,,,,1,3,100,"SMALL BUNDLE",0,1,,1,,2,,,,,,,,,,,,,,,
